,ID,RESTAURANT NAME,INSPECTION YEAR,NUMBER OF NON-CRITICAL VIOLATIONS,ADDRESS
18280,50044307,AMORINO,2019,1.0,721 8TH AVE MANHATTAN NY 10036
18281,50044310,SWEET RICE,2019,1.0,8021 MYRTLE AVE QUEENS NY 11385
18285,50044330,PAMIR KABAB HOUSE & GRILL,2019,3.0,7074 KISSENA BLVD QUEENS NY 11367
18288,50044340,WENDY'S,2019,1.0,4 SOUTH ST MANHATTAN NY 10004
18291,50044345,DUNKIN DONUTS,2019,2.0,321 BROADWAY MANHATTAN NY 10007
18293,50044346,NARE SUSHI,2019,1.0,115 E 57TH ST MANHATTAN NY 10022
18298,50044382,FOREST HILLS CAFE/COFFEE SHOP,2019,2.0,11817 QUEENS BLVD QUEENS NY 11375
18300,50044393,RYUJIN RAMEN,2019,2.0,513 GRAND ST BROOKLYN NY 11211
18301,50044396,MENKOI SATO,2019,2.0,7 CORNELIA ST MANHATTAN NY 10014
18302,50044397,PFIZER BROADWAY CAFE,2019,2.0,219 E 42ND ST MANHATTAN NY 10017
18306,50044403,HONG KONG DIM SUN,2019,1.0,777 60TH ST BROOKLYN NY 11220
18308,50044413,LEILANY'S BAKERY,2019,2.0,11402 JAMAICA AVE QUEENS NY 11418
18311,50044420,WONDER FRIED CHICKEN,2019,2.0,21 LENOX AVE MANHATTAN NY 10026
18315,50044430,JOJO PIZZA #2,2019,2.0,906 E 180TH ST BRONX NY 10460
18320,50044447,ROBIN SAYV COOL RUNNING CARIBBEAN RESTAURANT,2019,1.0,801 ROGERS AVE BROOKLYN NY 11226
18323,50044460,MOROCHO BAKERY,2019,2.0,11126 ROOSEVELT AVE QUEENS NY 11368
18325,50044465,CHINATOWN CHINESE RESTAURANT,2019,2.0,250 E HOUSTON ST MANHATTAN NY 10002
18330,50044479,SPICE & GRILL,2019,1.0,441 MYRTLE AVE BROOKLYN NY 11205
18333,50044483,EXCUSE MY FRENCH,2019,1.0,96 ORCHARD ST MANHATTAN NY 10002
18335,50044489,STARBUCKS,2019,1.0,655 W 34TH ST MANHATTAN NY 10001
18337,50044507,ZAMAAN,2019,1.0,2204 AVENUE X BROOKLYN NY 11235
18344,50044531,FAMOUS & FRESH 99Â¢ PIZZA,2019,1.0,91 AVENUE A MANHATTAN NY 10009
18346,50044538,BELLA NOVA'S RISTORANTE,2019,2.0,6526 METROPOLITAN AVE QUEENS NY 11379
18350,50044543,BONUS ROOM,2019,2.0,991 WYCKOFF AVE QUEENS NY 11385
18353,50044550,CHENG DU SPICY FOOD,2019,2.0,3717 PRINCE ST QUEENS NY 11354
18356,50044559,CAPITAL ONE NYC,2019,1.0,299 PARK AVE MANHATTAN NY 10171
18358,50044562,ROOKIE'S SPORTS BAR & GRILL,2019,2.0,1549 ARTHUR KILL RD STATEN ISLAND NY 10312
18360,50044563,QATHRA CAFE,2019,2.0,1112 CORTELYOU RD BROOKLYN NY 11218
18362,50044568,FRESH PICK,2019,1.0,2506 QUEENS PLZ S QUEENS NY 11101
18364,50044570,The STARLIGHT,2019,1.0,596 GRAND ST BROOKLYN NY 11211
18366,50044571,LOOK BY PLANT LOVE HOUSE,2019,1.0,622 WASHINGTON AVE BROOKLYN NY 11238
18374,50044591,JIMMY'S,2019,2.0,158 W 38TH ST MANHATTAN NY 10018
18387,50044620,JUICE VITALITY,2019,1.0,192 1ST AVE MANHATTAN NY 10009
18393,50044629,COME PRIMA,2019,2.0,903 MADISON AVE MANHATTAN NY 10021
18396,50044646,3 GREEKS GRILL,2019,2.0,3561 VERNON BLVD QUEENS NY 11106
18400,50044651,BERBICE BAR  AND  RESTAURANT,2019,1.0,17306 JAMAICA AVE QUEENS NY 11432
18401,50044654,GANTRY BAR & KITCHEN,2019,1.0,4702 VERNON BLVD QUEENS NY 11101
18403,50044658,NOODLEFAN,2019,2.0,1809 VICTORY BLVD STATEN ISLAND NY 10314
18408,50044693,PINA COLADA Y MAS,2019,1.0,8303 24TH AVE QUEENS NY 11370
18411,50044701,MEME,2019,2.0,607 10TH AVE MANHATTAN NY 10036
18412,50044704,YOURS TRULY,2019,1.0,8 SPRING ST MANHATTAN NY 10012
18420,50044724,NEW KIM TONG,2019,3.0,1722 AMSTERDAM AVE MANHATTAN NY 10031
18422,50044726,AMY'S RESTAURANT,2019,1.0,586 W 207TH ST MANHATTAN NY 10034
18427,50044753,MAMA ROSARIA'S PIZZERIA RESTAURANT,2019,3.0,2146 FOREST AVE STATEN ISLAND NY 10303
18429,50044763,SUBWAY,2019,1.0,281 SAINT NICHOLAS AVE MANHATTAN NY 10027
18438,50044799,BEST WINGERS,2019,1.0,711 2ND AVE MANHATTAN NY 10016
18439,50044807,MAMA  PUEBLA,2019,2.0,3465 E TREMONT AVE BRONX NY 10465
18441,50044826,SASA FENGWAI MIFIN,2019,2.0,13620 ROOSEVELT AVE QUEENS NY 11354
18442,50044828,EGGLOO,2019,2.0,60 MULBERRY ST MANHATTAN NY 10013
18450,50044855,MIGHTY QUINN'S BBQ,2019,1.0,1492 2ND AVE MANHATTAN NY 10075
18452,50044856,HOT BAGELS,2019,1.0,4706 AVENUE N BROOKLYN NY 11234
18457,50044864,NAKAMURA,2019,1.0,172 DELANCEY ST MANHATTAN NY 10002
18461,50044877,THE HARD HAT CAFE,2019,1.0,90 BAY ST STATEN ISLAND NY 10301
18464,50044887,LIU GOLDEN POND CHINESE RESTAURANT,2019,3.0,231 E 169TH ST BRONX NY 10456
18466,50044891,DOMINO'S,2019,2.0,150-29 CROSS BAY BLVD QUEENS NY 11417
18468,50044894,JUNCTION CAKE BOX,2019,2.0,5701 JUNCTION BLVD QUEENS NY 11373
18470,50044896,LIANG'S GARDEN,2019,1.0,320 CYPRESS AVE BRONX NY 10454
18473,50044908,CHIVE BLOSSOM,2019,2.0,394 BEDFORD AVE BROOKLYN NY 11249
18476,50044920,VIVI BUBBLE TEA,2019,3.0,8328 BROADWAY QUEENS NY 11373
18478,50044927,DOS TOROS TAQUERIA,2019,2.0,636 LEXINGTON AVE MANHATTAN NY 10022
18482,50044930,CAFE DELECTICA,2019,1.0,564 3RD AVE MANHATTAN NY 10016
18485,50044937,HADRAMOUT RESTAURANT,2019,1.0,172 ATLANTIC AVE BROOKLYN NY 11201
18492,50044951,DEUCE & BAM GOOD DINE RESTAURANT,2019,3.0,3922 WHITE PLAINS RD BRONX NY 10466
18494,50044955,ONE EAST OCEAN PALACE,2019,3.0,11309 QUEENS BLVD QUEENS NY 11375
18495,50044956,BARRY'S BOOTCAMP,2019,1.0,1216 2ND AVE MANHATTAN NY 10065
18499,50044966,PIQUE 86 RESTAURANT,2019,1.0,220 E 198TH ST BRONX NY 10458
18502,50044975,LENWICH,2019,1.0,469 COLUMBUS AVE MANHATTAN NY 10024
18505,50044989,MCDONALD'S,2019,2.0,700 BROADWAY BROOKLYN NY 11206
18507,50044993,MCDONALD'S,2019,1.0,267 Broadway BROOKLYN NY 11211
18509,50044995,LE PAIN QUOTIDIEN,2019,1.0,250 W 55TH ST MANHATTAN NY 10019
18511,50045003,LENNY'S PIZZERIA,2019,2.0,3021 CHURCH AVE BROOKLYN NY 11226
18518,50045038,DUNKIN DONUTS,2019,1.0,2655 RICHMOND AVENUE STATEN ISLAND NY 10314
18521,50045051,DUNKIN DONUTS & BASKING ROBBINS,2019,1.0,193 W 237TH ST BRONX NY 10463
18526,50045070,THE LAZY LLAMA COFFEE BAR,2019,1.0,72 E 1ST ST MANHATTAN NY 10003
18529,50045072,EL VALLE RESTAURANTE,2019,1.0,3452 BOSTON RD BRONX NY 10469
18536,50045118,PINTO,2019,3.0,128 MONTAGUE ST BROOKLYN NY 11201
18538,50045121,SUBWAY,2019,1.0,578 W 125TH ST MANHATTAN NY 10027
18544,50045159,LENWICH,2019,2.0,940 8TH AVE MANHATTAN NY 10019
18546,50045161,JUNIOR'S PIZZA & FRIED CHICKEN,2019,3.0,203 NEPTUNE AVE BROOKLYN NY 11235
18553,50045193,THE BREAD FACTORY CAFE,2019,1.0,470 7TH AVE MANHATTAN NY 10018
18556,50045196,CAFE RAE'S,2019,3.0,8229 164TH ST QUEENS NY 11432
18558,50045201,CHECKERS,2019,1.0,12221 MERRICK BLVD QUEENS NY 11434
18560,50045207,@ THE SPOT,2019,2.0,719 2ND AVE MANHATTAN NY 10016
18563,50045226,IBAKERY 86,2019,1.0,2223 86TH ST BROOKLYN NY 11214
18568,50045246,MAIN NOODLE HOUSE,2019,1.0,1011 6TH AVE MANHATTAN NY 10018
18570,50045254,JUE LAN CLUB,2019,1.0,49 W 20TH ST MANHATTAN NY 10011
18573,50045256,KENNEDY FRIED CHICKEN,2019,1.0,17 MACDOUGAL ST BROOKLYN NY 11233
18580,50045303,GRAND PANDA RESTAURANT,2019,1.0,10403 GLENWOOD RD BROOKLYN NY 11236
18585,50045324,CARIDAD CHINA RESTAURANT,2019,2.0,108 GRAHAM AVE BROOKLYN NY 11206
18590,50045335,THE MEZZ (GOOGLE),2019,1.0,75 9TH AVE MANHATTAN NY 10011
18593,50045338,THE NEW PIZZA PROFESSOR,2019,1.0,14125 JEWEL AVE QUEENS NY 11367
18595,50045348,MCDONALD'S,2019,2.0,1499 3RD AVE MANHATTAN NY 10028
18597,50045349,MCDONALDS RESTAURANT,2019,1.0,18 E 42ND ST MANHATTAN NY 10017
18602,50045357,MCDONALD'S,2019,2.0,809 6TH AVE MANHATTAN NY 10001
18604,50045360,LITTLE CAESARS,2019,3.0,456 SUTTER AVE BROOKLYN NY 11212
18606,50045361,LITTLE CAESARS,2019,1.0,190 E 98TH ST BROOKLYN NY 11212
18608,50045362,LITTLE CAESARS,2019,1.0,300 WYCKOFF AVE BROOKLYN NY 11237
18611,50045371,THE WILKY,2019,1.0,108 PATCHEN AVE BROOKLYN NY 11221
18613,50045375,LETTUCE EAT,2019,2.0,1633 CROSBY AVE BRONX NY 10461
18622,50045410,CHIDORI JAPANESE CUISINE,2019,2.0,9709 64TH AVE QUEENS NY 11374
18624,50045415,RIKO PERUVIAN CUISINE,2019,2.0,15337 HILLSIDE AVE QUEENS NY 11432
18627,50045428,COCO MALAYSIA CUISINE,2019,1.0,8269 BROADWAY QUEENS NY 11373
18628,50045431,HONG LI CHINESE FOOD,2019,3.0,1821 PITKIN AVE BROOKLYN NY 11212
18631,50045449,FRED'S at BARNEYS NEW YORK,2019,1.0,161 W 16TH ST MANHATTAN NY 10011
18634,50045458,ROUND 2 CAFE,2019,3.0,1165 UTICA AVE BROOKLYN NY 11203
18638,50045492,DUNKIN DONUTS,2019,1.0,132 NASSAU ST MANHATTAN NY 10038
18645,50045520,ANNIE'S CARIBBEAN RESTAURANT,2019,2.0,23112 MERRICK BLVD QUEENS NY 11413
18649,50045536,DR. SEA,2019,3.0,4508 PARSONS BLVD QUEENS NY 11355
18652,50045568,STEINWAY COFFEE SHOP,2019,2.0,3410 STEINWAY ST QUEENS NY 11101
18654,50045571,WING YUM LIN'S RESTAURANT,2019,2.0,11021 JAMAICA AVE QUEENS NY 11418
18665,50045600,ANTICA TRATTORIA,2019,1.0,6810 FRESH POND RD QUEENS NY 11385
18667,50045602,POLKA DOT,2019,2.0,726 MANHATTAN AVE BROOKLYN NY 11222
18669,50045619,JAY'S ROTI HUT,2019,2.0,13509 LEFFERTS BLVD QUEENS NY 11420
18671,50045623,LUCKY STAR,2019,1.0,2149 KNAPP ST BROOKLYN NY 11229
18676,50045631,PUEBLA RESTAURANT,2019,1.0,3922 61ST ST QUEENS NY 11377
18679,50045642,THAI SLIDERS,2019,2.0,150 8TH AVE MANHATTAN NY 10011
18685,50045670,DOMINO'S,2019,1.0,954 NOSTRAND AVE BROOKLYN NY 11225
18689,50045709,XI'AN FAMOUS FOOD,2019,2.0,68 KENMARE ST MANHATTAN NY 10012
18691,50045716,GUAJILLO RESTAURANT,2019,1.0,2277 1ST AVE MANHATTAN NY 10035
18693,50045727,LENWICH,2019,2.0,1481 2ND AVE MANHATTAN NY 10075
18698,50045737,ZHONG HUA RESTAURANT,2019,1.0,23 W 100TH ST MANHATTAN NY 10025
18700,50045738,KENNEDY FRIED CHICKEN,2019,1.0,1359 E GUN HILL RD BRONX NY 10469
18701,50045739,AKDENIZ MEDITERRANEAN CUISINE,2019,2.0,19 W 46TH ST MANHATTAN NY 10036
18702,50045746,SILVER RICE,2019,1.0,575A FLATBUSH AVE BROOKLYN NY 11225
18703,50045751,CHI KEN,2019,3.0,5401 8TH AVE BROOKLYN NY 11220
18704,50045754,CHOCNYC BAKERY,2019,1.0,4996 BROADWAY MANHATTAN NY 10034
18706,50045764,AUNTIE ANNE'S/RED MANGO,2019,2.0,4 SOUTH ST MANHATTAN NY 10004
18708,50045765,WHITEPOINT PIZZA,2019,3.0,13213 14TH AVE QUEENS NY 11356
18711,50045770,THE LOT RADIO KIOSK,2019,1.0,17 NASSAU AVE BROOKLYN NY 11222
18713,50045771,ASCENT LOUNGE,2019,1.0,10 COLUMBUS CIR MANHATTAN NY 10019
18715,50045773,SUBWAY,2019,2.0,2438 JEROME AVE BRONX NY 10468
18717,50045777,KULU DESSERTS,2019,3.0,8655 BROADWAY QUEENS NY 11373
18724,50045788,CHINELOS II DELI-GROCERY RESTAURANT,2019,2.0,530 W 136TH ST MANHATTAN NY 10031
18727,50045798,MARGARITA'S,2019,1.0,915 AVENUE SAINT JOHN BRONX NY 10455
18729,50045802,CAFE ISTANBUL,2019,2.0,2547 STEINWAY ST QUEENS NY 11103
18730,50045803,PUNJABI KABAB AND GYRO,2019,2.0,10803 101ST AVE QUEENS NY 11416
18732,50045805,NEW CHINA GRILL,2019,1.0,22012 HORACE HARDING EXPY QUEENS NY 11364
18734,50045807,CHARLEYS PHILLY STEAK,2019,1.0,200 BAYCHESTER AVE BRONX NY 10475
18740,50045820,MIGHTY BOWL,2019,1.0,120 MACDOUGAL ST MANHATTAN NY 10012
18746,50045841,IPPUDO NY,2019,2.0,321 W 51ST ST MANHATTAN NY 10019
18748,50045842,HUNGRY?,2019,1.0,978 LORIMER ST BROOKLYN NY 11222
18757,50045888,WHITE HORSE TAVERN,2019,1.0,25 BRIDGE ST MANHATTAN NY 10004
18758,50045892,SABORES,2019,2.0,582 MORRIS AVE BRONX NY 10451
18762,50045921,MOCHA MOCHA COFFEE,2019,2.0,8602 4TH AVE BROOKLYN NY 11209
18764,50045928,ESSEN,2019,1.0,699 AVE OF AMERICAS MANHATTAN NY 10010
18765,50045944,CAFE LA NOTTE II,2019,2.0,2636 GERRITSEN AVE BROOKLYN NY 11229
18770,50045954,TASTE TACO HOUSE,2019,1.0,178 CHURCH ST MANHATTAN NY 10013
18772,50045959,ROYALCOACH DINER,2019,2.0,3250 BOSTON POST RD BRONX NY 10469
18774,50045966,BIRCH COFFEE,2019,1.0,8 SPRUCE ST MANHATTAN NY 10038
18776,50045971,GT KINGSTON RESTAURANT & BAR,2019,1.0,11445 LEFFERTS BLVD QUEENS NY 11420
18781,50046003,THE PANDERING PIG,2019,1.0,209 PINEHURST AVE MANHATTAN NY 10033
18783,50046004,NEW WAH KWONG RESTAURANT,2019,1.0,727 BURKE AVE BRONX NY 10467
18786,50046008,MOMOSAN RAMEN & SAKE,2019,1.0,342 LEXINGTON AVE MANHATTAN NY 10016
18790,50046016,NYC FALAFEL CO.,2019,2.0,201 ALLEN ST MANHATTAN NY 10002
18793,50046026,EL TEMERARIO,2019,1.5,198 8TH AVE MANHATTAN NY 10011
18795,50046035,LUCKYBIRD BAKERY,2019,1.0,163 MONTROSE AVE BROOKLYN NY 11206
18802,50046056,OUH MOA NA,2019,1.0,14914 41ST AVE QUEENS NY 11355
18807,50046082,LOS BUCAROS,2019,2.0,13859 QUEENS BLVD QUEENS NY 11435
18811,50046096,JACKSON GYRO,2019,2.0,8530 37TH AVE QUEENS NY 11372
18814,50046108,BAGELS CONVENIENCE STORE,2019,1.0,4113 AVENUE U BROOKLYN NY 11234
18816,50046114,PLAZA KING DELI,2019,1.0,5117 AVENUE U BROOKLYN NY 11234
18819,50046118,VIVI BUBBLE TEA,2019,1.0,226 E 14TH ST MANHATTAN NY 10003
18822,50046131,PIZZA HUT,2019,2.0,1501 PITKIN AVE BROOKLYN NY 11212
18827,50046164,CAFE BEIT,2019,1.0,158 BEDFORD AVE BROOKLYN NY 11249
18833,50046198,BUTTERCUP BAKE SHOP,2019,2.0,167 MADISON AVE MANHATTAN NY 10016
18836,50046201,DOUBLE HAPPY KITCHEN,2019,3.0,8518 JAMAICA AVE QUEENS NY 11421
18838,50046210,CAFE EUROPA,2019,1.0,424 KINGS HWY BROOKLYN NY 11223
18845,50046232,PANINI CAFE,2019,2.0,589 1ST AVE MANHATTAN NY 10016
18853,50046268,MAISON KAYSER,2019,2.0,57 COURT ST BROOKLYN NY 11201
18855,50046269,HAKI RESTAUANT,2019,1.0,16030 NORTHERN BLVD QUEENS NY 11358
18857,50046273,BREADS BAKERY,2019,2.0,1890 BROADWAY MANHATTAN NY 10023
18860,50046278,KENNEDY FRIED CHICKEN,2019,2.0,2371 GRAND CONCOURSE BRONX NY 10468
18862,50046279,KENNEDY FRIED CHICKEN AND PIZZA,2019,1.0,2041 GRAND CONCOURSE BRONX NY 10453
18868,50046288,KENNEDY FRIED CHICKEN,2019,2.0,229 BROAD ST STATEN ISLAND NY 10304
18870,50046291,BITE,2019,1.0,62 W 22ND ST MANHATTAN NY 10010
18872,50046301,FLAVORS,2019,1.0,42 BROADWAY MANHATTAN NY 10004
18875,50046323,VINNIE'S PIZZERIA,2019,2.0,1603 2ND AVE MANHATTAN NY 10028
18877,50046325,GREAT WALL CHINESE FOOD,2019,1.0,446A Mother Gaston Blvd BROOKLYN NY 11212
18879,50046334,KEZI 88,2019,1.0,316 KINGS HWY BROOKLYN NY 11223
18882,50046364,EMILIO'S MEXICAN GRILL RESTAURANT,2019,3.0,22103 JAMAICA AVE QUEENS NY 11428
18884,50046370,THE CHEESECAKE FACTORY,2019,3.0,9015 QUEENS BLVD QUEENS NY 11373
18886,50046375,ICHIBA RAMEN,2019,1.0,125 UNIVERSITY PL MANHATTAN NY 10003
18887,50046380,LA BAGAGUETTE SHOP,2019,2.0,22924 LINDEN BLVD QUEENS NY 11411
18896,50046427,2 BROS PIZZA,2019,1.0,755 6TH AVE MANHATTAN NY 10010
18898,50046449,RABBIT  HOUSE,2019,1.0,76 FORSYTH ST MANHATTAN NY 10002
18900,50046452,SAN CARLO OSTERIA PIEMONTE,2019,1.0,90 THOMPSON ST MANHATTAN NY 10012
18903,50046456,LEE CHINESE FOOD,2019,1.0,3328 FULTON ST BROOKLYN NY 11208
18906,50046464,NEW LUCKY HOUSE RESTAURANT,2019,1.5,202 E 167TH ST BRONX NY 10456
18908,50046468,KAHVE,2019,1.0,667 10TH AVE MANHATTAN NY 10036
18912,50046478,SUSHI TATSU,2019,1.0,609 FRANKLIN AVE BROOKLYN NY 11238
18917,50046491,FULEEN PALACE,2019,1.0,10 COLEMAN SQ QUEENS NY 11414
18919,50046492,I LAND FISH & GRILL,2019,1.0,7911 FLATLANDS AVE BROOKLYN NY 11236
18921,50046499,MARIACHI'S RESTAURANT,2019,2.0,156 CHAMBERS ST MANHATTAN NY 10007
18923,50046503,HALFTIME GRILL,2019,2.0,2112 FLATBUSH AVE BROOKLYN NY 11234
18924,50046505,LE BAOBAB GOUYGI II RESTAURANT,2019,1.0,1235 FULTON ST BROOKLYN NY 11216
18928,50046513,SUSHI DAIZEN,2019,1.0,4738 VERNON BLVD QUEENS NY 11101
18930,50046516,EL CASTILLO DE JAGUA,2019,1.0,679 FLATBUSH AVE BROOKLYN NY 11225
18933,50046567,PRINCE COFFEE HOUSE,2019,1.0,2306 ARTHUR AVE BRONX NY 10458
18934,50046578,333 LOUNGE,2019,1.0,333 FLATBUSH AVE BROOKLYN NY 11217
18940,50046621,YOSHI TRADITIONAL JAPANESE,2019,1.0,5827 AVENUE T BROOKLYN NY 11234
18943,50046624,BLOOMBERG CAFE,2019,1.0,120 PARK AVE MANHATTAN NY 10017
18947,50046638,SOFIA WINE BAR,2019,1.0,242 E 50TH ST MANHATTAN NY 10022
18950,50046651,STARBUCKS COFFEE #23591,2019,1.0,1931 FLATBUSH AVE BROOKLYN NY 11210
18952,50046656,SING WOK KITCHEN,2019,1.0,353 E 204TH ST BRONX NY 10467
18953,50046659,HONEST CHOPS BURGERS,2019,1.0,99 MACDOUGAL ST MANHATTAN NY 10012
18957,50046674,THE LOWERY BAR & KITCHEN,2019,1.0,4302 43RD AVE QUEENS NY 11104
18960,50046701,MOUNT HOPE BAKERY,2019,1.0,9 MOUNT HOPE PL BRONX NY 10453
18968,50046741,STOP809,2019,1.0,537 W 207TH ST MANHATTAN NY 10034
18971,50046744,MCDONALD'S,2019,1.0,1380 BROADWAY BROOKLYN NY 11221
18974,50046747,MCDONALD'S,2019,2.0,428 KNICKERBOCKER AVE BROOKLYN NY 11237
18979,50046759,THE GASTRO BAR,2019,3.0,345 W 35TH ST MANHATTAN NY 10001
18983,50046765,PN WOOD FIRED PIZZA,2019,1.0,246 5TH AVE MANHATTAN NY 10001
18989,50046794,AUNT GINNY'S,2019,2.0,652 WOODWARD AVE QUEENS NY 11385
18991,50046806,SUN LUCK RESTAURANT,2019,1.0,197 5TH AVE BROOKLYN NY 11217
18998,50046845,MIKES DELI RESTAURANT,2019,2.0,10013 FOSTER AVE BROOKLYN NY 11236
19000,50046848,POTATO CORNER,2019,1.0,9015 QUEENS BLVD QUEENS NY 11373
19002,50046853,CUPCAKE MARKET,2019,1.0,74 E 7TH ST MANHATTAN NY 10003
19006,50046863,COCINA DEL SUR,2019,1.0,40 W 38TH ST MANHATTAN NY 10018
19007,50046865,THE OWL MUSIC PARLOR,2019,1.0,497 ROGERS AVE BROOKLYN NY 11225
19010,50046867,PICNIC WORLD CORP,2019,2.0,17104 NORTHERN BLVD QUEENS NY 11358
19013,50046872,DUNKIN DONUTS,2019,1.0,166 W 72ND ST MANHATTAN NY 10023
19014,50046874,COVINA,2019,1.0,124 E 28TH ST MANHATTAN NY 10016
19017,50046888,HONG KONG HOUSE,2019,2.0,2307 STEINWAY ST QUEENS NY 11105
19019,50046895,AVERE RISTORANTE,2019,1.0,222 DUFFIELD ST BROOKLYN NY 11201
19020,50046901,WIN WAY CHINESE RESTAURANT,2019,1.5,2830 CONEY ISLAND AVE BROOKLYN NY 11235
19022,50046906,NETS PRACTICE FACILITY,2019,1.0,168 39TH ST BROOKLYN NY 11232
19028,50046954,SHAKE SHACK,2019,1.0,200 BROADWAY MANHATTAN NY 10038
19029,50046957,KATE'S CORNER CAFE,2019,2.0,4125 20TH AVE QUEENS NY 11105
19037,50046995,DUNKIN DONUTS,2019,1.0,2978 CROPSEY AVE BROOKLYN NY 11214
19038,50046997,SOBA NOODLE AZUMA,2019,1.0,251 W 55TH ST MANHATTAN NY 10019
19046,50047029,3 BROS 99 CENT PIZZA,2019,1.0,2503 30TH AVE QUEENS NY 11102
19051,50047049,PEGGY DEMPSEYS,2019,2.0,6414 FLUSHING AVE QUEENS NY 11378
19053,50047067,STARBUCKS COFFEE #22596,2019,1.0,154 N 7TH ST BROOKLYN NY 11249
19055,50047071,EL DIEZ,2019,2.0,5376 65TH PL QUEENS NY 11378
19060,50047107,BOGART HOUSE,2019,2.0,360 TEN EYCK ST    AKA 230 BOGART ST BROOKLYN NY 11206
19062,50047119,GREAT WALL CHINESE RESTAURNAT,2019,1.0,732 E 187TH ST BRONX NY 10458
19064,50047128,OAXACA TAQUERIA,2019,1.0,67 WALL ST MANHATTAN NY 10005
19066,50047139,SOTTOCASA PIZZERIA,2019,1.0,227 LENOX AVE MANHATTAN NY 10027
19070,50047147,FAIRFAX,2019,1.0,234 W 4TH ST MANHATTAN NY 10014
19074,50047161,KENNEDY FRIED CHICKEN & PIZZA,2019,1.0,2843 GRAND CONCOURSE BRONX NY 10468
19076,50047191,NATALIE'S PIZZA,2019,1.0,8756 PARSONS BLVD QUEENS NY 11432
19079,50047204,LE PARIS DAKAR,2019,1.0,1365 FULTON ST BROOKLYN NY 11216
19082,50047230,CHIRPING CHICKEN,2019,2.0,587 9TH AVE MANHATTAN NY 10036
19083,50047231,EMILIA'S PIZZERIA,2019,2.0,3705 28TH AVE QUEENS NY 11103
19086,50047255,QUEENS BLVD PIZZERIA,2019,1.0,8904 QUEENS BLVD QUEENS NY 11373
19091,50047278,ISLAND EXPRESS,2019,5.0,998 FLATBUSH AVE BROOKLYN NY 11226
19098,50047326,RICO CHIMI,2019,1.0,1492 MYRTLE AVE BROOKLYN NY 11237
19100,50047328,KORYODANG BAKERY & CAFE,2019,2.0,3702 UNION ST QUEENS NY 11354
19104,50047345,DIRTY PRECIOUS,2019,2.0,317 3RD AVE BROOKLYN NY 11215
19109,50047362,CAFE HONG KONG,2019,2.0,51 BAYARD ST MANHATTAN NY 10013
19113,50047407,EAT PRODUCTIONS,2019,2.0,891 BEDFORD AVE BROOKLYN NY 11205
19116,50047414,THE PICNIC BASKET,2019,1.0,65 W 37TH ST MANHATTAN NY 10018
19119,50047418,CHEZ MATY ET SOKHNA,2019,1.0,2249 ADAM CLAYTON POWELL JR BLVD MANHATTAN NY 10027
19122,50047431,ARBUZ,2019,1.0,1706 SHEEPSHEAD BAY RD BROOKLYN NY 11235
19127,50047475,SAPORI,2019,1.0,105 MULBERRY ST MANHATTAN NY 10013
19131,50047490,COCONUT HOOKAH,2019,2.0,473 BAY RIDGE AVE BROOKLYN NY 11220
19132,50047496,EAST SIDE CAFE,2019,1.0,1150 CARROLL ST BROOKLYN NY 11225
19137,50047532,CHINA KITCHEN,2019,1.0,3312 CHURCH AVE BROOKLYN NY 11203
19139,50047546,BKLN DINER,2019,1.0,5922-24 AVENUE N BROOKLYN NY 11234
19140,50047547,CHINA GARDEN,2019,2.0,133 IRVING AVE BROOKLYN NY 11237
19142,50047555,SQUARESPACE,2019,1.0,225 VARICK ST MANHATTAN NY 10014
19145,50047565,CHUNG WAH,2019,1.0,2230 PITKIN AVE BROOKLYN NY 11207
19148,50047571,DUNKIN DONUTS,2019,2.0,155 W 35TH ST MANHATTAN NY 10001
19149,50047580,VERSA,2019,1.0,218 W 35TH ST MANHATTAN NY 10001
19153,50047614,CROWN FRIED CHICKEN,2019,1.0,3149 FULTON ST BROOKLYN NY 11208
19156,50047617,TOAST & ROAST,2019,2.0,3207 BROADWAY QUEENS NY 11106
19161,50047636,TAQUERIA SANTA FE,2019,2.0,214 STANHOPE ST BROOKLYN NY 11237
19162,50047637,HANKI,2019,1.0,226 7TH AVE BROOKLYN NY 11215
19166,50047647,KAMI SUSHI/YUMMY THAI,2019,3.0,383-385 FLATBUSH AVE BROOKLYN NY 11238
19170,50047667,LIBERTY BAGEL MIDTOWN,2019,1.0,260 W 35TH ST MANHATTAN NY 10001
19172,50047680,A.M. DELI JUICE BAR FOOD,2019,2.0,308 E 116TH ST MANHATTAN NY 10029
19174,50047690,KIRSH BAKERY AND KITCHEN,2019,2.0,551 AMSTERDAM AVE MANHATTAN NY 10024
19175,50047691,DEUTSCHE BANK,2019,1.0,345 PARK AVE MANHATTAN NY 10154
19181,50047722,GOLDEN KRUST,2019,3.0,1848 E NEW YORK AVE BROOKLYN NY 11207
19184,50047727,NYLC LOUNGE,2019,1.0,2450 GRAND CONCOURSE BRONX NY 10458
19189,50047741,LA KUCHARA,2019,1.0,9507 31ST AVE QUEENS NY 11369
19190,50047742,DOUGHNUTTERY,2019,1.0,1000S 8TH AVENUE MANHATTAN NY 10019
19192,50047747,KARAM RESTAURANT,2019,1.0,8519 4TH AVE BROOKLYN NY 11209
19195,50047762,BALADE EASTERN MEDITERRANEAN,2019,2.0,144 W 37TH ST MANHATTAN NY 10018
