,ID,RESTAURANT NAME,INSPECTION YEAR,NUMBER OF CRITICAL VIOLATIONS,ADDRESS
3409,40959591,BA XUYEN,2018,1.5,4222 8 AVENUE BROOKLYN NY 11232
3411,40959649,HALE & HEARTY SOUP,2018,1.0,745 7 AVENUE MANHATTAN NY 10019
3413,40961218,METROPOLITAN MUSEUM OF ART,2018,1.0,1000 5 AVENUE MANHATTAN NY 10028
3414,40961447,MESON SEVILLA RESTAURANT,2018,2.0,344 WEST   46 STREET MANHATTAN NY 10036
3415,40961620,JK BAKERY,2018,1.0,2914 UNION STREET QUEENS NY 11354
3417,40961653,FLOR DE MAYO RESTAURANT,2018,2.0,2651 BROADWAY MANHATTAN NY 10025
3418,40962072,RARYTAS MANOR,2018,1.0,5509 METROPOLITAN AVENUE QUEENS NY 11385
3419,40962159,CAFE MILANO,2018,1.0,401 FOREST AVENUE STATEN ISLAND NY 10301
3420,40962170,SUBWAY,2018,1.0,2409 RICHMOND AVENUE STATEN ISLAND NY 10314
3422,40962335,THE SOUL SPOT,2018,1.6666666666666667,302 ATLANTIC AVENUE BROOKLYN NY 11201
3424,40962966,JADE LINDEN RESTAURANT,2018,1.0,7806 LINDEN BOULEVARD QUEENS NY 11414
3425,40963082,CLEM'S,2018,1.0,264 GRAND STREET BROOKLYN NY 11211
3426,40963282,TIPICO DOMINICANO RESTAURANT,2018,1.0,10310 39 AVENUE QUEENS NY 11368
3428,40964100,EL REY DE LOS TACOS,2018,1.0,4906 43 AVENUE QUEENS NY 11377
3430,40964289,BOAT BAR,2018,1.0,175 SMITH STREET BROOKLYN NY 11201
3432,40965047,KINGS COUNTY CAFETERIA,2018,2.0,451 CLARKSON AVENUE BROOKLYN NY 11203
3433,40965048,UNCLE LOUIE G'S ITALIAN ICES & ICE CREAM,2018,1.0,3138 AVENUE U BROOKLYN NY 11229
3434,40965172,L'AILE OU LA CUISSE (L'A.O.C),2018,1.5,314 BLEECKER ST MANHATTAN NY 10014
3435,40965997,BONSIGNOUR,2018,2.0,35 JANE STREET MANHATTAN NY 10014
3437,40966076,WELCOME TO THE JOHNSON'S,2018,1.5,123 RIVINGTON STREET MANHATTAN NY 10002
3438,40966216,ALMOND,2018,1.0,12 EAST   22 STREET MANHATTAN NY 10010
3439,40966842,SUBWAY,2018,1.0,1503 SHEEPSHEAD BAY ROAD BROOKLYN NY 11235
3441,40966966,MOONSTRUCK,2018,1.0,244 MADISON AVENUE MANHATTAN NY 10016
3445,40967336,THEATER CAFE,2018,1.0,10603 METROPOLITAN AVENUE QUEENS NY 11375
3446,40968447,CARACAS AREPA /TO GO,2018,1.0,91 EAST  7 STREET MANHATTAN NY 10009
3447,40968567,L. I. C. BAR,2018,1.0,4558 VERNON BOULEVARD QUEENS NY 11101
3448,40969008,PIA'S PIZZERIA,2018,1.0,3682A NOSTRAND AVENUE BROOKLYN NY 11229
3451,40969600,EVO COCKTAIL LOUNGE & RESTAURANT,2018,2.0,1306 UNIONPORT ROAD BRONX NY 10462
3453,40970116,BAMBOO GARDEN CHINESE RESTAURANT,2018,1.0,14610 LIBERTY AVENUE QUEENS NY 11435
3455,40970385,SOFIA,2018,1.0,8406 3 AVENUE BROOKLYN NY 11209
3457,40970790,PICO RICO,2018,1.0,10312 NORTHERN BOULEVARD QUEENS NY 11368
3458,40970904,MERRION SQUARE,2018,1.0,1840 2 AVENUE MANHATTAN NY 10128
3459,40971149,OH TAISHO,2018,3.0,9 ST MARKS PLACE MANHATTAN NY 10003
3460,40971873,BREAK BAR & BILLARDS,2018,2.0,3208 BROADWAY QUEENS NY 11106
3462,40972083,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,2018,1.0,23416 LINDEN BOULEVARD QUEENS NY 11411
3463,40972714,302 BAR,2018,1.0,302 IRVING AVENUE BROOKLYN NY 11237
3464,40972759,GATE WAY BEER GARDEN,2018,1.0,3162 FULTON STREET BROOKLYN NY 11208
3466,40973003,THE PATRIOT SALOON,2018,1.0,110 CHAMBERS STREET MANHATTAN NY 10007
3468,40973710,BAGEL TALK,2018,1.0,368 AMSTERDAM AVENUE MANHATTAN NY 10024
3469,40974031,CECI RESTAURANT,2018,1.0,78 SHERMAN AVENUE MANHATTAN NY 10040
3470,40974392,BAYOU,2018,1.0,1072 BAY STREET STATEN ISLAND NY 10305
3472,40974644,XO CREPERIE,2018,1.0,2027 EMMONS AVE BROOKLYN NY 11235
3473,40975524,BARRIO CHINO,2018,1.0,253 BROOME STREET MANHATTAN NY 10002
3475,40975656,GOLDEN DYNASTY REST,2018,2.0,6316 BAY PARKWAY BROOKLYN NY 11204
3476,40976304,ART BAR,2018,1.0,52 8 AVENUE MANHATTAN NY 10014
3477,40976973,EL PASILLO,2018,1.0,3769 103 STREET QUEENS NY 11368
3478,40977209,WAVERLY RESTAURANT,2018,2.0,385 6 AVENUE MANHATTAN NY 10014
3480,40977390,THE JOHN J O'CONNOR RESIDENCE,2018,1.0,5655 ARLINGTON AVENUE BRONX NY 10471
3482,40977606,MIKE'S TAVERN,2018,1.0,8814 LIBERTY AVENUE QUEENS NY 11417
3483,40977865,BOBBY VAN'S STEAKHOUSE,2018,2.0,131 EAST   54 STREET MANHATTAN NY 10022
3485,40978159,CANDLE 79 RESTAURANT,2018,3.0,154 EAST   79 STREET MANHATTAN NY 10075
3486,40978252,TALIA'S STEAKHOUSE,2018,1.0,668 AMSTERDAM AVENUE MANHATTAN NY 10025
3487,40978571,STARLITE LOUNGE,2018,2.0,1213 MCDONALD AVENUE BROOKLYN NY 11230
3489,40978593,BONAO BAR AND GRILL,2018,1.0,123 JAMAICA AVENUE BROOKLYN NY 11207
3491,40978782,BARLEY,2018,1.5,1025 MANHATTAN AVENUE BROOKLYN NY 11222
3493,40978834,68 JAY STREET BAR,2018,1.0,68 JAY STREET BROOKLYN NY 11201
3495,40979259,BAI SUSHI,2018,1.0,3703 BROADWAY QUEENS NY 11103
3497,40979519,MR. WEDGE,2018,1.0,673 HUNTS POINT AVENUE BRONX NY 10474
3498,40979620,JACK'S COFFEE,2018,1.0,138 WEST 10 STREET MANHATTAN NY 10014
3499,40979852,L'ITALIANO TRATTORIA,2018,1.0,21601 HORACE HARDING EXPRESSWAY QUEENS NY 11364
3501,40980061,JOHN'S LUNCHEONETTE,2018,1.0,331 EAST GUN HILL ROAD BRONX NY 10467
3502,40980062,TOKYO SUSHI JAPANESE RESTAURANT,2018,1.0,1710 VICTORY BOULEVARD STATEN ISLAND NY 10314
3504,40980328,CLEARVIEW PARK (GOLF COURSE),2018,1.0,20212 WILLETS POINT BOULEVARD QUEENS NY 11360
3505,40980377,LITTLE TONINO'S PIZZA & CAFE,2018,1.0,424 GREENWOOD AVE BROOKLYN NY 11218
3506,40980389,THE GRAFTON PUBLIC HOUSE,2018,1.0,126 1 AVENUE MANHATTAN NY 10009
3509,40980922,BAYSIDE MARINA SNACK BAR,2018,1.0,2805 CROSS ISLAND PARKWAY QUEENS NY 11360
3510,40981913,SEBA SEBA,2018,1.0,7928 37 AVENUE QUEENS NY 11372
3512,40982663,STARBUCKS,2018,1.0,6423 18 AVENUE BROOKLYN NY 11204
3513,40983620,AURORA,2018,2.0,70 GRAND STREET BROOKLYN NY 11249
3514,40983698,YUCA BAR & RESTAURANT,2018,1.5,111 AVENUE A MANHATTAN NY 10009
3516,40983954,SWEET TREATS PASTRY SHOPPE,2018,1.0,6122 SPRINGFIELD BLVD FL 1ST QUEENS NY 11364
3518,40984211,LONG ISLAND UNIVERSITY - BLACKBIRD CAFE,2018,1.0,1 UNIVERSITY PLAZA BROOKLYN NY 11201
3519,40984237,VIDA,2018,1.0,381 VAN DUZER STREET STATEN ISLAND NY 10304
3520,40984264,DUNKIN' DONUTS,2018,1.0,1854 HYLAN BOULEVARD STATEN ISLAND NY 10305
3522,40985219,O LAVRADOR RESTAURANT,2018,1.5,13840 101 AVENUE QUEENS NY 11435
3523,40985809,NO. 1 CHINESE RESTAURANT,2018,1.0,8506 21 AVENUE BROOKLYN NY 11214
3524,40985814,LORELEY RESTAURANT,2018,1.0,7 RIVINGTON STREET MANHATTAN NY 10002
3525,40985913,STARBUCKS,2018,1.0,7419 3 AVENUE BROOKLYN NY 11209
3526,40986189,LIEBMAN'S DELI,2018,1.0,552 WEST  235 STREET BRONX NY 10463
3527,40986218,GREEN SYMPHONY,2018,2.0,255 WEST   43 STREET MANHATTAN NY 10036
3529,40986347,VESUVIOS PIZZA,2018,1.0,1800 KINGS HIGHWAY BROOKLYN NY 11229
3530,40986401,PAX,2018,1.0,225 WEST   42 STREET MANHATTAN NY 10036
3531,40986939,WASABI SUSHI,2018,2.0,2375 86 STREET BROOKLYN NY 11214
3533,40987028,TONG'S CAFE,2018,2.0,4151 MAIN STREET QUEENS NY 11355
3535,40987257,DELIZIA  RISTORANTE,2018,1.0,1374 1 AVENUE MANHATTAN NY 10021
3536,40987470,GROTTA AZZURRA,2018,1.0,177 MULBERRY STREET MANHATTAN NY 10013
3537,40987564,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,1.0,6667 FRESH POND ROAD QUEENS NY 11385
3539,40988156,BIDDY'S PUB,2018,1.0,301 EAST   91 STREET MANHATTAN NY 10128
3541,40988969,LORETTA'S PIZZA,2018,1.0,3276 LAYTON AVENUE BRONX NY 10465
3542,40989220,NHA TRANG ONE,2018,1.0,87 BAXTER STREET MANHATTAN NY 10013
3544,40989507,AMC THEATRES,2018,1.0,2210 BARTOW AVENUE BRONX NY 10475
3545,40989787,NOLBU RESTAURANT,2018,1.0,16425 NORTHERN BOULEVARD QUEENS NY 11358
3547,40990299,ELEGANT CHINESE RESTAURANT,2018,2.0,21206 HILLSIDE AVENUE QUEENS NY 11427
3550,40991365,NAM SON RESTAURANT,2018,1.5,245 GRAND STREET MANHATTAN NY 10002
3552,40991382,COZY CORNER/CHICKEN LOVER,2018,1.5,1161 2 AVENUE MANHATTAN NY 10065
3553,40991543,BLUE JAVA COFFEE BAR - BUTLER LIBRARY,2018,1.0,535 WEST  114 STREET MANHATTAN NY 10027
3554,40991804,EL VALLE RESTAURANT,2018,1.0,794 SOUTHERN BOULEVARD BRONX NY 10455
3557,40992090,MCDONALD'S,2018,1.0,260 PAGE AVENUE STATEN ISLAND NY 10307
3559,40992170,B.A.M. CAFE/GREAT PERFORMANCES,2018,1.0,30 LAFAYETTE AVENUE BROOKLYN NY 11217
3560,40992205,JERUSALEM II PIZZA,2018,1.0,1312 AVENUE J BROOKLYN NY 11230
3561,40992677,BRIGHT STAR CHINESE FOOD,2018,1.0,745 EAST GUN HILL ROAD BRONX NY 10467
3562,40992678,DOMINIE'S HOEK,2018,1.0,4817 VERNON BOULEVARD QUEENS NY 11101
3563,40993070,BASURERO,2018,1.0,3217 STEINWAY STREET QUEENS NY 11103
3565,40993101,SANT AMBROEUS,2018,1.0,259 WEST    4 STREET MANHATTAN NY 10014
3566,40993361,KNAPP PIZZA III,2018,1.0,427 KINGS HIGHWAY BROOKLYN NY 11223
3567,40993510,THE NEW SANTIAGO RESTAURANT,2018,1.0,3412 FULTON STREET BROOKLYN NY 11208
3568,40993542,CAFE 28,2018,2.0,245 5 AVENUE MANHATTAN NY 10016
3569,40993786,DUNKIN' DONUTS,2018,1.0,150 GREAVES LANE STATEN ISLAND NY 10308
3571,40994221,MANGIA,2018,1.0,22 WEST   23 STREET MANHATTAN NY 10010
3572,40994615,APPLEBEE'S,2018,1.0,205 WEST   50 STREET MANHATTAN NY 10019
3574,40994739,LE PAIN QUOTIDIEN,2018,2.0,922 7 AVENUE MANHATTAN NY 10019
3575,40994918,KEY BAR,2018,2.0,432 EAST   13 STREET MANHATTAN NY 10009
3577,40995330,TACOS MEXICOS,2018,1.0,3208 38 STREET QUEENS NY 11103
3578,40995404,EL GUANACO RESTAURANT & PUPUSERIA,2018,1.0,4195 BROADWAY MANHATTAN NY 10033
3579,40995536,TABOON,2018,2.0,773 10TH AVENUE MANHATTAN NY 10019
3580,40995563,LEGEND COOKHOUSE,2018,2.0,13511 ROCKAWAY BOULEVARD QUEENS NY 11420
3582,40995721,QUARTINO BOTTEGA ORGANICA,2018,1.0,11 BLEECKER STREET MANHATTAN NY 10012
3583,40995737,FLAVORS CAFE,2018,1.0,175 WATER STREET MANHATTAN NY 10038
3584,40996005,N & D PIZZA,2018,2.0,2823 AVENUE U BROOKLYN NY 11229
3586,40996223,THE FOUR FACED LIAR,2018,2.0,165 WEST    4 STREET MANHATTAN NY 10014
3588,40996365,POPEYES CHICKEN & BISCUITS,2018,2.5,75 LEXINGTON AVENUE MANHATTAN NY 10010
3590,40996465,OXFORD BAKE SHOP,2018,1.0,10401 LIBERTY AVENUE QUEENS NY 11417
3591,40996589,GENA'S GRILL,2018,1.0,210 1 AVENUE MANHATTAN NY 10009
3592,40996642,RECUERDOS MEXICANOS,2018,2.0,232 PORT RICHMOND AVENUE STATEN ISLAND NY 10302
3593,40996665,CELTIC GASTHAUS,2018,1.0,6404 MYRTLE AVENUE QUEENS NY 11385
3594,40996669,MANNY'S BAKERY & RESTAURANT,2018,1.0,16118 UNION TURNPIKE QUEENS NY 11366
3596,40997119,CITIGROUP CONFERENCE DINING,2018,1.0,388 GREENWICH STREET MANHATTAN NY 10013
3597,40997642,MIDTOWN RESTAURANT,2018,1.3333333333333333,155 EAST   55 STREET MANHATTAN NY 10022
3599,40997838,CAFE METRO,2018,1.0,14 EAST   42 STREET MANHATTAN NY 10017
3600,40997858,GIMME COFFEE,2018,1.0,495 LORIMER STREET BROOKLYN NY 11211
3601,40997900,MR WASABI,2018,1.0,4232 BELL BOULEVARD QUEENS NY 11361
3602,40998001,KOMBIT KREYOL,2018,2.0,279 FLATBUSH AVENUE BROOKLYN NY 11217
3603,40998470,ANDY'S RESTAURAUNT,2018,2.0,2262 3 AVENUE MANHATTAN NY 10035
3604,40998515,HEARTH,2018,1.0,403 EAST   12 STREET MANHATTAN NY 10009
3605,40998581,TRUMP CAFE & GRILL,2018,1.0,725 5 AVENUE MANHATTAN NY 10022
3607,40998586,TRUMP BAR,2018,1.0,725 5 AVENUE MANHATTAN NY 10022
3609,40998924,SUGAR SWEET SUNSHINE,2018,1.0,126 RIVINGTON STREET MANHATTAN NY 10002
3611,40998983,CASA MONO/BAR JAMON (NEXT DOOR),2018,1.0,52 IRVING PLACE MANHATTAN NY 10003
3613,40999052,ALLIGATOR LOUNGE,2018,2.0,600 METROPOLITAN AVENUE BROOKLYN NY 11211
3614,40999185,GAETANA'S CUCINA ITALIANA,2018,2.0,143 CHRISTOPHER STREET MANHATTAN NY 10014
3615,40999249,HEARTLAND BAGELS,2018,1.0,2311 RICHMOND AVENUE STATEN ISLAND NY 10314
3616,40999268,HIBISCUS RESTAURANT,2018,1.5,12418 101 AVENUE QUEENS NY 11419
3617,40999287,IL COLOSSEO,2018,1.0,7704 18 AVENUE BROOKLYN NY 11214
3618,40999297,SORRENTO,2018,2.0,7716 18 AVENUE BROOKLYN NY 11214
3620,40999540,LA ESQUINA CRIOLLA,2018,1.0,9467 CORONA AVENUE QUEENS NY 11373
3622,40999668,DUNKIN' DONUTS/BASKIN ROBBINS,2018,2.0,269 8 AVENUE MANHATTAN NY 10011
3623,40999727,KGB BAR,2018,2.0,85 EAST    4 STREET MANHATTAN NY 10003
3624,41000172,CAFE 101,2018,1.0,101 PARK AVENUE MANHATTAN NY 10178
3627,41001087,WOLFGANG'S STEAK HOUSE,2018,1.0,4 PARK AVENUE MANHATTAN NY 10016
3628,41001192,ANTIQUE GARAGE,2018,1.0,41 MERCER STREET MANHATTAN NY 10013
3630,41001363,GOOD COMPANY TAVERN,2018,1.0,25332 NORTHERN BOULEVARD QUEENS NY 11362
3631,41001677,PYLOS,2018,1.0,128 EAST 7TH STREET MANHATTAN NY 10009
3632,41001763,ORIENTAL GARDEN RESTAURANT,2018,1.0,14 ELIZABETH STREET MANHATTAN NY 10013
3634,41002547,MCDONALD'S,2018,1.0,972 6 AVENUE MANHATTAN NY 10018
3635,41003300,BUMBLE & BUMBLE CAFE,2018,1.0,146 EAST   56 STREET MANHATTAN NY 10022
3636,41003435,CAFE REGULAR,2018,1.0,318 11 STREET BROOKLYN NY 11215
3638,41003679,TEEDA THAI CUISINE,2018,2.0,218 COLUMBIA STREET BROOKLYN NY 11231
3639,41003717,KINGDOM PIZZA,2018,1.0,4350 AMBOY ROAD STATEN ISLAND NY 10312
3640,41004067,CHINA SUN,2018,1.0,787 LIBERTY AVENUE BROOKLYN NY 11208
3642,41004075,HALE & HEARTY SOUP,2018,1.0,55 BROAD STREET MANHATTAN NY 10004
3643,41004133,PRIMO CAPPUCCINO,2018,1.0,0 PENN STATION MANHATTAN NY 10121
3644,41004145,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,2018,3.0,135 GUNHILL ROAD BRONX NY 10467
3645,41004222,JAMESONS PUB,2018,1.0,421 BEACH 129 STREET QUEENS NY 11694
3647,41004284,CAFE CLASSICO,2018,1.0,35 WEST   57 STREET MANHATTAN NY 10019
3648,41004293,FORT WASHINGTON BAKERY AND DELI,2018,1.0,808 WEST  181 STREET MANHATTAN NY 10033
3650,41004486,GALANGA THAI COOKING,2018,1.0,149 WEST 4 STREET MANHATTAN NY 10012
3651,41004491,LA FLOR DEL PARAISO FRANCY RESTAURANT #4,2018,1.0,8029 JAMAICA AVENUE QUEENS NY 11421
3653,41004673,BISTRO LE STEAK,2018,1.0,1309 3 AVENUE MANHATTAN NY 10021
3656,41004797,LINKS CLUB,2018,1.0,36 EAST   62 STREET MANHATTAN NY 10065
3657,41004799,HONG KONG RESTAURANT,2018,1.0,10259 JAMAICA AVENUE QUEENS NY 11418
3658,41004963,CHIPOTLE MEXICAN GRILL,2018,1.0,304 WEST   34 STREET MANHATTAN NY 10001
3659,41005009,DUNKIN' DONUTS,2018,2.0,1201 VICTORY BOULEVARD STATEN ISLAND NY 10301
3661,41005011,DUNKIN' DONUTS,2018,1.0,172 WEST SERVICE ROAD STATEN ISLAND NY 10314
3662,41005098,MOTHER'S RUIN,2018,2.0,18 SPRING STREET MANHATTAN NY 10012
3664,41005529,ELSA LA REYNA DEL CHICHARRON,2018,1.0,1249 ST NICHOLAS AVENUE MANHATTAN NY 10032
3665,41005946,MIKE'S OAKWOOD DINER,2018,1.0,3161 AMBOY ROAD STATEN ISLAND NY 10306
3667,41006004,VIVA MEXICO,2018,2.0,3913 5 AVENUE BROOKLYN NY 11232
3668,41006018,THE FIVE SPOT,2018,1.0,459 MYRTLE AVENUE BROOKLYN NY 11205
3669,41006035,OVERLOOK,2018,1.0,225 EAST   44 STREET MANHATTAN NY 10017
3670,41006043,12 CHAIRS,2018,3.0,56 MACDOUGAL STREET MANHATTAN NY 10012
3672,41006183,KITTERY,2018,1.0,338 UNION STREET BROOKLYN NY 11231
3674,41006323,PAPA JOHN'S,2018,1.0,16202 UNION TURNPIKE QUEENS NY 11366
3675,41006352,KENKA,2018,3.0,25 ST MARKS PLACE MANHATTAN NY 10003
3676,41006719,SQUARE DINER,2018,1.0,33 LEONARD STREET MANHATTAN NY 10013
3677,41006744,STARBUCKS,2018,1.0,770 8 AVENUE MANHATTAN NY 10036
3678,41006765,DOS CAMINOS,2018,4.0,675 HUDSON STREET MANHATTAN NY 10014
3681,41007533,UMI NO IE,2018,1.5,86 EAST    3 STREET MANHATTAN NY 10003
3682,41007766,NEW RED STAR,2018,1.0,795 SOUTHERN BOULEVARD BRONX NY 10455
3684,41007823,BARMASA / MASA,2018,2.0,10 COLUMBUS CIRCLE MANHATTAN NY 10019
3685,41007946,FRAMES BOWLING LOUNGE,2018,2.0,625 8 AVENUE MANHATTAN NY 10018
3687,41008043,SUNSET DELI,2018,1.0,4301 4 AVENUE BROOKLYN NY 11232
3688,41008329,NATIONAL BAKERY,2018,1.3333333333333333,1522 WESTCHESTER AVENUE BRONX NY 10472
3690,41008388,LANDMARC,2018,1.0,179 WEST BROADWAY MANHATTAN NY 10013
3691,41008413,TU SONRISA,2018,1.0,132 AUDUBON AVENUE MANHATTAN NY 10032
3693,41008526,KANOYAMA,2018,1.0,175 2 AVENUE MANHATTAN NY 10003
3695,41008641,PER SE,2018,2.0,10 COLUMBUS CIRCLE MANHATTAN NY 10019
3696,41008857,KRISS WEST INDIAN RESTAURANT,2018,1.0,11204 FARMERS BOULEVARD QUEENS NY 11412
3698,41009192,HOT POT JAMAICAN & AMERICAN CUISINE,2018,1.0,11632 SPRINGFIELD BOULEVARD QUEENS NY 11411
3699,41009267,UNDERGROUND PIZZA,2018,1.0,2 WILLIAM STREET MANHATTAN NY 10004
3701,41009364,LIMAN RESTAURANT,2018,2.0,2710 EMMONS AVENUE BROOKLYN NY 11235
3702,41009410,M1-5,2018,1.0,52 WALKER STREET MANHATTAN NY 10013
3703,41009687,CHIPOTLE MEXICAN GRILL,2018,1.0,150 EAST   52 STREET MANHATTAN NY 10022
3704,41010148,NEW LANE PIZZERIA,2018,1.0,7519 JAMAICA AVENUE QUEENS NY 11421
3706,41010271,MINCA RAMEN FACTORY,2018,2.0,536 EAST    5 STREET MANHATTAN NY 10009
3708,41010358,L'AMOUR,2018,1.0,10211 QUEENS BOULEVARD QUEENS NY 11375
3710,41010361,MARLOW AND SONS,2018,1.0,81 BROADWAY BROOKLYN NY 11249
3712,41011232,DROM,2018,1.0,85 AVENUE A MANHATTAN NY 10009
3713,41011282,VIRGIN ATLANTIC CLUB HOUSE,2018,1.0,0 JFK INTERNATIONAL AIRPORT QUEENS NY 11430
3714,41011367,MEXICANA DELI GROCERY,2018,1.0,339 EAST  204 STREET BRONX NY 10467
3715,41011463,MINI PICANTERIA EL GUAYAQUILENO RESTAURANT,2018,1.0,9454 CORONA AVENUE QUEENS NY 11373
3716,41011580,THE SPOTTED PIG,2018,2.0,314 WEST   11 STREET MANHATTAN NY 10014
3717,41011581,WOGIES,2018,1.0,39 GREENWICH AVENUE MANHATTAN NY 10014
3719,41011682,BARBUTO,2018,2.0,775 WASHINGTON STREET MANHATTAN NY 10014
3720,41011815,CASTRO'S RESTAURANT,2018,1.0,511 MYRTLE AVENUE BROOKLYN NY 11205
3721,41011887,THE CITY BAKERY,2018,2.0,3 WEST   18 STREET MANHATTAN NY 10011
3723,41012154,CHINA GARDEN CHINESE RESTAURANT,2018,1.0,130 UTICA AVENUE BROOKLYN NY 11213
3724,41012277,CHEZ MACOULE RESTAURANT,2018,1.0,1115 ROGERS AVENUE BROOKLYN NY 11226
3725,41012338,SLAINTE,2018,1.0,304 BOWERY MANHATTAN NY 10012
3726,41012907,TOLOACHE MEXICAN BISTRO,2018,2.0,251 WEST   50 STREET MANHATTAN NY 10019
3727,41012946,TIME WARNER(CAFETERIA),2018,1.0,1 TIME WARNER CENTER MANHATTAN NY 10019
3728,41012973,MAMA'S PIZZERIA,2018,1.0,941 AMSTERDAM AVENUE MANHATTAN NY 10025
3730,41013755,RUMOURS,2018,3.0,933 8 AVENUE MANHATTAN NY 10019
3731,41013992,MCDONALD'S,2018,1.0,1865 BRUCKNER BOULEVARD BRONX NY 10472
3732,41014003,STARBUCKS,2018,1.0,1535 BROADWAY MANHATTAN NY 10036
3733,41014056,REYES RESTAURANT,2018,1.0,4754 46 STREET QUEENS NY 11377
3735,41014384,TONIC TIMES SQUARE,2018,2.0,727 7 AVENUE MANHATTAN NY 10019
3736,41014435,YOLI RESTAURANT,2018,2.0,274 EAST    3 STREET MANHATTAN NY 10009
3740,41014575,STARBUCKS,2018,1.0,607 BRIGHTON BEACH AVE BROOKLYN NY 11235
3742,41014673,PARISCIEN BAKERY,2018,2.0,9921 NORTHERN BOULEVARD QUEENS NY 11368
3743,41014679,BATTERY GARDENS RESTAURANT,2018,1.5,1 BATTERY PARK PLAZA MANHATTAN NY 10004
3744,41014806,SUBWAY,2018,1.0,873 7 AVENUE MANHATTAN NY 10019
3746,41014823,FAT CAT BILLIARDS,2018,2.0,75 CHRISTOPHER STREET MANHATTAN NY 10014
3747,41014851,CATERINA PIZZA,2018,2.0,3035 FULTON STREET BROOKLYN NY 11208
3748,41014875,CARNATION BAKERY,2018,2.0,4605 KISSENA BOULEVARD QUEENS NY 11355
3749,41014952,CORTE CAFE,2018,1.0,2 LAFAYETTE STREET MANHATTAN NY 10007
3750,41015002,EL CASTILLO DE YAQUE RESTAURANT,2018,1.5,4606 FIFTH AVENUE BROOKLYN NY 11220
3752,41015170,CARMINE'S PIZZA,2018,2.5,358 GRAHAM AVENUE BROOKLYN NY 11211
3753,41015455,APPLEBEE'S,2018,1.0,430 NEW DORP LANE STATEN ISLAND NY 10306
3754,41015916,SUBWAY,2018,2.0,25310 HILLSIDE AVENUE QUEENS NY 11426
3756,41015947,MORRIS YACHT & BEACH CLUB,2018,1.0,25 CITY ISLAND AVENUE BRONX NY 10464
3758,41016441,JAMAICAN FLAVORS,2018,1.5,13441 SPRINGFIELD BOULEVARD QUEENS NY 11413
3760,41016585,HQ CLUB,2018,1.0,552 WEST   38 STREET MANHATTAN NY 10018
3761,41016607,EAST RIVER,2018,1.0,97 SOUTH    6 STREET BROOKLYN NY 11249
3763,41016740,SATGURU SWEETS & CATERING,2018,3.0,13408 ROCKAWAY BOULEVARD QUEENS NY 11420
3764,41017379,SAL'S PIZZA / MAMMA MARIA RESTAURANT,2018,1.0,305 COURT STREET BROOKLYN NY 11231
3766,41017390,EUROPAN CAFE,2018,1.0,672 8 AVENUE MANHATTAN NY 10036
3767,41017547,JEREMY'S ALE HOUSE,2018,1.0,228 FRONT STREET MANHATTAN NY 10038
3768,41017592,KIMGANAE RESTAURANT,2018,1.0,3912 UNION STREET QUEENS NY 11354
3770,41017770,GRAZIELLA'S,2018,2.0,232 VANDERBILT AVENUE BROOKLYN NY 11205
3771,41017876,BROOKLYN SOCIAL,2018,1.0,335 SMITH STREET BROOKLYN NY 11231
3772,41017916,AIRWAYS PIZZA & GYRO RESTAURANT,2018,1.0,9013 ASTORIA BOULEVARD QUEENS NY 11369
3774,41017954,EL PANADERO BAKERY,2018,1.0,1380 ST NICHOLAS AVENUE MANHATTAN NY 10033
3776,41018146,TROPICAL II RESTAURANT,2018,1.0,3610 GREENPOINT AVENUE QUEENS NY 11101
3777,41018152,MAMAN & MIMI NOLITA,2018,1.0,20 PRINCE STREET MANHATTAN NY 10012
3779,41019069,PEPPAS JERK CHICKEN RESTAURANT,2018,1.0,738 FLATBUSH AVENUE BROOKLYN NY 11226
3781,41019412,GEN RESTAURANT,2018,1.0,659 WASHINGTON AVENUE BROOKLYN NY 11238
3783,41020005,UNCLE BILL'S DINER,2018,1.0,3017 STRATTON STREET QUEENS NY 11354
3785,41020235,FULTON HOT DOG KING,2018,1.0,472 FULTON STREET BROOKLYN NY 11201
3787,41020284,LITTLE ITALY PIZZA,2018,1.0,55 WEST   45 STREET MANHATTAN NY 10036
3788,41020286,THE HOUSE OF BREWS,2018,1.0,363 WEST   46 STREET MANHATTAN NY 10036
3790,41020311,SHARAN DELI,2018,2.0,314 WEST   39 STREET MANHATTAN NY 10018
3792,41020367,CUCINA FRESCA,2018,1.0,2110 RICHMOND ROAD STATEN ISLAND NY 10306
3793,41020436,GROUNDED,2018,1.0,28 JANE STREET MANHATTAN NY 10014
3794,41020466,FORTY CARROTS,2018,1.0,504 BROADWAY MANHATTAN NY 10012
3795,41020745,MARGARITA SALOON,2018,1.5,709 8 AVENUE MANHATTAN NY 10036
3797,41021233,HOMESTEAD GOURMET SHOP,2018,1.0,8145 LEFFERTS BOULEVARD QUEENS NY 11415
3798,41021287,VENICE PIZZA,2018,1.0,4194 BOWNE STREET QUEENS NY 11355
3799,41021766,SORRENTO'S PIZZERIA,2018,1.0,2004 WILLIAMSBRIDGE ROAD BRONX NY 10461
3800,41021933,LE GOURMET,2018,1.0,1267 1 AVENUE MANHATTAN NY 10065
