,ID,RESTAURANT NAME,INSPECTION YEAR,NUMBER OF CRITICAL VIOLATIONS,ADDRESS
24894,50072097,BARCELO RESTAURANT,2018,2.0,5533 MYRTLE AVE QUEENS NY 11385
24895,50072099,IL MATTONE,2018,2.0,450 HUDSON ST MANHATTAN NY 10014
24897,50072106,NEFIIS,2018,1.0,255 W 55TH ST MANHATTAN NY 10019
24899,50072107,UNCLE TONY'S PIZZA,2018,1.0,1596 AMSTERDAM AVE MANHATTAN NY 10031
24900,50072108,UT47 MANHATTAN,2018,5.0,358 W 47TH ST MANHATTAN NY 10036
24901,50072114,PIZZA CACHAPAS,2018,2.0,59 W 170TH ST BRONX NY 10452
24903,50072119,FINIX CAFE & JUICE BAR,2018,1.0,2419 GRAND CONCOURSE BRONX NY 10468
24905,50072122,CAFE CON LIBROS,2018,1.0,724 PROSPECT PL BROOKLYN NY 11216
24907,50072126,NAGLES BAGELS,2018,1.0,1038 NOSTRAND AVE BROOKLYN NY 11225
24908,50072128,DUNKIN' DONUTS,2018,1.0,2522 30TH AVE QUEENS NY 11102
24909,50072130,NISI,2018,1.5,549 MAIN ST MANHATTAN NY 10044
24910,50072133,JUST DESSERTS,2018,1.0,7211 18TH AVE BROOKLYN NY 11204
24911,50072137,HERO THAI & IZAKAYA,2018,1.3333333333333333,3416 BROADWAY QUEENS NY 11106
24912,50072138,HUI'S GARDEN,2018,3.0,4108 COLLEGE POINT BLVD QUEENS NY 11355
24913,50072139,KIN KHAO THAI KITCHEN,2018,1.0,2200 AMSTERDAM AVE MANHATTAN NY 10032
24915,50072146,GARDENIA,2018,1.0,4979 BROADWAY MANHATTAN NY 10034
24917,50072149,GINO'S PIZZA,2018,2.0,1351 FOREST AVE STATEN ISLAND NY 10302
24918,50072156,PRET A MANGER,2018,1.0,437 5TH AVE MANHATTAN NY 10016
24919,50072162,UZBECHKA,2018,1.0,3089 BRIGHTON 6TH ST BROOKLYN NY 11235
24920,50072165,NO. 1 YUMMY TACO,2018,1.0,15401 UNION TPKE QUEENS NY 11367
24923,50072174,MI LINDO MEXICO,2018,2.0,340 WILSON AVE BROOKLYN NY 11221
24925,50072177,SHISHITO,2018,1.0,1434 RICHMOND RD STATEN ISLAND NY 10304
24926,50072181,EL CARAMELO COFFEE SHOP,2018,4.0,9927 43RD AVE QUEENS NY 11368
24927,50072182,DOUBLE CRISPY BAKERY I,2018,1.0,230 GRAND ST MANHATTAN NY 10013
24929,50072190,PIER 69 MARKET,2018,1.0,10 BAY RIDGE AVE BROOKLYN NY 11220
24931,50072197,SEVEN'S TURKISH GRILL,2018,1.0,158 W 72ND ST MANHATTAN NY 10023
24933,50072199,LAVELLUTATA NYC,2018,2.0,172 5TH AVE BROOKLYN NY 11217
24934,50072200,THAI 72,2018,2.0,128 W 72ND ST MANHATTAN NY 10023
24936,50072202,GOLDEN RICH,2018,2.5,4001 8TH AVE BROOKLYN NY 11232
24937,50072204,CARIBBEAN SOCIAL,2018,3.0,847 FLATBUSH AVE BROOKLYN NY 11226
24938,50072210,SUBWAY,2018,1.0,3714 E TREMONT AVE BRONX NY 10465
24940,50072218,CHINA MOON OPEN KITCHEN,2018,2.5,2567 CROPSEY AVE BROOKLYN NY 11214
24942,50072221,MOMENTEA,2018,1.0,64 7TH AVE MANHATTAN NY 10011
24943,50072223,LULA BIRD,2018,1.0,814 NOSTRAND AVE BROOKLYN NY 11216
24945,50072227,KABISERA KAPE,2018,2.0,151 ALLEN ST MANHATTAN NY 10002
24947,50072229,Tutt Heights Restaurant & Cafe,2018,1.0,47 HICKS ST BROOKLYN NY 11201
24948,50072230,AKINO,2018,1.0,8280 BROADWAY QUEENS NY 11373
24949,50072231,POLONICA,2018,1.0,8303 3RD AVE BROOKLYN NY 11209
24950,50072235,DAHUA RESTAURANT,2018,2.0,3440 UNION ST QUEENS NY 11354
24951,50072237,PALADAR,2018,2.0,358 E 112TH ST MANHATTAN NY 10029
24953,50072251,FRESH TACO,2018,1.0,1701 PUTNAM AVE QUEENS NY 11385
24954,50072252,LEGACY RECORDS LOCATED INSIDE HENRY HALL,2018,1.0,517 W 38TH ST MANHATTAN NY 10018
24955,50072260,10 02 Lounge and Restaurant,2018,1.0,806 E TREMONT AVE BRONX NY 10460
24956,50072266,TOPOS BOOKSTORE CAFE,2018,1.0,788 WOODWARD AVE QUEENS NY 11385
24958,50072268,COFFEE SHOP,2018,1.0,28 W 32ND ST MANHATTAN NY 10001
24959,50072271,EL BISCOCHITO,2018,2.0,967 E 167TH ST BRONX NY 10459
24961,50072274,TIC-TAC-TOE BAKERY & MORE,2018,2.0,9303 3RD AVE BROOKLYN NY 11209
24963,50072278,ROSE'S,2018,2.0,295 FLATBUSH AVE BROOKLYN NY 11217
24964,50072279,NINJA GRILL,2018,3.0,103 ESSEX ST MANHATTAN NY 10002
24965,50072282,VITALITY HEALTH AND WELLNESS BAR,2018,1.0,475B MYRTLE AVE BROOKLYN NY 11205
24967,50072286,SPRINGFIELD LITTLE DUMPLING,2018,2.0,22102A HORACE HARDING EXPY QUEENS NY 11364
24969,50072288,3 GUYS GYRO,2018,2.0,129 GRAHAM AVE BROOKLYN NY 11206
24970,50072291,BAYSIDE DUMPLING HOUSE,2018,1.0,4218 BELL BLVD QUEENS NY 11361
24971,50072292,THE UPTOWN GARRISON,2018,1.0,821 W 181ST ST MANHATTAN NY 10033
24973,50072298,KRISPY KRUNCHY CHICKEN,2018,1.0,50 HOYT ST BROOKLYN NY 11201
24974,50072303,HAWAII POKE BOWL,2018,1.0,1430 RICHMOND AVE STATEN ISLAND NY 10314
24976,50072306,GOLDEN STAR KITCHEN,2018,2.0,638 BLAKE AVE BROOKLYN NY 11207
24978,50072311,SILVER KRUST,2018,1.0,24501 FRANCIS LEWIS BLVD QUEENS NY 11422
24979,50072312,CHAMPION PIZZA,2018,4.0,101 LUDLOW ST MANHATTAN NY 10002
24982,50072316,BUTTERCUP BAKE SHOP,2018,2.0,973 2ND AVE MANHATTAN NY 10022
24983,50072323,YUMMY TACO,2018,1.0,4814 BROADWAY QUEENS NY 11103
24984,50072329,LESLIE'S KITCHEN,2018,2.0,109 WILSON AVE BROOKLYN NY 11237
24985,50072336,MOFON LOUNGE,2018,1.0,894 E TREMONT AVE BRONX NY 10460
24986,50072341,DELICIOUS HUANG BAKERY,2018,2.0,139 HESTER ST MANHATTAN NY 10002
24987,50072344,JEROME'S PIZZA & PASTA,2018,2.0,21 BEDFORD PARK BLVD E BRONX NY 10468
24989,50072346,GUANTANAMERA,2018,2.0,11080 QUEENS BLVD QUEENS NY 11375
24991,50072348,TACOMBI,2018,1.0,350 5TH AVE MANHATTAN NY 10118
24993,50072351,95 FUSION TEA ROOM & KITCHEN BAR,2018,1.0,95 CHRYSTIE ST MANHATTAN NY 10002
24994,50072352,WOK WOK RESTAURANT,2018,3.0,11 MOTT ST MANHATTAN NY 10013
24996,50072357,HAPPY GARDEN,2018,1.0,13206 MAPLE AVE QUEENS NY 11355
24998,50072358,THE LOCAL PRESS,2018,2.0,9215 ROCKAWAY BLVD QUEENS NY 11417
24999,50072367,JUICE/FOOD/FUEL,2018,2.0,1211 AVENUE OF THE AMERICAS MANHATTAN NY 10036
25000,50072370,KIRVENS,2018,1.0,736 LYDIG AVE BRONX NY 10462
25002,50072374,TWO BROTHERS AFRICAN CUISINE LLC,2018,1.5,11044 SUTPHIN BLVD QUEENS NY 11435
25003,50072375,SRI PRA PHAI,2018,2.0,176 N 9TH ST BROOKLYN NY 11211
25004,50072378,DELICIOUS MEI WEI RESTAURANT,2018,1.0,765 E 82ND ST BROOKLYN NY 11236
25005,50072379,KINGSLAND BAR,2018,1.0,269 NORMAN AVE BROOKLYN NY 11222
25007,50072380,POPEYES,2018,1.0,6516 18TH AVE BROOKLYN NY 11204
25008,50072390,FALAFAPITA,2018,1.0,3103 AVENUE U BROOKLYN NY 11229
25009,50072395,ROCKWELL'S,2018,1.0,105 BROAD ST MANHATTAN NY 10004
25011,50072404,GRECA,2018,1.5,452 WASHINGTON ST MANHATTAN NY 10013
25013,50072407,HILLTOP PERK CAFE,2018,1.0,83 HAVEN AVE MANHATTAN NY 10032
25015,50072409,BED-STUY PROVISIONS,2018,1.0,563 GATES AVE BROOKLYN NY 11221
25016,50072414,MUSCLE MAKER GRILL,2018,2.5,691 10TH AVE MANHATTAN NY 10036
25018,50072418,PRET A MANGER,2018,1.0,601 8TH AVE MANHATTAN NY 10018
25019,50072424,UNION SQUARE BURGER,2018,6.0,729 8TH AVE MANHATTAN NY 10036
25020,50072425,99 CENTS PIZZA & FRIES,2018,1.0,2060 LEXINGTON AVE MANHATTAN NY 10035
25022,50072426,GONG CHA,2018,2.0,5723 8TH AVE BROOKLYN NY 11220
25024,50072427,MEET FRESH,2018,1.0,37 COOPER SQ MANHATTAN NY 10003
25025,50072430,ANNIE CHAN KOSHER FOODS,2018,1.5,19011 UNION TPKE QUEENS NY 11366
25026,50072444,THE SPOT CAFE,2018,1.0,6105 MADISON ST QUEENS NY 11385
25028,50072447,CURRY HOUSE INDIAN CUISINE,2018,1.0,123 ALLEN ST MANHATTAN NY 10002
25030,50072452,JaX BBQ,2018,2.0,496 9TH AVE MANHATTAN NY 10018
25032,50072453,AMBER SUSHI I,2018,1.0,1406 3RD AVE MANHATTAN NY 10075
25033,50072454,DUNKIN DONUTS,2018,1.0,381 CANAL ST MANHATTAN NY 10013
25034,50072465,I EAT,2018,1.5,1187 MORRISON AVE BRONX NY 10472
25035,50072466,CHECKERS,2018,1.0,682 ROCKAWAY AVE BROOKLYN NY 11212
25037,50072470,K & J FRIED CHICKEN AND BURGER,2018,1.0,415 MOTHER GASTON BLVD BROOKLYN NY 11212
25038,50072472,POKE BURRITO,2018,1.0,3707 30TH AVE QUEENS NY 11103
25040,50072475,VENICE,2018,1.0,772 E 149TH ST BRONX NY 10455
25042,50072478,PIZZA FACTORY,2018,1.0,3030 47TH AVE QUEENS NY 11101
25043,50072479,BURGER KING,2018,1.0,19510 JAMAICA AVE QUEENS NY 11423
25044,50072481,BASIL CUCINA & CATERING,2018,2.0,1686 FOREST AVE STATEN ISLAND NY 10302
25046,50072483,King of Spades,2018,1.0,1425 COLLEGE POINT BLVD QUEENS NY 11356
25048,50072484,MIMMO,2018,2.0,1690 YORK AVE MANHATTAN NY 10128
25051,50072503,PHO RAINBOW,2018,1.5,42 NEW DORP PLZ S STATEN ISLAND NY 10306
25052,50072506,SAJOMA,2018,1.0,909 DEKALB AVE BROOKLYN NY 11221
25054,50072517,DELICIAS CALENAS ASTORIA,2018,1.0,2255 31ST ST QUEENS NY 11105
25055,50072519,MIKE'S DINER,2018,2.0,1454 86TH ST BROOKLYN NY 11228
25057,50072524,THE HOT SPOT BBQ & GRILL,2018,1.0,17908 UNION TPKE QUEENS NY 11366
25058,50072526,PANINO RUSTICO OF STATEN ISLAND,2018,1.0,2110 RICHMOND RD STATEN ISLAND NY 10306
25060,50072529,THE LOST LADY,2018,1.5,171 AVENUE C MANHATTAN NY 10009
25061,50072533,ROOTS CAFE,2018,1.0,639 5TH AVE BROOKLYN NY 11215
25063,50072537,PASSATEMPO,2018,1.0,79 GRAND ST BROOKLYN NY 11249
25065,50072538,PANDA KITCHEN,2018,2.0,943A PENNSYLVANIA AVE BROOKLYN NY 11207
25067,50072540,DARIO PIZZA,2018,1.0,1955 FLATBUSH AVE BROOKLYN NY 11234
25068,50072544,GOOD TASTE CHINESE RESTAURANT,2018,1.0,3371 BROADWAY MANHATTAN NY 10031
25070,50072548,VEX EL CAFE,2018,1.0,104 WYCKOFF AVE BROOKLYN NY 11237
25072,50072549,KEW GARDENS CHICKEN,2018,1.0,8045 KEW GARDENS RD QUEENS NY 11415
25073,50072553,TAN TOU CUISINE,2018,1.5,773 60TH ST BROOKLYN NY 11220
25075,50072566,NO 1 CHINESE,2018,1.5,17937 HILLSIDE AVE QUEENS NY 11432
25077,50072568,GOOD TASTE,2018,3.0,2428 CRESTON AVE BRONX NY 10468
25079,50072570,FRENCHETTE,2018,1.0,241 W BROADWAY MANHATTAN NY 10013
25080,50072572,BROOKLY CIDER HOUSE,2018,1.0,1100 FLUSHING AVE BROOKLYN NY 11237
25082,50072575,BEN & JERRY'S NYC METRO,2018,1.0,24 SAINT MARKS PL MANHATTAN NY 10003
25083,50072576,TACO BELL,2018,1.0,321 1ST AVE MANHATTAN NY 10003
25084,50072578,FLAM'S CUISINE & CATERING,2018,1.5,21507 JAMAICA AVE QUEENS NY 11428
25085,50072579,PARIS BAGUETTE,2018,1.0,2944 UNION ST QUEENS NY 11354
25086,50072580,Fresh Tortillas Express Tex-Mexican Food,2018,1.0,206 VARICK ST MANHATTAN NY 10014
25087,50072604,TENDER GREENS,2018,1.0,900 BROADWAY MANHATTAN NY 10003
25088,50072605,BORAN THAI CUISINE,2018,1.0,462 COURT ST BROOKLYN NY 11231
25089,50072608,B.B.Q VILLAGE,2018,1.5,18112 HILLSIDE AVE QUEENS NY 11432
25090,50072612,JUMAK,2018,2.0,14906 NORTHERN BLVD QUEENS NY 11354
25091,50072613,WOK TO WALK,2018,2.0,319 6TH AVE MANHATTAN NY 10014
25093,50072616,SIDEWALK CAFE,2018,1.5,160 COLUMBUS AVE MANHATTAN NY 10023
25094,50072622,QUALITY EATS,2018,1.0,3 E 28TH ST MANHATTAN NY 10016
25095,50072628,Pitchounette 81,2018,2.0,245 E 81ST STREET MANHATTAN NY 10028
25097,50072635,STAR CAFE,2018,2.0,18301 HORACE HARDING EXPY QUEENS NY 11365
25098,50072637,GHETTO SHACK,2018,1.0,9320 AVENUE L BROOKLYN NY 11236
25101,50072640,YOUR HEALTH IS WEALTH,2018,1.0,221 RALPH AVE BROOKLYN NY 11233
25102,50072645,PRONTO CAFE,2018,1.3333333333333333,3105 AVENUE H BROOKLYN NY 11210
25103,50072648,EL PENACHO II RESTAURANT,2018,1.5,7816 NEW UTRECHT AVE BROOKLYN NY 11214
25104,50072652,SUBWAY,2018,1.5,100 BUSHWICK AVE BROOKLYN NY 11206
25105,50072657,PARIS BAGUETTE,2018,1.0,10708 CONTINENTAL AVE QUEENS NY 11375
25108,50072660,PROONG NOOLE BAR,2018,1.0,347 1ST AVE MANHATTAN NY 10010
25110,50072667,SOULFUL FOODS,2018,1.0,2258 ATLANTIC AVE BROOKLYN NY 11233
25111,50072672,ASIA HARBOR ASIAN BISTRO,2018,1.0,404 CHURCH AVE BROOKLYN NY 11218
25113,50072674,SHORTYS,2018,1.0,229 FLATBUSH AVE BROOKLYN NY 11217
25114,50072677,TASTE OF CHINA,2018,1.0,90 GUYON AVE STATEN ISLAND NY 10306
25115,50072680,FAMOUS FAMIGLIA PIZZA,2018,1.0,83 MAIDEN LN MANHATTAN NY 10038
25117,50072690,LE SONG,2018,1.0,75 9TH AVE MANHATTAN NY 10011
25118,50072700,MAMA FINA'S,2018,1.0,167 AVENUE A MANHATTAN NY 10009
25119,50072703,WING STATION,2018,1.0,23014 MERRICK BLVD QUEENS NY 11413
25121,50072710,SHORTY'S ROTI SHOP,2018,2.0,65 VICTORY BLVD STATEN ISLAND NY 10301
25123,50072743,DALLAS CHICKEN & BISCUIT,2018,1.0,2027 LEXINGTON AVE MANHATTAN NY 10035
25124,50072746,SKY CUISINE AND LOUNGE,2018,2.0,3432 WILSON AVE BRONX NY 10469
25125,50072755,Vivi Bubble Cafe,2018,1.5,1324 2ND AVE MANHATTAN NY 10021
25127,50072758,YANA,2018,3.0,934 8TH AVE MANHATTAN NY 10019
25129,50072759,GFG Bakery,2018,2.5,39 BEEKMAN ST MANHATTAN NY 10038
25130,50072769,THE STANDARD HIGH LINE,2018,2.0,848 WASHINGTON ST MANHATTAN NY 10014
25131,50072770,XOCHITL TAQUERIA,2018,1.0,1015 FULTON ST BROOKLYN NY 11238
25132,50072777,TIPSY TOMATO RESTAURANT,2018,1.0,9312 LIBERTY AVE QUEENS NY 11417
25135,50072786,PARRILLA LATINA STEAKHOUSE,2018,1.0,614 MELROSE AVE BRONX NY 10455
25136,50072789,CROWN FRIED CHICKEN,2018,2.0,580 ALBANY AVE BROOKLYN NY 11203
25137,50072790,MEDINA RESTAURANT,2018,1.0,51B WILLOUGHBY ST BROOKLYN NY 11201
25138,50072791,MALA PROJECT,2018,2.0,41 W 46TH ST MANHATTAN NY 10036
25140,50072792,DONA TINA RESTUARNAT,2018,3.0,1830 AMSTERDAM AVE MANHATTAN NY 10031
25142,50072794,CAFECCINO,2018,1.0,269 W 231ST ST BRONX NY 10463
25143,50072796,MEZCLA DE SABORES RESTAURANT,2018,2.5,1416 OGDEN AVE BRONX NY 10452
25145,50072797,CATHERINE BAKERY,2018,1.0,2007 127TH ST QUEENS NY 11356
25147,50072798,HONG KONG STATION,2018,1.5,157 WEST 47 STREET MANHATTAN NY 10036
25148,50072800,ROCHDALE CHICKEN AND FISH,2018,1.0,11829 GUY R BREWER BLVD QUEENS NY 11434
25149,50072803,PANDA KITCHEN,2018,1.0,14611 ROCKAWAY BLVD QUEENS NY 11436
25150,50072805,HALAL XPRESS,2018,1.0,221 CHURCH AVE BROOKLYN NY 11218
25151,50072808,CANELA COLOMBIAN RESTAURANT & BAKERY,2018,2.0,4601 5TH AVE BROOKLYN NY 11220
25153,50072809,CHICK'NCONE,2018,1.0,1000 S 8TH AVE MANHATTAN NY 10019
25155,50072815,LA FONTANA SORELLENA,2018,1.0,885 ANNADALE RD STATEN ISLAND NY 10312
25157,50072820,TEXAS CHICKEN & BURGERS,2018,1.0,1850 NOSTRAND AVE BROOKLYN NY 11226
25159,50072823,GOURMET PALACE,2018,2.0,786 CONEY ISLAND AVE BROOKLYN NY 11218
25160,50072825,MAJNOON CAFE,2018,1.0,12812 LIBERTY AVE QUEENS NY 11419
25161,50072826,EL KAYAM COFFEE HOOKAH LOUNGE,2018,2.0,2572 STEINWAY ST QUEENS NY 11103
25162,50072827,KAM SHING CHINESE RESTAURANT,2018,1.0,1608 AVENUE H BROOKLYN NY 11230
25165,50072842,CHEF GUO INC,2018,1.5,8329 BROADWAY QUEENS NY 11373
25166,50072843,TASTY POPCORN CHICKEN/ YO MAMA'S PIZZA,2018,2.0,13545 ROOSEVELT AVE QUEENS NY 11354
25167,50072848,MAKANA,2018,1.0,1329 SAINT NICHOLAS AVE MANHATTAN NY 10033
25168,50072849,DUN HUANG UPPER WEST SIDE,2018,2.0,1268 AMSTERDAM AVE MANHATTAN NY 10027
25169,50072850,SALAD BOX USA,2018,1.0,44 PARK PL MANHATTAN NY 10007
25171,50072853,VILLAGGIO,2018,1.0,15007 14TH RD QUEENS NY 11357
25173,50072858,BETTER GOURMET HEALTH KITCHEN,2018,1.0,877 HUGUENOT AVE STATEN ISLAND NY 10312
25174,50072860,4 HEALTHY MINDS,2018,1.0,22619 MERRICK BLVD QUEENS NY 11413
25175,50072862,HIDE CHAN RAMEN,2018,1.0,248 E 52ND ST MANHATTAN NY 10022
25177,50072863,PRODIGY COFFEE,2018,1.0,33 CARMINE ST MANHATTAN NY 10014
25179,50072865,YUMMY CAFE,2018,1.0,4335 91ST PL QUEENS NY 11373
25180,50072874,AJO & OREGANO RESTAURANT,2018,1.0,1556 WHITE PLAINS RD BRONX NY 10462
25182,50072880,JORGE'S,2018,1.0,689 SENECA AVE QUEENS NY 11385
25184,50072882,CAFE CHINA,2018,1.5,13 E 37TH ST MANHATTAN NY 10016
25185,50072884,VORFI PIZZA AND BUREK,2018,1.0,769 ASTOR AVE BRONX NY 10467
25187,50072885,DILL & PARSLEY,2018,1.0,295 MADISON AVE MANHATTAN NY 10017
25188,50072887,KIM PO,2018,1.0,11006 FARMERS BLVD QUEENS NY 11412
25189,50072894,PANADERIA LOS 3 REYES,2018,2.0,5408 FLUSHING AVE QUEENS NY 11378
25191,50072897,PURE GREEN,2018,4.5,152 2ND AVE MANHATTAN NY 10003
25192,50072898,CROWN FRIED CHICKEN,2018,2.0,44B NEW LOTS AVE BROOKLYN NY 11212
25194,50072902,QWNS CAFE,2018,1.0,2235 31ST ST QUEENS NY 11105
25195,50072905,NORMAN CAFE,2018,2.0,93 NORMAN AVE BROOKLYN NY 11222
25196,50072908,BONDI SUSHI,2018,1.0,6 W 28TH ST MANHATTAN NY 10001
25198,50072909,FLAME,2018,2.0,381 3RD AVE MANHATTAN NY 10016
25199,50072911,JUANITO RESTAURANT,2018,2.5,494 E 138TH ST BRONX NY 10454
25201,50072912,YES CHEF WINE BAR,2018,1.0,4410 30TH AVE QUEENS NY 11103
25202,50072916,SWEET STAR BAKERY,2018,1.0,8512 18TH AVE BROOKLYN NY 11214
25204,50072921,MACAO IMPERIAL TEA,2018,1.0,5401 8TH AVE BROOKLYN NY 11220
25206,50072930,PHO 60,2018,1.0,1001 60TH ST BROOKLYN NY 11219
25208,50072931,FENG CHA,2018,1.5,99B CHRYSTIE ST MANHATTAN NY 10002
25209,50072932,GORDON SAVORY,2018,1.0,995A FULTON ST BROOKLYN NY 11238
25211,50072936,NUSRET STEAKHOUSE,2018,1.0,51 W 52ND ST MANHATTAN NY 10019
25212,50072938,ZONI CAFE,2018,2.0,2148 OCEAN AVE BROOKLYN NY 11229
25213,50072941,KINDRED SPIRITS,2018,1.0,278A 6TH ST BROOKLYN NY 11215
25214,50072943,SHANGHAI ZHEN GONG FU RESTAURANT,2018,3.0,8616 QUEENS BLVD QUEENS NY 11373
25216,50072944,AB SUSHI,2018,2.0,11 W 36TH ST MANHATTAN NY 10018
25217,50072947,LOS PANCHOS,2018,2.0,353 W 14TH ST MANHATTAN NY 10014
25219,50072948,JAMAICAN FRIED CHICKEN,2018,1.0,3716 WHITE PLAINS RD BRONX NY 10467
25220,50072950,SZECHUAN MOUNTAIN HOUSE,2018,2.0,3916 PRINCE ST QUEENS NY 11354
25221,50072965,PAPAS CHICKEN,2018,1.0,622 CHESTER ST BROOKLYN NY 11212
25223,50072966,BANGKLYN EAST HARLEM,2018,2.0,2051 2ND AVE MANHATTAN NY 10029
25224,50072967,A PLUS EXPRESS,2018,2.0,794 BROADWAY BROOKLYN NY 11206
25225,50072968,NEW KAM LAI,2018,2.0,890 AMSTERDAM AVE MANHATTAN NY 10025
25227,50072972,CHINA ONE,2018,1.0,609 MAIN ST MANHATTAN NY 10044
25229,50072975,22 THAI CUISINE,2018,1.0,59 NASSAU ST MANHATTAN NY 10038
25232,50072978,SUBWAY,2018,1.0,317 1ST AVE MANHATTAN NY 10003
25234,50072979,CASA THEODORO,2018,1.0,5418 31ST AVE QUEENS NY 11377
25235,50072980,OK LAH!,2018,1.0,13620 38TH AVE QUEENS NY 11354
25236,50072985,BOWERY BEER GARDEN,2018,1.0,93 BOWERY MANHATTAN NY 10002
25237,50072987,CAOBA,2018,1.0,762 SNEDIKER AVE BROOKLYN NY 11207
25239,50072991,HEAT CARIBBEAN KITCHEN & LOUNGE,2018,1.0,10005 ATLANTIC AVE QUEENS NY 11418
25241,50072997,BUA THAI RAMEN & ROBATA GRILL,2018,1.5,1611 2ND AVE MANHATTAN NY 10028
25242,50073006,STAX NYC,2018,2.0,1485 2ND AVE MANHATTAN NY 10075
25243,50073012,DAMARINO ITALIAN RESTAURANT,2018,1.0,220 W 49TH ST MANHATTAN NY 10019
25244,50073013,OSHI'S CAFE,2018,1.0,2913 QUENTIN RD BROOKLYN NY 11229
25246,50073017,HEXAGON LOUNGE,2018,4.0,318 W 142ND ST MANHATTAN NY 10030
25247,50073018,MR WHITE,2018,2.0,123 SAINT MARKS PL MANHATTAN NY 10009
25248,50073019,MOON & FLOWER HOUSE,2018,4.0,4026 UNION ST QUEENS NY 11354
25249,50073020,ZEYTIN MEDITERRANEAN,2018,1.0,110 WILLIAM ST MANHATTAN NY 10038
25251,50073022,FLOWER POWER COFFEE HOUSE NYC,2018,1.0,6402 MYRTLE AVE QUEENS NY 11385
25253,50073023,THE LEROY HOUSE,2018,1.0,430 HUDSON ST MANHATTAN NY 10014
25255,50073027,K*CHICKEN,2018,1.0,528 9TH AVE MANHATTAN NY 10018
25257,50073031,SOUTH OF THE CLOUDS,2018,1.0,16 W 8TH ST MANHATTAN NY 10011
25259,50073038,CRIS JUICE BAR CORP.,2018,1.0,370 E 188TH ST BRONX NY 10458
25260,50073040,JUICEMINE,2018,1.0,4 MINTHORNE ST STATEN ISLAND NY 10301
25261,50073048,IPIZZA NY,2018,1.5,351 WEST 125TH STREET MANHATTAN NY 10027
25263,50073051,CORNER DELHI,2018,1.0,447 BERGEN ST BROOKLYN NY 11217
25265,50073053,THREE BROTHERS PIZZERIA & RESTAURANT,2018,1.0,813 VAN SICLEN AVE BROOKLYN NY 11207
25267,50073054,KRYSTAL BAR & LOUNGE,2018,1.0,1534 UNIVERSITY AVE BRONX NY 10452
25269,50073057,THE CAFE AT THE CHOCOLATE FACTORY (OGILVY),2018,2.0,638 11TH AVE MANHATTAN NY 10036
25270,50073061,JIMMY'S RESTAURANT,2018,2.0,4226 COLLEGE POINT BLVD QUEENS NY 11355
25271,50073062,SLICED BY HARLEM PIZZA CO.,2018,1.0,1215 AMSTERDAM AVE MANHATTAN NY 10027
25273,50073063,CROWN FRIED CHICKEN,2018,1.5,83 LIVONIA AVE BROOKLYN NY 11212
25275,50073066,KINGSTON 12 CARIBBEAN RESTAURANT,2018,1.0,81 5TH AVE BROOKLYN NY 11217
25276,50073073,WILD GINGER VEGAN BJQ,2018,1.0,182 N 10TH ST BROOKLYN NY 11211
25277,50073074,MUNCHIES,2018,1.0,6921 164TH ST QUEENS NY 11365
25279,50073078,ARTLOVERS,2018,2.0,180 9TH AVE MANHATTAN NY 10011
25280,50073080,BLEND LOUNGE,2018,1.0,12707 94TH AVE QUEENS NY 11418
25281,50073084,BAGEL & BAKERY NEW YORK,2018,1.0,15708 NORTHERN BLVD QUEENS NY 11354
25282,50073086,RICO'S CHICKEN POLLOS A LA BRASA,2018,1.0,14604 45TH AVE QUEENS NY 11355
25283,50073087,BLUESTONE LANE,2018,1.0,35 SPRING ST MANHATTAN NY 10012
25284,50073089,GOLDEN DRAGON RESTAURANT,2018,1.5,4413 NEW UTRECHT AVE BROOKLYN NY 11219
25286,50073091,EM VIETNAMESE,2018,1.0,1702 86TH ST BROOKLYN NY 11214
25288,50073099,BIRCH COFFEE,2018,1.0,884 9TH AVE MANHATTAN NY 10019
25289,50073100,BORIS & HORTON,2018,1.0,195 AVENUE A MANHATTAN NY 10009
25291,50073108,AREPALICIOUS,2018,1.0,13720 CROSSBAY BLVD QUEENS NY 11417
25293,50073113,EDDY'S FRESH BREAKFAST & LUNCH,2018,1.5,7509 WOODHAVEN BLVD QUEENS NY 11385
25294,50073115,SCARLATTO,2018,1.0,317 W 46TH ST MANHATTAN NY 10036
25295,50073118,JUICE PRESS,2018,2.0,113 FLATBUSH AVE BROOKLYN NY 11217
25296,50073129,THREE JEWELS,2018,1.0,5 E 3RD ST MANHATTAN NY 10003
25297,50073134,M.M. TEA CAFE,2018,1.0,5805 8TH AVE BROOKLYN NY 11220
25299,50073137,QQ BAKERY,2018,3.0,50 E BROADWAY MANHATTAN NY 10002
25301,50073141,NEW CHINA,2018,1.0,7419 METROPOLITAN AVE QUEENS NY 11379
25303,50073142,NEW LONG RIVER,2018,1.0,6104 5TH AVE BROOKLYN NY 11220
25305,50073143,JIANBING COMPANY,2018,2.0,600 11TH AVE MANHATTAN NY 10036
25307,50073144,KAHUNA WAVE,2018,2.0,43 CLINTON ST MANHATTAN NY 10002
25308,50073146,CROWN FRIED CHICKEN,2018,2.0,923 LIVONIA AVE BROOKLYN NY 11207
25310,50073150,TIFFANY & CO,2018,1.0,727 5TH AVE MANHATTAN NY 10022
25312,50073151,UMAI RAMEN,2018,1.0,6320 18TH AVE BROOKLYN NY 11204
