,ID,RESTAURANT NAME,INSPECTION YEAR,NUMBER OF CRITICAL VIOLATIONS,ADDRESS
27350,50080649,TURKO'S GRILL,2019,4.0,110 MOORE ST BROOKLYN NY 11206
27351,50080669,The Freckled Moose,2019,6.0,3317 31ST AVE QUEENS NY 11106
27352,50080673,RALPH'S FAMOUS ITALIAN ICES,2019,1.0,370 2ND AVE MANHATTAN NY 10010
27357,50080690,OLD MAN HUSTLE,2019,2.0,39 ESSEX ST MANHATTAN NY 10002
27359,50080708,THE VNYL,2019,3.0,100 3RD AVE MANHATTAN NY 10003
27361,50080719,THE WOODSTOCK,2019,5.0,446 W 14TH ST MANHATTAN NY 10014
27369,50080765,YOSMAILY'S JUICE BAR & CAFE,2019,1.0,906 E 180TH ST BRONX NY 10460
27374,50080780,KOKO WINGS,2019,2.0,248 W 106TH ST MANHATTAN NY 10025
27376,50080783,SPACE 194,2019,2.0,194 1ST AVE MANHATTAN NY 10009
27378,50080785,MATSU JAPANESE CUISINE,2019,5.0,483 COLUMBUS AVE MANHATTAN NY 10024
27385,50080853,TWIN DONUT,2019,3.0,1061 E TREMONT AVE BRONX NY 10460
27386,50080855,KING OF THE SEA,2019,1.0,1102 BEDFORD AVE BROOKLYN NY 11216
27393,50080882,DUNKIN DONUTS,2019,1.0,875 3RD AVE MANHATTAN NY 10022
27394,50080884,DUNKIN DONUTS,2019,1.0,1433 2ND AVE MANHATTAN NY 10021
27396,50080885,DUNKIN DONUTS,2019,1.0,51 E 34TH ST MANHATTAN NY 10016
27400,50080892,DUNKIN DONUTS / BASKIN ROBBINS,2019,1.0,25 W 43RD ST MANHATTAN NY 10036
27404,50080895,DUNKIN DONUTS,2019,1.0,309 W 57TH ST MANHATTAN NY 10019
27407,50080904,DI-JUICE,2019,1.0,24314 MERRICK BLVD QUEENS NY 11422
27409,50080911,COFFEE LAND,2019,1.0,833 FRANKLIN AVE BROOKLYN NY 11225
27413,50080918,KATANA KITTEN,2019,1.0,531 HUDSON ST MANHATTAN NY 10014
27414,50080925,MINI MARKET,2019,4.0,668 3RD AVE BROOKLYN NY 11232
27416,50080928,PICCOLO'S,2019,1.0,8774B BAY PKWY BROOKLYN NY 11214
27418,50080929,JADE CHINESE RESTAURANT,2019,1.0,688 SENECA AVE QUEENS NY 11385
27422,50080933,CREEP CITY NINJA BUBBLE TEA LLC,2019,2.0,265 GRAHAM AVE BROOKLYN NY 11206
27425,50080956,YI JIA KITCHEN,2019,1.0,14748 NORTHERN BLVD QUEENS NY 11354
27427,50080978,MARIANNA'S PIZZA,2019,2.0,11 HOLDEN BLVD STATEN ISLAND NY 10314
27429,50081016,HARISSA GRILL,2019,2.0,3030 47TH AVENUE QUEENS NY 11101
27432,50081025,CHAMPION COFFEE,2019,1.0,336 W 37TH ST MANHATTAN NY 10018
27435,50081051,LOS AMIGOS RESTAURANT,2019,1.0,674 E 180TH ST BRONX NY 10457
27438,50081064,SHOO SHOO NOLITA,2019,1.0,371 BROOME ST MANHATTAN NY 10013
27442,50081076,DIA,2019,3.0,58 2ND AVE MANHATTAN NY 10003
27446,50081086,KITTEN CAFE 627,2019,1.0,627 THROOP AVE BROOKLYN NY 11216
27453,50081136,THE BUREN,2019,2.0,1223 BROADWAY BROOKLYN NY 11221
27465,50081226,EDDIE'S NY DELI & PIZZA,2019,1.0,184 E 116TH ST MANHATTAN NY 10029
27466,50081233,FLAVOR'S HOUSE,2019,1.0,449 2ND AVE MANHATTAN NY 10010
27468,50081248,SKEWR KABOB KITCHEN,2019,2.0,34 E 23RD ST MANHATTAN NY 10010
27471,50081253,BAYWAY CATERING,2019,3.0,300 WESTERN AVE STATEN ISLAND NY 10303
27474,50081288,LUZZO'S,2019,1.0,4260 CRESCENT ST QUEENS NY 11101
27476,50081337,TIM HO WAN HELL'S KITCHEN,2019,1.0,610 9TH AVE MANHATTAN NY 10036
27480,50081357,ASIAN KING,2019,2.0,2827 CONEY ISLAND AVE BROOKLYN NY 11235
27481,50081358,TIA'S RESTAURANT,2019,2.0,635 BAY ST STATEN ISLAND NY 10304
27486,50081394,INTOXX FITNESS,2019,1.0,236 RICHMOND VALLEY RD STATEN ISLAND NY 10309
27491,50081416,GREEDY POT,2019,1.0,1944 ADAM CLAYTON POWELL JR BLVD MANHATTAN NY 10026
27505,50081505,BE IN GOOD HEALTH,2019,1.0,22717 MERRICK BLVD QUEENS NY 11413
27507,50081520,THE PALACE,2019,1.0,206 NASSAU AVE BROOKLYN NY 11222
27508,50081523,HANDSOME RICE,2019,2.0,133 E 31ST ST MANHATTAN NY 10016
27510,50081533,MELODY LANES,2019,1.0,461 37TH ST BROOKLYN NY 11232
27514,50081564,LALY'S RESTAURANT,2019,2.0,7519 ROOSEVELT AVE QUEENS NY 11372
27515,50081569,MINAMI SUSHI & BAR,2019,1.0,299 S 4TH ST BROOKLYN NY 11211
27518,50081577,PENGUIN ICE CREAM,2019,1.0,196 CANAL ST MANHATTAN NY 10013
27521,50081590,HENRY AT LIFE HOTEL,2019,3.0,19 W 31ST ST MANHATTAN NY 10001
27523,50081595,SUGAR FACTORY,2019,2.0,1991 BROADWAY MANHATTAN NY 10023
27527,50081611,HOT GINGER,2019,1.0,7332 BELL BLVD QUEENS NY 11364
27534,50081662,HEY DESSERT,2019,1.0,6024 7TH AVE BROOKLYN NY 11220
27541,50081701,LABADEE MANOIR RESTAURANT,2019,2.0,20713 JAMAICA AVE QUEENS NY 11428
27543,50081709,LOS CAFETALES RESTAURANT,2019,4.0,7817 ROOSEVELT AVE QUEENS NY 11372
27548,50081723,THE GREEN MONSTA,2019,2.0,1470 BROADWAY BROOKLYN NY 11221
27549,50081725,TERANGA TAC,2019,2.0,1280 5TH AVE MANHATTAN NY 10029
27551,50081726,KENNEDY FRIED CHICKEN & PIZZERIA,2019,2.0,952 LONGWOOD AVE BRONX NY 10459
27552,50081732,CELIA'S RESTAURANT,2019,1.0,138 W FORDHAM RD BRONX NY 10468
27553,50081737,SUSHI RYUSEI,2019,1.0,216 E 39TH ST MANHATTAN NY 10016
27556,50081779,CHIRP,2019,2.0,369 W 34TH ST MANHATTAN NY 10001
27557,50081793,WISEFISH,2019,1.0,412 GREENWICH ST MANHATTAN NY 10013
27559,50081796,AUDREY BAKERY & CAFE,2019,1.0,174 CANAL ST MANHATTAN NY 10013
27564,50081834,BAYA BAR,2019,1.0,3830 RICHMOND AVE STATEN ISLAND NY 10312
27566,50081836,CHEF PHO & PEKING ROAST DUCK,2019,1.0,858 8TH AVE MANHATTAN NY 10019
27567,50081839,DARNA,2019,1.0,2415 STEINWAY ST QUEENS NY 11103
27570,50081898,JAN CHI MA EUL,2019,1.0,4165 BOWNE ST QUEENS NY 11355
27571,50081928,SALIS CAFE,2019,2.0,1543 BROADWAY BROOKLYN NY 11221
27572,50081955,Stand Up Cafe,2019,2.0,7215 18TH AVE BROOKLYN NY 11204
27575,50081964,C Lounge Restaurant & Hookah Bar,2019,1.0,14 AVENUE C MANHATTAN NY 10009
27578,50081979,PUEBLA PUEBLA BAR RESTAURANT,2019,1.0,42-18A JUNCTION BLVD QUEENS NY 11368
27581,50082054,CABANA BREEZE,2019,4.0,13501 LEFFERTS BLVD QUEENS NY 11420
27584,50082093,PITKINS FISH & CHICKEN,2019,1.0,288 UTICA AVE BROOKLYN NY 11213
27586,50082095,HORTUS NYC,2019,4.0,271 5TH AVE MANHATTAN NY 10016
27587,50082096,CITY CAFE GRILL & BAR,2019,1.0,6714 FRESH POND RD QUEENS NY 11385
27589,50082114,ANGELITOS DE NOCHE,2019,2.0,263 KINGS HWY BROOKLYN NY 11223
27590,50082129,AVANT GARDENER,2019,1.0,111 GARDNER AVE BROOKLYN NY 11237
27597,50082144,JIAN BING MAN,2019,2.0,11 W 32ND ST MANHATTAN NY 10001
27600,50082150,SPOT DESSERT BAR,2019,1.0,11 W 32ND ST MANHATTAN NY 10001
27602,50082152,PELICANA CHICKEN,2019,2.0,11 W 32ND ST MANHATTAN NY 10001
27604,50082191,T-SWIRL CREPE,2019,1.0,4008 UNION ST QUEENS NY 11354
27612,50082236,SUBWAY,2019,2.0,18118 HILLSIDE AVE QUEENS NY 11432
27617,50082270,PRINCESOS NY,2019,1.0,1506B SAINT NICHOLAS AVE MANHATTAN NY 10033
27618,50082272,BRITISH CARIBBEAN RESTAURANT,2019,1.0,2920 BEVERLEY RD BROOKLYN NY 11226
27622,50082310,INTOXX FITNESS,2019,1.0,3295 AMBOY RD STATEN ISLAND NY 10306
27626,50082359,EMMY SQUARED,2019,3.0,83 1ST AVE MANHATTAN NY 10003
27629,50082364,CROWN FRIED CHICKEN,2019,1.0,3402 CHURCH AVE BROOKLYN NY 11203
27631,50082367,YSAM,2019,1.0,3451 BROADWAY MANHATTAN NY 10031
27632,50082369,VIVI BUBBLE TEA,2019,2.0,8508 5TH AVE BROOKLYN NY 11209
27637,50082400,BARDOLINO PIZZA II,2019,2.0,411 AMSTERDAM AVE MANHATTAN NY 10024
27639,50082404,A AND K RESTAURANT,2019,1.0,4408 3RD AVE BROOKLYN NY 11220
27643,50082409,CRUST NYC,2019,1.0,3909 47TH AVE QUEENS NY 11104
27645,50082419,EFFY'S KITCHEN,2019,2.0,1393B 2ND AVE MANHATTAN NY 10021
27649,50082451,ACASA LA MOLDOVA,2019,2.0,1827 CONEY ISLAND AVE BROOKLYN NY 11230
27655,50082483,PARIS BAGUETTE,2019,2.0,8816 NORTHERN BLVD QUEENS NY 11372
27656,50082484,TEAZZI TEA SHOP,2019,1.0,47 W 14TH ST MANHATTAN NY 10011
27659,50082493,JARABACOA BAR & RESTAURANT,2019,1.0,8909 139TH ST QUEENS NY 11435
27665,50082528,FOOD PASSION,2019,1.0,1200 LEXINGTON AVE MANHATTAN NY 10028
27667,50082539,FACTORY 380,2019,1.0,380 3RD AVE MANHATTAN NY 10016
27671,50082565,PERFECT TASTE,2019,1.0,51B CANAL ST MANHATTAN NY 10002
27674,50082604,MIDDLE VILLAGE BAGELS,2019,1.0,7916 ELIOT AVE QUEENS NY 11379
27677,50082613,NEW GOLDEN BAY RESTAURANT,2019,1.0,2144 86TH ST BROOKLYN NY 11214
27680,50082627,CHURRO CONE,2019,2.0,131 AVENUE A MANHATTAN NY 10009
27683,50082677,WOO SOHO,2019,1.0,206 SPRING ST MANHATTAN NY 10012
27688,50082707,HUI RESTAURANT AND BAR,2019,3.0,314 E 70TH ST MANHATTAN NY 10021
27692,50082765,KACHE RESTAURANT AND LOUNGE,2019,1.0,2192 FLATBUSH AVE BROOKLYN NY 11234
27694,50082789,SABOR RESTAURANT & BAKERY,2019,2.0,1520 COLLEGE POINT BLVD QUEENS NY 11356
27695,50082801,SUDELL RESTAURANT AND BAKERY,2019,2.0,1214 ROGERS AVE BROOKLYN NY 11226
27696,50082812,SPACE KARAOKE,2019,1.0,34 W 32ND ST MANHATTAN NY 10001
27703,50082843,BRAVEN BREWING COMPANY,2019,2.0,52 HARRISON PL BROOKLYN NY 11237
27705,50082858,BO NOODLE HOUSE,2019,5.0,3907 PRINCE ST QUEENS NY 11354
27706,50082869,SUGAR FREAK,2019,2.0,3711 30TH AVE QUEENS NY 11103
27707,50082888,PEKING TASTE,2019,2.0,240 PAGE AVE STATEN ISLAND NY 10307
27710,50082901,BAR VELO,2019,1.0,394 BROADWAY BROOKLYN NY 11211
27715,50082931,IL MELOGRANO,2019,1.0,501 W 51ST ST MANHATTAN NY 10019
27716,50082933,THIS IS SOFIVE,2019,1.0,2021 PITKIN AVE BROOKLYN NY 11207
27718,50082939,HACHIBEI,2019,1.0,238 E 53RD ST MANHATTAN NY 10022
27720,50082940,BLOSSOM GARDEN,2019,5.0,13505 40TH RD QUEENS NY 11354
27723,50082952,JUN BO RESTAURANT,2019,1.0,3712 E TREMONT AVE BRONX NY 10465
27729,50082986,CHIN CHIN THAI KITCHEN,2019,1.0,5717 ROOSEVELT AVE QUEENS NY 11377
27731,50082993,MIAS BAKERY TIMES SQUARE,2019,1.0,716 7TH AVE MANHATTAN NY 10036
27732,50082996,NY 99 CENTS PIZZA,2019,1.0,109B LAFAYETTE ST MANHATTAN NY 10013
27739,50083043,UNO CHICAGO GRILL,2019,2.0,432 COLUMBUS AVE MANHATTAN NY 10024
27745,50083071,AMERICAN FIESTA RESTAURANT,2019,4.0,120 E 144TH ST BRONX NY 10451
27749,50083089,BUONA NOTTE,2019,3.0,120 MULBERRY ST MANHATTAN NY 10013
27750,50083109,THERE,2019,3.0,154 ORCHARD ST MANHATTAN NY 10002
27752,50083116,THE GREAT CABIN,2019,2.0,205 E 4TH ST MANHATTAN NY 10009
27754,50083132,Reception Bar,2019,1.0,45 ORCHARD ST MANHATTAN NY 10002
27755,50083140,SERENGETI TEAS & SPICES,2019,1.0,22 E 125TH ST MANHATTAN NY 10035
27760,50083171,AUNT JAKE'S,2019,4.0,149 MULBERRY ST MANHATTAN NY 10013
27762,50083173,BLUE COLLAR,2019,1.0,1544 DEKALB AVE BROOKLYN NY 11237
27765,50083186,ROCKEFELLER UNIVERSITY - EMPLOYEE DINING,2019,2.0,1248 YORK AVE MANHATTAN NY 10065
27773,50083241,COBBLE & CO,2019,1.0,19 FULTON ST MANHATTAN NY 10038
27775,50083245,LIGHTHOUSE DINER,2019,1.0,7506 3RD AVE BROOKLYN NY 11209
27782,50083271,COMPANION SHAKA SHAKA TIKI,2019,2.0,64 6TH AVE BROOKLYN NY 11217
27785,50083286,EL SANTO TAQIERIA,2019,4.0,1053 FLUSHING AVE BROOKLYN NY 11237
27788,50083295,TROPIKS BAR GRILL,2019,1.0,422 UTICA AVE BROOKLYN NY 11213
27789,50083296,PLAYBOY CLUB NYC,2019,1.0,512 W 42ND ST MANHATTAN NY 10036
27790,50083312,LOUISIANA FAMOUS FRIED CHICKEN,2019,1.0,1706 CHURCH AVE BROOKLYN NY 11226
27791,50083317,MERIENDA SNACK BAR,2019,3.0,2192 AMSTERDAM AVE MANHATTAN NY 10032
27796,50083344,RICO CHIMI,2019,1.0,8001 ATLANTIC AVE QUEENS NY 11421
27803,50083399,SUYO GASTROFUSION,2019,1.0,1401 PLAZA DRIVE BRONX NY 10452
27804,50083409,ADDA,2019,1.0,3131 THOMSON AVE QUEENS NY 11101
27806,50083431,ILYUSHA YAKUBOV,2019,3.0,2279 STEINWAY ST QUEENS NY 11105
27811,50083456,BURGERIM,2019,1.0,518 86TH ST BROOKLYN NY 11209
27812,50083457,BAP,2019,1.0,516A 3RD AVE MANHATTAN NY 10016
27816,50083472,HILLTOP PARK ALEHOUSE,2019,5.0,3821 BROADWAY MANHATTAN NY 10032
27824,50083527,OOH LALA RESTAURANT & BAKERY,2019,1.0,363 UTICA AVE BROOKLYN NY 11213
27828,50083552,CARIBBEAN FLAVA,2019,3.0,393 NEW LOTS AVE BROOKLYN NY 11207
27837,50083596,AGAVI,2019,2.0,605B W 27TH ST MANHATTAN NY 10001
27839,50083599,COUSINS' PIZZA & PASTA,2019,1.0,3579 E TREMONT AVE BRONX NY 10465
27840,50083612,ARBY'S,2019,2.0,2059 BARTOW AVE BRONX NY 10475
27842,50083629,CMX-CINEBISTRO,2019,3.0,400 E 62ND ST MANHATTAN NY 10065
27843,50083634,BURGERIM & TCBY,2019,3.0,16216 UNION TPKE QUEENS NY 11366
27847,50083662,ONLY RARE NYC,2019,1.0,22913 MERRICK BLVD QUEENS NY 11413
27855,50083708,COUSINS MAINE LOBSTER,2019,1.0,77 LEXINGTON AVE MANHATTAN NY 10010
27858,50083730,TORI BEI,2019,2.0,276 5TH AVE BROOKLYN NY 11215
27860,50083738,GOLDEN CAKES & BAKES,2019,1.0,24106 HILLSIDE AVE QUEENS NY 11426
27862,50083747,RAYONS CARIBBEAN & INTERNATIONAL RESTAURANT,2019,4.0,3003A WEBSTER AVE BRONX NY 10458
27866,50083752,MI NOODLES,2019,1.0,391 2ND AVE MANHATTAN NY 10010
27867,50083753,ARZU RESTAURANT,2019,4.0,10105 QUEENS BLVD QUEENS NY 11375
27869,50083758,AMSTERDAM CAFE,2019,1.0,481 AMSTERDAM AVE MANHATTAN NY 10024
27872,50083782,STINGRAY'S,2019,1.0,2150 5TH AVE MANHATTAN NY 10037
27875,50083787,D & B Restaurant II,2019,1.0,74A WESTERVELT AVE STATEN ISLAND NY 10301
27882,50083813,AZTLAN,2019,1.0,4506 30TH AVE QUEENS NY 11103
27886,50083838,PETISCO BRAZUCA,2019,1.0,833 DEKALB AVE BROOKLYN NY 11221
27888,50083864,DIM SUM PALACE,2019,2.0,59 2ND AVE MANHATTAN NY 10003
27897,50083909,C LOUNGE,2019,6.0,1186 EVERGREEN AVE BRONX NY 10472
27905,50083966,MI CASITA LOUNGE,2019,1.0,264 SOUNDVIEW AVE BRONX NY 10473
27910,50083987,YUMMY BUNS,2019,1.0,14254 ROOSEVELT AVE QUEENS NY 11354
27912,50083998,BROOKLYN PERK,2019,1.0,605 FLATBUSH AVE BROOKLYN NY 11225
27915,50084009,ICHIRAN TIMES SQUARE,2019,1.0,152 W 49TH ST MANHATTAN NY 10019
27917,50084015,TILT LOUNGE,2019,2.0,13115 JAMAICA AVE QUEENS NY 11418
27921,50084035,101BROOKLYN DISCO BAR,2019,2.0,134 METROPOLITAN AVE BROOKLYN NY 11249
27926,50084060,PURE GREEN,2019,1.0,1035 3RD AVE MANHATTAN NY 10065
27929,50084075,YONGGOONG KALKOOKSOO,2019,2.0,16324 NORTHERN BLVD QUEENS NY 11358
27933,50084089,WINGSTOP,2019,2.0,700 UTICA AVE BROOKLYN NY 11203
27934,50084090,ACENTO LATIN KITCHEN & BAR,2019,1.0,3306 DITMARS BLVD QUEENS NY 11105
27937,50084100,CASA CONTE,2019,2.0,257 COLUMBIA ST BROOKLYN NY 11231
27939,50084102,LOS GIRASOLES BAKERY,2019,1.0,690 5TH AVE BROOKLYN NY 11215
27943,50084119,BLKSQ,2019,1.0,44 9TH AVE MANHATTAN NY 10011
27944,50084127,THE CHAI SPOT,2019,2.0,156 MOTT ST MANHATTAN NY 10013
27946,50084131,CASA RUBIO CAFE,2019,1.0,2517 ASTORIA BLVD QUEENS NY 11102
27962,50084228,NUTELLA CAFE,2019,1.0,116 UNIVERSITY PL MANHATTAN NY 10003
27964,50084238,PLANET WINGS,2019,2.0,45 PAGE AVE STATEN ISLAND NY 10309
27965,50084239,E'S BAR MORNINGSIDE HEIGHTS,2019,2.0,2888 BROADWAY MANHATTAN NY 10025
27966,50084249,SHAKE SHACK/FUSCO,2019,1.0,TERMINAL B LAGUARDIA AIRPORT QUEENS NY 11369
27967,50084252,LA CHULA,2019,1.0,TERMINAL B LAGUARDIA AIRPORT QUEENS NY 11369
27968,50084256,JAPAN VILLAGE,2019,1.0,934 3RD AVE BROOKLYN NY 11232
27970,50084262,PARKSIDE CREAMERY,2019,1.0,676 FLATBUSH AVE BROOKLYN NY 11225
27973,50084307,SWEET INTENTIONS,2019,2.0,306A COURT ST BROOKLYN NY 11231
27980,50084337,AREPA LADY,2019,2.0,7717 37TH AVE QUEENS NY 11372
27983,50084346,GLOU,2019,1.0,406 ROGERS AVE BROOKLYN NY 11225
27989,50084369,NITEHAWK CINEMA,2019,1.0,188 PROSPECT PARK W BROOKLYN NY 11215
27990,50084379,CD RESTAURANT & BAR,2019,2.0,21721 JAMAICA AVE QUEENS NY 11428
27993,50084397,GRAND CANYON RESTAURANT,2019,1.0,143 MONTAGUE ST BROOKLYN NY 11201
27997,50084405,PICO DE GALLO RESTAURANT,2019,1.0,2233 GRAND CONCOURSE BRONX NY 10453
27998,50084407,EL FOGON DOMINICANO RESTAURANT,2019,1.0,1410 MORRIS AVE BRONX NY 10456
28002,50084420,THE HIVE,2019,2.0,119 KENT AVE BROOKLYN NY 11249
28008,50084446,PORTUGRILL,2019,1.0,1215 LEXINGTON AVE MANHATTAN NY 10028
28009,50084463,TETA'S KITCHEN,2019,2.0,2802 21ST ST QUEENS NY 11102
28014,50084490,ULUH,2019,5.0,152 2ND AVE MANHATTAN NY 10003
28016,50084495,SAVOR POR FAVOR,2019,3.0,157 2ND AVE MANHATTAN NY 10003
28019,50084510,ATLAS KITCHEN,2019,2.0,258 W 109TH ST MANHATTAN NY 10025
28022,50084540,BOMBAY CHOWK,2019,6.0,1378 1ST AVE MANHATTAN NY 10021
28023,50084541,TILTZ SPORTS BAR & ARCADE,2019,1.0,942 FLUSHING AVE BROOKLYN NY 11206
28024,50084544,THAI STREET,2019,1.0,31 E 21ST ST MANHATTAN NY 10010
28027,50084553,DESDEMONA,2019,2.0,790 METROPOLITAN AVE BROOKLYN NY 11211
28033,50084571,YANNI'S COFFEE,2019,1.0,96 7TH AVE MANHATTAN NY 10011
28034,50084573,ROLLN,2019,1.0,38 E 23RD ST MANHATTAN NY 10010
28038,50084614,CAFE - BAR LAIKA,2019,1.0,224 GREENE AVE BROOKLYN NY 11238
28040,50084623,HAPPY GARDEN,2019,3.0,17 DIVISION ST MANHATTAN NY 10002
28045,50084667,LA NONNA KRISPY KRUST PIZZA,2019,1.0,175 KENT AVE BROOKLYN NY 11249
28046,50084669,ELEA,2019,1.0,217 W 85TH ST MANHATTAN NY 10024
28049,50084675,HO WAH CHINA WOK INC,2019,1.0,19519 JAMAICA AVE QUEENS NY 11423
28051,50084680,SOIGNE,2019,2.0,486 6TH AVE BROOKLYN NY 11215
28058,50084694,TIA JULIA RESTAURANT,2019,1.0,4008 CASE ST QUEENS NY 11373
28059,50084696,FRESH N FROZEN,2019,1.0,5725A ROOSEVELT AVE QUEENS NY 11377
28061,50084712,THE INDEPENDENT,2019,1.0,147 W 40TH ST MANHATTAN NY 10018
28070,50084749,TOFU BOX,2019,2.0,632 GRAND ST BROOKLYN NY 11211
28072,50084757,TROPIC BOWL,2019,1.0,45 1ST AVE MANHATTAN NY 10003
28075,50084763,FLAMING GRILL & SUPREME BUFFET,2019,1.0,1501 FOREST AVE STATEN ISLAND NY 10302
28076,50084765,SHANGHAI DUMPLING,2019,1.0,100 MOTT ST MANHATTAN NY 10013
28079,50084779,SUSHI WEN,2019,1.0,856 CASTLETON AVE STATEN ISLAND NY 10310
28083,50084796,INDIAN TANDOOR OVEN,2019,2.0,175 E 83RD ST MANHATTAN NY 10028
28084,50084799,HAANDI,2019,1.0,113 LEXINGTON AVE MANHATTAN NY 10016
28086,50084802,NAMASTE,2019,2.0,13110 ROCKAWAY BLVD QUEENS NY 11420
28088,50084811,DIAMOND BLUE,2019,4.0,13143 41ST AVE QUEENS NY 11355
28098,50084878,HUNAN WEST,2019,1.0,6165 STRICKLAND AVE BROOKLYN NY 11234
28100,50084884,THE RICHMOND,2019,3.0,695 BAY ST STATEN ISLAND NY 10304
28106,50084942,UMAN PIZZA,2019,1.0,1919 AVENUE M BROOKLYN NY 11230
28107,50084943,TOBY'S ESTATE COFFEE BUSHWICK,2019,2.0,8 WILSON AVE BROOKLYN NY 11237
28114,50084987,TASTY GARDEN,2019,2.0,6415 20TH AVE BROOKLYN NY 11204
28115,50084991,KRAZY PIZZA AND WINGS,2019,1.0,956 BROADWAY BROOKLYN NY 11221
28120,50085020,CLIPPER COFFEE,2019,1.0,274 CITY ISLAND AVE BRONX NY 10464
28124,50085035,JJ KINAHAN'S,2019,4.0,757 6TH AVE MANHATTAN NY 10010
28125,50085054,PUNTO DE SABOR EXPRESS,2019,2.0,200A WEST 231 STREET BRONX NY 10463
28126,50085055,NAI TAPAS,2019,2.0,85 2ND AVE MANHATTAN NY 10003
28127,50085068,NUEVO DON FRANCISCO RESTAURANT,2019,1.0,4056 JUNCTION BLVD QUEENS NY 11368
28129,50085071,TOTTO RAMEN,2019,1.0,3809 UNION ST QUEENS NY 11354
28133,50085096,THE HUNTRESS BAR,2019,2.0,2403 41ST AVE QUEENS NY 11101
28134,50085099,MR. THAI,2019,2.0,5742 MYRTLE AVE QUEENS NY 11385
28135,50085102,FIRE AND WATER,2019,1.0,111 E 7TH ST MANHATTAN NY 10009
28137,50085107,TEEMO BUBBLE TEA,2019,1.0,5915 4TH AVE BROOKLYN NY 11220
28138,50085108,MJ SMITH FOOD & SPIRITS,2019,2.0,9 E 45TH ST MANHATTAN NY 10017
28139,50085113,SAMANTHA'S GRILL AND CAFE,2019,1.0,480 TARGEE ST STATEN ISLAND NY 10304
28140,50085117,XIN CHENG NOODLE,2019,2.0,1946 86TH ST BROOKLYN NY 11214
28142,50085123,NACHO MACHO TACO,2019,1.0,591 KNICKERBOCKER AVE BROOKLYN NY 11221
28143,50085124,ROMEO'S ITALIAN RISTORANTE,2019,1.0,7427 37TH AVE QUEENS NY 11372
28147,50085148,BEST PIZZA II,2019,1.0,1140 1ST AVE MANHATTAN NY 10065
28148,50085152,JUDY'S,2019,1.0,4022 5TH AVE BROOKLYN NY 11232
28150,50085170,AZTECA MAYA RESTAURANT,2019,1.0,351 RIDGEWOOD AVE BROOKLYN NY 11208
28151,50085171,BENSONHURST CAFE CORP,2019,3.0,211 KINGS HWY BROOKLYN NY 11223
28152,50085173,GOSSIP HOUSE,2019,3.0,14746 NORTHERN BLVD QUEENS NY 11354
28154,50085183,ANTHONY'S PIZZA,2019,2.0,715 MORRIS PARK AVE BRONX NY 10462
28156,50085185,DUN HUANG EAST VILLAGE,2019,1.0,320 LEXINGTON AVE MANHATTAN NY 10016
28161,50085243,CHAM THAI CUISINE,2019,1.0,881 WOODWARD AVE QUEENS NY 11385
28163,50085250,NINOS AQ,2019,1.0,3501 DITMARS BLVD QUEENS NY 11105
28165,50085255,YUNSHANG RICE NOODLE HOUSE,2019,1.0,53 Bayard St MANHATTAN NY 10013
28169,50085326,GUPSHUP,2019,1.0,113 E 18TH ST MANHATTAN NY 10003
28170,50085329,KUSHI IZAKAYA RESTAURANT,2019,1.0,1934 86TH ST BROOKLYN NY 11214
28173,50085342,AMC STATEN ISLAND 11,2019,1.0,2655 RICHMOND AVE STATEN ISLAND NY 10314
28178,50085352,RAICES,2019,2.0,565 W 207TH ST MANHATTAN NY 10034
28180,50085358,MAHJONG CAFE,2019,2.0,3836 BELL BLVD QUEENS NY 11361
28182,50085366,MR. WISH,2019,1.0,122 BEDFORD AVE BROOKLYN NY 11249
28183,50085368,YINXIANG INTERNET CAFE,2019,2.0,13528 40TH RD QUEENS NY 11354
28189,50085402,OMG PIZZARIA,2019,1.0,1307 MYRTLE AVE BROOKLYN NY 11221
28195,50085424,TAAM TOV RESTAURANT,2019,1.0,41 W 47TH ST MANHATTAN NY 10036
28196,50085433,QUANTUM LEAP,2019,2.0,1103 1ST AVE MANHATTAN NY 10065
28198,50085435,PATRICK'S,2019,5.0,259 W 42ND ST MANHATTAN NY 10036
28199,50085437,DOMINICAN FLAVORS,2019,1.0,145 BRUCKNER BLVD BRONX NY 10454
28200,50085438,HANGAR ASTORIA BAR & GRILL,2019,2.0,2843 STEINWAY ST QUEENS NY 11103
28202,50085445,ECOWAS KITCHEN (AMALA JUNCTION),2019,1.0,1039 BELMONT AVE BROOKLYN NY 11208
28205,50085457,SWEET BREEZ AFRICAN RESTAURANT,2019,1.0,2857 WHITE PLAINS RD BRONX NY 10467
28206,50085465,DIVINE EXPRESS CATERING,2019,1.0,992 ATLANTIC AVE BROOKLYN NY 11238
28210,50085477,DEVON,2019,1.0,252 BROOME ST MANHATTAN NY 10002
28212,50085483,PANDA GARDEN,2019,1.0,21510 NORTHERN BLVD QUEENS NY 11361
28216,50085500,NEW YUMMY BAKERY,2019,2.0,5010 8TH AVE BROOKLYN NY 11220
28218,50085504,KHABAR GHOR,2019,1.0,473 MCDONALD AVE BROOKLYN NY 11218
28221,50085513,LEMONSHARK POKE,2019,3.0,723 3RD AVE MANHATTAN NY 10017
28222,50085523,92ND STREET CAFE @ MARRIOTT,2019,4.0,410 E 92ND ST MANHATTAN NY 10128
