,ID,RESTAURANT NAME,BOROUGH,BUILDING,STREET,ZIPCODE,INSPECTION YEAR,GRADE,NUMBER OF CRITICAL VIOLATIONS
10268,41625337,C & J II JAMAICAN RESTAURANT & BAKERY,BROOKLYN,875,FLATBUSH AVENUE,11226,2018,0,2.5
10269,41625562,NEW CHEF HONG KITCHEN,STATEN ISLAND,55,VICTORY BOULEVARD,10301,2018,0,1.0
10270,41625654,PICCOLI TRATTORIA,BROOKLYN,522,6 AVENUE,11215,2018,0,2.0
10271,41625714,JJ BAR & BISTRO,QUEENS,15417,ROOSEVELT AVENUE,11354,2018,0,2.0
10272,41625825,224TH CORNER RESTAURANT & BAKERY,BRONX,707,e 224 st,10466,2018,0,1.0
10273,41625945,WOLFGANG'S STEAKHOUSE,MANHATTAN,620,8 AVENUE,10018,2019,0,1.0
10274,41626013,BLOCKHEADS,MANHATTAN,175,WEST   90 STREET,10024,2018,0,1.0
10275,41626037,NO FUN,MANHATTAN,161,LUDLOW STREET,10002,2018,0,2.0
10276,41626109,ALLSWELL,BROOKLYN,124,BEDFORD AVENUE,11249,2018,0,2.0
10277,41626109,ALLSWELL,BROOKLYN,124,BEDFORD AVENUE,11249,2019,0,1.0
10278,41626438,THE SPOTTED DOG,MANHATTAN,1154,1 AVENUE,10065,2018,0,1.5
10279,41626466,THE FLAT,BROOKLYN,308,HOOPER STREET,11211,2018,0,1.5
10280,41626466,THE FLAT,BROOKLYN,308,HOOPER STREET,11211,2019,0,1.0
10281,41626583,FISHERMAN'S COVE,BROOKLYN,1122,EASTERN PARKWAY,11213,2018,0,1.0
10282,41626598,SAL'S FAMILY PIZZA,MANHATTAN,384,BROOME STREET,10013,2018,0,1.0
10283,41626598,SAL'S FAMILY PIZZA,MANHATTAN,384,BROOME STREET,10013,2019,0,2.0
10284,41626630,DL,MANHATTAN,95,DELANCEY STREET,10002,2018,0,1.0
10285,41626630,DL,MANHATTAN,95,DELANCEY STREET,10002,2019,0,2.0
10286,41626713,PERA SOHO,MANHATTAN,54,THOMPSON STREET,10012,2018,0,1.0
10287,41626723,Y & Y BAKERY,BROOKLYN,6306,14 AVENUE,11219,2018,0,1.0
10288,41626723,Y & Y BAKERY,BROOKLYN,6306,14 AVENUE,11219,2019,0,1.0
10289,41626743,LENOX COFFEE,MANHATTAN,60,WEST  129 STREET,10027,2018,0,1.0
10290,41626893,OAK & IRON,BROOKLYN,147,FRANKLIN STREET,11222,2018,0,1.0
10291,41626911,FENG MAO BBQ,QUEENS,13688,ROOSEVELT AVENUE,11354,2018,0,2.5
10292,41626921,CARIBBEAN TOP GRILL,BROOKLYN,2077,NOSTRAND AVENUE,11210,2018,0,1.0
10293,41626921,CARIBBEAN TOP GRILL,BROOKLYN,2077,NOSTRAND AVENUE,11210,2019,0,2.0
10294,41627061,XE MAY,MANHATTAN,96,ST MARKS PLACE,10009,2019,0,1.0
10295,41627123,WALTER'S/KARASU,BROOKLYN,166,DEKALB AVENUE,11217,2018,0,1.0
10296,41627133,CHINA WOK,BRONX,3431,BOSTON ROAD,10469,2018,0,1.0
10297,41627201,FANCY GIRL CATERING,MANHATTAN,415,WEST   13 STREET,10014,2018,0,1.0
10298,41627201,FANCY GIRL CATERING,MANHATTAN,415,WEST   13 STREET,10014,2019,0,1.0
10299,41627202,DUNKIN' DONUTS,BROOKLYN,1700,CHURCH AVENUE,11226,2018,0,1.0
10300,41627217,ANJAPPAR,MANHATTAN,116,LEXINGTON AVENUE,10016,2018,0,2.0
10301,41627290,KELLY D JAMAICAN AND AMERICAN RESTAURANT,QUEENS,11050,SUTPHIN BOULEVARD,11435,2018,0,1.0
10302,41627315,CHIPOTLE MEXICAN GRILL,MANHATTAN,281,BROADWAY,10007,2018,0,1.0
10303,41627325,NEW H.K. TEA AND SUSHI,BROOKLYN,2033,86 STREET,11214,2018,0,2.0
10304,41627325,NEW H.K. TEA AND SUSHI,BROOKLYN,2033,86 STREET,11214,2019,0,1.0
10305,41627341,SUBWAY,BRONX,3683,BRUCKNER BOULEVARD,10461,2018,0,1.0
10306,41627341,SUBWAY,BRONX,3683,BRUCKNER BOULEVARD,10461,2019,0,1.0
10307,41627431,LUU'S  BAGUETTE,MANHATTAN,134,EAST   26 STREET,10010,2018,0,1.0
10308,41627484,BAGEL EXPRESS,MANHATTAN,347,LEXINGTON AVENUE,10016,2018,0,1.0
10309,41627484,BAGEL EXPRESS,MANHATTAN,347,LEXINGTON AVENUE,10016,2019,0,1.0
10310,41627520,EL FOGON COSTENO RESTAURANT.,QUEENS,10912,NORTHERN BOULEVARD,11368,2018,0,2.0
10311,41627520,EL FOGON COSTENO RESTAURANT.,QUEENS,10912,NORTHERN BOULEVARD,11368,2019,0,2.0
10312,41627640,SELAMAT PAGI,BROOKLYN,152,DRIGGS AVENUE,11222,2018,0,2.0
10313,41627762,PICCOLINO,STATEN ISLAND,3935,AMBOY ROAD,10308,2018,0,2.0
10314,41627769,JOHNNY'S RESTAURANT BAR & LOUNGE,QUEENS,10709,ROCKAWAY BOULEVARD,11417,2018,0,5.0
10315,41627819,JACOB'S PICKLES,MANHATTAN,509,AMSTERDAM AVENUE,10024,2018,0,1.0
10316,41627819,JACOB'S PICKLES,MANHATTAN,509,AMSTERDAM AVENUE,10024,2019,0,2.0
10317,41627867,DAVIDSTEA,MANHATTAN,275,BLEECKER STREET,10014,2018,0,3.0
10318,41627867,DAVIDSTEA,MANHATTAN,275,BLEECKER STREET,10014,2019,0,1.0
10319,41627949,ALGONQUIN HOTEL/BLUE BAR,MANHATTAN,59,WEST   44 STREET,10036,2018,0,2.0
10320,41627984,JOUVAY NIGHT CLUB,QUEENS,14702,LIBERTY AVENUE,11435,2018,0,3.0
10321,41627996,LA COLOMBE,MANHATTAN,400,LAFAYETTE STREET,10003,2018,0,1.0
10322,41627996,LA COLOMBE,MANHATTAN,400,LAFAYETTE STREET,10003,2019,0,1.0
10323,41628099,LLOYD'S CARROT CAKE,MANHATTAN,1553,LEXINGTON AVENUE,10029,2019,0,2.0
10324,41628216,OVI'S PLACE,BROOKLYN,2925,AVENUE H,11210,2018,0,2.0
10325,41628216,OVI'S PLACE,BROOKLYN,2925,AVENUE H,11210,2019,0,2.0
10326,41628219,GT RICEBOWL RESTAURANT AND LOUNGE,QUEENS,11409,LIBERTY AVENUE,11419,2018,0,1.0
10327,41628343,ASIAN TASTE 86,QUEENS,8610,WHITNEY AVENUE,11373,2018,0,1.0
10328,41628343,ASIAN TASTE 86,QUEENS,8610,WHITNEY AVENUE,11373,2019,0,1.0
10329,41628345,DAVIDSTEA,MANHATTAN,1124,3 AVENUE,10065,2018,0,1.0
10330,41628361,THE AINSWORTH,MANHATTAN,121,FULTON STREET,10038,2018,0,1.0
10331,41628361,THE AINSWORTH,MANHATTAN,121,FULTON STREET,10038,2019,0,2.0
10332,41628404,F.OTTOMANELLI BURGERS & BELGIUM FRIES,QUEENS,6015,WOODSIDE AVENUE,11377,2018,0,1.0
10333,41628404,F.OTTOMANELLI BURGERS & BELGIUM FRIES,QUEENS,6015,WOODSIDE AVENUE,11377,2019,0,1.0
10334,41628421,KFC,MANHATTAN,1922,3 AVENUE,10029,2018,0,4.0
10335,41628424,KFC,QUEENS,1312,BEACH CHANNEL DRIVE,11691,2018,0,1.0
10336,41628425,SIENTASE DE MARAVILLA (herbal life),BRONX,1572,WATSON AVENUE,10472,2019,0,1.0
10337,41628427,KFC,BROOKLYN,1040,BEDFORD AVENUE,11205,2018,0,1.0
10338,41628427,KFC,BROOKLYN,1040,BEDFORD AVENUE,11205,2019,0,1.0
10339,41628432,KFC,QUEENS,14004,QUEENS BOULEVARD,11435,2019,0,1.0
10340,41628435,KFC,BROOKLYN,1667,PITKIN AVENUE,11212,2018,0,1.0
10341,41628435,KFC,BROOKLYN,1667,PITKIN AVENUE,11212,2019,0,2.0
10342,41628443,KFC,QUEENS,11705,FRANCIS LEWIS BOULEVARD,11411,2018,0,1.5
10343,41628443,KFC,QUEENS,11705,FRANCIS LEWIS BOULEVARD,11411,2019,0,1.0
10344,41628456,KFC,MANHATTAN,707,LENOX AVENUE,10039,2018,0,1.0
10345,41628478,KFC,QUEENS,15850,CROSS BAY BOULEVARD,11414,2018,0,1.0
10346,41628478,KFC,QUEENS,15850,CROSS BAY BOULEVARD,11414,2019,0,1.0
10347,41628486,KFC,QUEENS,8719,JAMAICA AVENUE,11421,2018,0,1.0
10348,41628486,KFC,QUEENS,8719,JAMAICA AVENUE,11421,2019,0,1.0
10349,41628517,CAFE GOURMAND,STATEN ISLAND,548,LINCOLN AVENUE,10306,2018,0,1.0
10350,41628608,LILLIE'S,MANHATTAN,249,WEST   49 STREET,10019,2018,0,1.0
10351,41628619,MY NY BAKERY CAFE,MANHATTAN,1565,LEXINGTON AVENUE,10029,2019,0,4.0
10352,41628657,OOTOYA JAPANESE RESTAURANT,MANHATTAN,8,WEST   18 STREET,10011,2018,0,2.5
10353,41628657,OOTOYA JAPANESE RESTAURANT,MANHATTAN,8,WEST   18 STREET,10011,2019,0,3.0
10354,41628667,ACUARIO CAFE,MANHATTAN,306,WEST   37 STREET,10018,2018,0,1.0
10355,41628667,ACUARIO CAFE,MANHATTAN,306,WEST   37 STREET,10018,2019,0,2.0
10356,41628697,5 NAPKIN BURGER,MANHATTAN,150,EAST   14 STREET,10003,2018,0,1.0
10357,41628872,UNCLE BARRY'S,BROOKLYN,58,5 AVENUE,11217,2018,0,1.0
10358,41628872,UNCLE BARRY'S,BROOKLYN,58,5 AVENUE,11217,2019,0,1.0
10359,41628876,THE GREEN DOOR,MANHATTAN,600,WEST   57 STREET,10019,2018,0,1.0
10360,41628876,THE GREEN DOOR,MANHATTAN,600,WEST   57 STREET,10019,2019,0,1.0
10361,41629000,GINO'S RESTAURANT & PIZZERIA,BROOKLYN,7414,5 AVENUE,11209,2018,0,2.0
10362,41629073,LAS TIAS BAKERY,QUEENS,7401,METROPOLITAN AVENUE,11379,2018,0,1.0
10363,41629073,LAS TIAS BAKERY,QUEENS,7401,METROPOLITAN AVENUE,11379,2019,0,1.0
10364,41629114,YI ZHANG FISHBALL,MANHATTAN,9,ELDRIDGE STREET,10002,2018,0,1.0
10365,41629116,Asian Kitchen 55,BROOKLYN,5424,CHURCH AVENUE,11203,2018,0,1.0
10366,41629116,Asian Kitchen 55,BROOKLYN,5424,CHURCH AVENUE,11203,2019,0,1.0
10367,41629127,SZECHUAN GARDEN,BROOKLYN,463,7 AVENUE,11215,2018,0,1.0
10368,41629127,SZECHUAN GARDEN,BROOKLYN,463,7 AVENUE,11215,2019,0,1.0
10369,41629130,CHINA TOKYO RESTAURANT,BROOKLYN,5908,AVENUE N,11234,2018,0,2.0
10370,41629135,CHINA WOK KITCHEN,MANHATTAN,63,AVENUE D,10009,2018,0,1.0
10371,41629150,AMERICAN MUSEUM OF THE MOVING IMAGE,QUEENS,3601,35 AVENUE,11106,2019,0,3.0
10372,41629167,HAIR OF THE DOG,MANHATTAN,168,ORCHARD STREET,10002,2018,0,1.0
10373,41629167,HAIR OF THE DOG,MANHATTAN,168,ORCHARD STREET,10002,2019,0,1.0
10374,41629218,THE GARAGE,BRONX,2260,TILLOTSON AVENUE,10475,2018,0,1.5
10375,41629235,SAO MAI VIETNAMESE CUISINE,MANHATTAN,203,1 AVENUE,10003,2018,0,1.0
10376,41629235,SAO MAI VIETNAMESE CUISINE,MANHATTAN,203,1 AVENUE,10003,2019,0,1.0
10377,41629269,MCDONALD'S,MANHATTAN,52,FULTON STREET,10038,2018,0,2.0
10378,41629291,MCDONALD'S,MANHATTAN,213,MADISON STREET,10002,2018,0,1.0
10379,41629291,MCDONALD'S,MANHATTAN,213,MADISON STREET,10002,2019,0,2.0
10380,41629298,MCDONALD'S,MANHATTAN,167,CHAMBERS STREET,10007,2019,0,1.0
10381,41629524,COMMONS CAFE,STATEN ISLAND,2,TELEPORT DRIVE,10314,2018,0,2.0
10382,41629524,COMMONS CAFE,STATEN ISLAND,2,TELEPORT DRIVE,10314,2019,0,1.0
10383,41629572,PORTENO,MANHATTAN,299,10 AVENUE,10001,2018,0,2.0
10384,41629609,TANGS JIANG RESTAURANT,MANHATTAN,306,SAINT NICHOLAS AVENUE,10027,2018,0,2.0
10385,41629686,DUNKIN' DONUTS,QUEENS,0,JFK INTERNATIONAL AIRPORT,11430,2018,0,1.0
10386,41629699,BLUE SMOKE,MANHATTAN,255,VESEY STREET,10282,2018,0,1.0
10387,41629699,BLUE SMOKE,MANHATTAN,255,VESEY STREET,10282,2019,0,1.0
10388,41629811,STRIP HOUSE,MANHATTAN,13,EAST   12 STREET,10003,2018,0,2.0
10389,41629881,BAREBURGER,MANHATTAN,153,8 AVENUE,10011,2018,0,1.0
10390,41629881,BAREBURGER,MANHATTAN,153,8 AVENUE,10011,2019,0,2.0
10391,41629883,CAFE MADELINE,BROOKLYN,1603,CORTELYOU ROAD,11226,2018,0,1.0
10392,41629885,LAMMY'S,BRONX,987,EAST  233 STREET,10466,2018,0,2.0
10393,41629885,LAMMY'S,BRONX,987,EAST  233 STREET,10466,2019,0,1.0
10394,41629922,SOTTO 13,MANHATTAN,140,WEST   13 STREET,10011,2019,0,2.0
10395,41629953,SHINOBI RAMEN,BROOKLYN,53,MORGAN AVENUE,11237,2018,0,1.0
10396,41630060,"DUNKIN' DONUTS, BASKIN ROBBINS",BRONX,2172,WESTCHESTER AVENUE,10462,2018,0,1.0
10397,41630072,VALBELLA MIDTOWN,MANHATTAN,520,MADISON AVENUE,10022,2018,0,1.0
10398,41630095,DUNKIN' DONUTS,QUEENS,10227,ROOSEVELT AVENUE,11368,2018,0,1.0
10399,41630095,DUNKIN' DONUTS,QUEENS,10227,ROOSEVELT AVENUE,11368,2019,0,1.0
10400,41630104,LUCKY CHINESE RESTAURANT,QUEENS,5008,69 STREET,11377,2018,0,1.0
10401,41630109,GOLAN HEIGHTS,MANHATTAN,2553,AMSTERDAM AVENUE,10033,2018,0,1.0
10402,41630109,GOLAN HEIGHTS,MANHATTAN,2553,AMSTERDAM AVENUE,10033,2019,0,1.0
10403,41630124,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,4008,BELL BOULEVARD,11361,2018,0,1.0
10404,41630209,THE WREN,MANHATTAN,344,BOWERY,10012,2018,0,1.5
10405,41630358,FAY DA BAKERY,QUEENS,4024,COLLEGE POINT BOULEVARD,11354,2018,0,2.0
10406,41630358,FAY DA BAKERY,QUEENS,4024,COLLEGE POINT BOULEVARD,11354,2019,0,2.0
10407,41630377,TAJ KABAB KING,BROOKLYN,568,GRAND STREET,11211,2018,0,1.5
10408,41630465,YUMMY SUSHI,MANHATTAN,1758,1 AVENUE,10128,2018,0,2.0
10409,41630558,TRI TIP GRILL,MANHATTAN,89,EAST   42 STREET,10017,2018,0,2.0
10410,41630558,TRI TIP GRILL,MANHATTAN,89,EAST   42 STREET,10017,2019,0,2.0
10411,41630561,ANDIAMO CAFE,MANHATTAN,1326,SAINT NICHOLAS AVENUE,10033,2018,0,1.0
10412,41630561,ANDIAMO CAFE,MANHATTAN,1326,SAINT NICHOLAS AVENUE,10033,2019,0,1.0
10413,41630612,NEBU HOOKAH LOUNGE,QUEENS,8674,80 STREET,11421,2019,0,1.0
10414,41630613,PRET A MANGER,MANHATTAN,62,WEST   45 STREET,10036,2018,0,1.0
10415,41630632,J J NOODLE,MANHATTAN,19,HENRY STREET,10002,2018,0,2.0
10416,41630632,J J NOODLE,MANHATTAN,19,HENRY STREET,10002,2019,0,2.0
10417,41630648,SUNNY'S BAGELS,BROOKLYN,80,DEKALB AVENUE,11201,2018,0,1.0
10418,41630648,SUNNY'S BAGELS,BROOKLYN,80,DEKALB AVENUE,11201,2019,0,1.0
10419,41630686,LEANLY CHINESE FOOD,BROOKLYN,1627,MERMAID AVENUE,11224,2018,0,1.5
10420,41630686,LEANLY CHINESE FOOD,BROOKLYN,1627,MERMAID AVENUE,11224,2019,0,3.0
10421,41630730,SANDY'S CAFE,BROOKLYN,577,5 AVENUE,11215,2018,0,1.0
10422,41630803,VANESSA'S DUMPLING HOUSE,BROOKLYN,310,BEDFORD AVENUE,11249,2018,0,2.0
10423,41630829,IL TRAMEZZINO,MANHATTAN,180,VARICK STREET,10014,2018,0,2.0
10424,41630837,RED SUN RESTAURANT,BROOKLYN,7108,20 AVENUE,11204,2018,0,2.0
10425,41630837,RED SUN RESTAURANT,BROOKLYN,7108,20 AVENUE,11204,2019,0,1.0
10426,41630839,NoMad,MANHATTAN,1170,BROADWAY,10001,2018,0,2.0
10427,41630839,NoMad,MANHATTAN,1170,BROADWAY,10001,2019,0,1.0
10428,41630891,GINO'S VILLA MONTE,STATEN ISLAND,2811,RICHMOND AVENUE,10314,2018,0,1.0
10429,41630917,NEW CHINA BUFFET,STATEN ISLAND,2626,HYLAN BOULEVARD,10306,2018,0,1.5
10430,41630950,CITY LINE PIZZA & PASTA,BROOKLYN,1224,LIBERTY AVENUE,11208,2018,0,1.0
10431,41631004,AA ADMIRAL'S CLUB LOUNGE,QUEENS,0,JFK AIRPORT,11430,2018,0,1.0
10432,41631052,ONE STOP BEER SHOP,BROOKLYN,134,KINGSLAND AVENUE,11222,2018,0,1.0
10433,41631065,AYNA AGRA,QUEENS,21335,39 AVENUE,11361,2018,0,1.6666666666666667
10434,41631100,RICH LANE,BROOKLYN,595,UNION AVENUE,11211,2018,0,1.0
10435,41631209,MADCAP CAFE,BROOKLYN,387,COURT STREET,11231,2018,0,2.0
10436,41631223,THE SHANTY,BROOKLYN,79,RICHARDSON STREET,11211,2018,0,2.0
10437,41631242,TORI O'TOOLES,QUEENS,5918,KISSENA BLVD,11355,2018,0,1.0
10438,41631242,TORI O'TOOLES,QUEENS,5918,KISSENA BLVD,11355,2019,0,1.0
10439,41631374,LIBERTY BAR,QUEENS,11000,ROCKAWAY BOULEVARD,11420,2018,0,1.0
10440,41631435,STARBUCKS,BROOKLYN,5400,AVENUE U,11234,2019,0,1.0
10441,41631475,SUBWAY (+ STAR MINI MART),QUEENS,14716,NORTHERN BOULEVARD,11354,2018,0,3.0
10442,41631487,TAKE 31,MANHATTAN,15,EAST   31 STREET,10016,2018,0,2.0
10443,41631487,TAKE 31,MANHATTAN,15,EAST   31 STREET,10016,2019,0,1.0
10444,41631488,WINGSTOP,BROOKLYN,289,LIVINGSTON STREET,11217,2018,0,1.0
10445,41631493,GRACE RESTAURANT,QUEENS,16716,HILLSIDE AVENUE,11432,2018,0,2.5
10446,41631538,VIVE LA CREPE,MANHATTAN,189,COLUMBUS AVENUE,10023,2018,0,1.0
10447,41631630,ROCKWOOD MUSIC HALL (STAGE ZERO),MANHATTAN,196,ALLEN STREET,10002,2018,0,1.0
10448,41631713,NEW QQ CAFE AND BAKERY,QUEENS,4257,MAIN ST,11355,2018,0,1.0
10449,41631713,NEW QQ CAFE AND BAKERY,QUEENS,4257,MAIN ST,11355,2019,0,1.0
10450,41631731,THE OWL'S HEAD,BROOKLYN,479,74 STREET,11209,2019,0,1.0
10451,41631760,DONG CHUN HONG CHINESE RESTAURANT,MANHATTAN,312,5 AVENUE,10001,2018,0,1.5
10452,41631760,DONG CHUN HONG CHINESE RESTAURANT,MANHATTAN,312,5 AVENUE,10001,2019,0,1.0
10453,41631799,PARM,MANHATTAN,248,MULBERRY STREET,10012,2019,0,2.0
10454,41631962,POPEYES LOUISIANA KITCHEN,MANHATTAN,96,WALKER STREET,10013,2018,0,1.0
10455,41631965,KUNG FU TEA,BROOKLYN,1422,AVENUE U,11229,2018,0,1.0
10456,41631965,KUNG FU TEA,BROOKLYN,1422,AVENUE U,11229,2019,0,1.0
10457,41631979,RED STAR RESTAURANT,MANHATTAN,112,EAST  116 STREET,10029,2018,0,1.0
10458,41632039,EL CHEVERE CUCHIFRITOS,MANHATTAN,2000,3 AVENUE,10029,2018,0,1.5
10459,41632272,BOCA JUNIORS STEAKHOUSE,QUEENS,8108,QUEENS BOULEVARD,11373,2018,0,2.0
10460,41632272,BOCA JUNIORS STEAKHOUSE,QUEENS,8108,QUEENS BOULEVARD,11373,2019,0,2.0
10461,41632319,FUSHIMI,BROOKLYN,475,DRIGGS AVE,11211,2018,0,1.0
10462,41632471,GIOVANNIS BROOKLYN EATS,BROOKLYN,1657,8 AVENUE,11215,2018,0,3.5
10463,41632471,GIOVANNIS BROOKLYN EATS,BROOKLYN,1657,8 AVENUE,11215,2019,0,1.0
10464,41632513,VILLAGE TAVERNA GREEK GRILL,MANHATTAN,81,UNIVERSITY PLACE,10003,2018,0,2.0
10465,41632513,VILLAGE TAVERNA GREEK GRILL,MANHATTAN,81,UNIVERSITY PLACE,10003,2019,0,1.0
10466,41632521,PIZZA DADDY,BROOKLYN,6422,BAY PARKWAY,11204,2018,0,1.0
10467,41632521,PIZZA DADDY,BROOKLYN,6422,BAY PARKWAY,11204,2019,0,1.0
10468,41632535,CROWN FRIED CHICKEN,BROOKLYN,456,SUTTER AVENUE,11212,2018,0,1.0
10469,41632731,SALUD PERFECTA,QUEENS,3563,95TH ST,11372,2018,0,1.0
10470,41632738,DONT TELL MAMA,MANHATTAN,343,WEST   46 STREET,10036,2018,0,2.0
10471,41632765,FINANCIER PATISSERIE,MANHATTAN,245,PARK AVENUE,10167,2018,0,1.0
10472,41632765,FINANCIER PATISSERIE,MANHATTAN,245,PARK AVENUE,10167,2019,0,1.0
10473,41632866,CITY CAFE,MANHATTAN,35,WEST   43 STREET,10036,2018,0,3.0
10474,41633013,TOMO JAPANESE RESTAURANT,STATEN ISLAND,4561,AMBOY ROAD,10312,2018,0,2.0
10475,41633054,TASTE OF TACO/YUMMY CHINA,QUEENS,6841,MYRTLE AVE,11385,2018,0,1.0
10476,41633091,KING GRILL RESTAURANT,BRONX,855,EAST  169 STREET,10459,2018,0,1.5
10477,41633091,KING GRILL RESTAURANT,BRONX,855,EAST  169 STREET,10459,2019,0,2.0
10478,41633093,EL CERRITO DEL CARMEN RESTAURANT,BROOKLYN,2024,MCDONALD AVENUE,11223,2018,0,1.0
10479,41633095,BAMBOO YA,QUEENS,9711,QUEENS BLVD,11374,2018,0,2.0
10480,41633095,BAMBOO YA,QUEENS,9711,QUEENS BLVD,11374,2019,0,1.0
10481,41633118,I & R DELI,BROOKLYN,6908,15 AVENUE,11228,2018,0,1.0
10482,41633272,PEKING TASTE & THAI,STATEN ISLAND,2343,RICHMOND AVENUE,10314,2018,0,1.0
10483,41633315,5 BORO BURGER,MANHATTAN,80,WEST   36 STREET,10018,2018,0,1.5
10484,41633327,THE CHURCHILL TAVERN,MANHATTAN,45,EAST   28 STREET,10016,2019,0,1.0
10485,41633479,EXPRESS SOFT TACO ONE,QUEENS,10123,QUEENS BLVD,11375,2018,0,1.0
10486,41633479,EXPRESS SOFT TACO ONE,QUEENS,10123,QUEENS BLVD,11375,2019,0,1.0
10487,41633599,NEW PEKING KITCHEN,BROOKLYN,1806,AVENUE M,11230,2018,0,1.0
10488,41633655,WOODSIDE CAFE RESTAURANT,QUEENS,6423,BROADWAY,11377,2018,0,1.0
10489,41633665,THE BEAN,MANHATTAN,54,2ND AVE,10003,2019,0,4.0
10490,41633674,KAIETEUR RESTAURANT & BAKERY,QUEENS,8808,183 STREET,11423,2019,0,2.0
10491,41633715,IHOP,BRONX,1001,WHITE PLAINS ROAD,10472,2018,0,1.0
10492,41633757,TACO BELL/PIZZA HUT EXPRESS,MANHATTAN,390,8 AVENUE,10001,2018,0,1.0
10493,41633757,TACO BELL/PIZZA HUT EXPRESS,MANHATTAN,390,8 AVENUE,10001,2019,0,1.0
10494,41633778,UNDERDOG,MANHATTAN,55,STONE STREET,10004,2018,0,2.0
10495,41633778,UNDERDOG,MANHATTAN,55,STONE STREET,10004,2019,0,2.0
10496,41633964,GLORIA PIZZA,QUEENS,10822,QUEENS BOULEVARD,11375,2018,0,1.0
10497,41633964,GLORIA PIZZA,QUEENS,10822,QUEENS BOULEVARD,11375,2019,0,1.0
10498,41633967,SUN FUNG CHINESE RESTAURANT,BRONX,2,MARCY PLACE,10452,2018,0,1.0
10499,41633967,SUN FUNG CHINESE RESTAURANT,BRONX,2,MARCY PLACE,10452,2019,0,1.0
10500,41633990,DUNKIN' DONUTS,BROOKLYN,306,7 AVENUE,11215,2018,0,2.0
10501,41633999,BROTHER'S RESTAURANT,BRONX,993,MORRIS AVENUE,10456,2018,0,1.0
10502,41633999,BROTHER'S RESTAURANT,BRONX,993,MORRIS AVENUE,10456,2019,0,1.0
10503,41634043,SUSHI MIKASA,BROOKLYN,1188,GRAVESEND NECK ROAD,11229,2018,0,1.0
10504,41634218,TUE THAI FOOD,MANHATTAN,3,GREENWICH AVENUE,10014,2018,0,2.0
10505,41634226,ROSE HOOKAH LOUNGE,QUEENS,2352,STEINWAY STREET,11105,2018,0,1.0
10506,41634303,LA ESTRELLA TROPICAL,BRONX,744,BURKE AVENUE,10467,2018,0,1.5
10507,41634314,FAMOUS FAMIGLIA PIZZERIA,QUEENS,0,JFK INTERNATIONAL AIRPORT,11430,2018,0,1.0
10508,41634340,JOE COFFEE,MANHATTAN,1045,LEXINGTON AVENUE,10021,2018,0,1.0
10509,41634367,PORTALIA RISTORANTE BAR AND LOUNGE,QUEENS,3503,BROADWAY,11106,2018,0,1.0
10510,41634390,LA TOULOUSAINE BOULANGERIE PATISSERIE CAFE,MANHATTAN,942,AMSTERDAM AVENUE,10025,2018,0,1.0
10511,41634390,LA TOULOUSAINE BOULANGERIE PATISSERIE CAFE,MANHATTAN,942,AMSTERDAM AVENUE,10025,2019,0,2.0
10512,41634439,DELHI HEIGHTS,QUEENS,3766,74 STREET,11372,2018,0,1.5
10513,41634515,BOMBAY KITCHEN INDIAN CUISINE,BROOKLYN,733,KNICKERBOCKER AVENUE,11221,2018,0,2.5
10514,41634515,BOMBAY KITCHEN INDIAN CUISINE,BROOKLYN,733,KNICKERBOCKER AVENUE,11221,2019,0,3.0
10515,41634560,TOBY'S ESTATE,BROOKLYN,125,NORTH 6 STREET,11249,2019,0,1.0
10516,41634744,JAMAICAN FLAVORS,QUEENS,8915,165TH ST,11432,2018,0,1.0
10517,41634834,KARAOKE CHRISTMAS,QUEENS,4729,BELL BOULEVARD,11361,2018,0,1.0
10518,41634834,KARAOKE CHRISTMAS,QUEENS,4729,BELL BOULEVARD,11361,2019,0,1.0
10519,41634837,ST MARKS KARAOKE,MANHATTAN,6,ST MARKS PLACE,10003,2018,0,1.0
10520,41634837,ST MARKS KARAOKE,MANHATTAN,6,ST MARKS PLACE,10003,2019,0,1.0
10521,41634839,LE PAIN QUOTIDIEN,MANHATTAN,3,PARK AVENUE,10016,2018,0,2.0
10522,41634847,JING XIN CHINESE FOOD TAKE OUT,BRONX,359,EAST  138 STREET,10454,2018,0,2.0
10523,41634968,CONVENE,MANHATTAN,810,7 AVENUE,10019,2018,0,2.0
10524,41635072,ORIGINAL PUGLIA RISTORANTE ITALIANO,MANHATTAN,189,HESTER STREET,10013,2018,0,1.5
10525,41635141,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,BROOKLYN,1430,ROCKAWAY PARKWAY,11236,2018,0,1.0
10526,41635173,NETA,MANHATTAN,61,WEST    8 STREET,10011,2018,0,1.0
10527,41635314,SUBWAY,BRONX,2173,WHITE PLAINS ROAD,10462,2018,0,2.0
10528,41635367,RAINHAS,QUEENS,10801,NORTHERN BOULEVARD,11368,2018,0,1.0
10529,41635387,CHINA KING,BRONX,600,MORRIS AVENUE,10451,2018,0,1.0
10530,41635390,DON ALEX RESTAURANT,QUEENS,9705,64 AVENUE,11374,2018,0,2.0
10531,41635390,DON ALEX RESTAURANT,QUEENS,9705,64 AVENUE,11374,2019,0,1.0
10532,41635392,JUICE GENERATION,MANHATTAN,1486,3 AVENUE,10028,2018,0,1.0
