,ID,RESTAURANT NAME,INSPECTION YEAR,NUMBER OF NON-CRITICAL VIOLATIONS,ADDRESS
6188,41315113,AUNT BUTCHIES CAFE,2018,1.6666666666666667,4 SOUTH STREET MANHATTAN NY 10004
6189,41315226,CHOP'T,2018,2.0,145 WEST 51 STREET MANHATTAN NY 10019
6190,41315492,LIN'S GOLDEN WHEEL CHINESE RESTAURANT,2018,1.0,2108 GRAND CONCOURSE BRONX NY 10457
6192,41315553,MEDINA FRIED CHICKEN & INDIAN CUISINE,2018,2.0,7617 101 AVENUE QUEENS NY 11416
6194,41315707,LOUKOUMI TAVERNA,2018,2.0,4507 DITMARS BOULEVARD QUEENS NY 11105
6196,41315709,MARTHAS COUNTRY BAKERY,2018,1.0,3621 DITMARS BOULEVARD QUEENS NY 11105
6197,41316100,MAOZ VEGETARIAN,2018,2.0,59 EAST 8 STREET MANHATTAN NY 10003
6199,41316433,CIELO RISTORANTE,2018,1.0,1435 HYLAN BOULEVARD STATEN ISLAND NY 10305
6200,41316593,CARIDAD & LOUIE'S RESTAURANT,2018,2.0,1660 EAST GUN HILL ROAD BRONX NY 10469
6201,41316653,POPEYES LOUISIANA KITCHEN,2018,1.0,400 EAST TREMONT AVENUE BRONX NY 10457
6203,41316656,I SODI,2018,1.0,105 CHRISTOPHER STREET MANHATTAN NY 10014
6204,41316692,FAJITAS SUNRISE RESTAURANT,2018,1.0,5924 MYRTLE AVENUE QUEENS NY 11385
6206,41316782,1 Banana Queen,2018,1.0,6 EAST MT EDEN AVENUE BRONX NY 10452
6208,41316784,BURGER BURGER,2018,1.0,77 PEARL STREET MANHATTAN NY 10004
6209,41316819,HIDEAWAY,2018,1.0,185 DUANE STREET MANHATTAN NY 10013
6211,41316918,OLMSTED CAFETERIA,2018,2.5,11702 ROOSEVELT AVENUE QUEENS NY 11368
6212,41317177,SOCCER TAVERN,2018,1.0,6004 8 AVENUE BROOKLYN NY 11220
6213,41317244,ZADIE'S OYSTER ROOM,2018,1.0,413 EAST 12 STREET MANHATTAN NY 10009
6214,41317385,GREEN KITCHEN DINER,2018,1.0,1475 1 AVENUE MANHATTAN NY 10075
6216,41317579,BELFRY,2018,1.0,222 EAST   14 STREET MANHATTAN NY 10003
6217,41317827,OASIS DINER/RESTAURANT,2018,2.0,2132 FLATBUSH AVENUE BROOKLYN NY 11234
6218,41317968,MAYNILA ORIENTAL FOOD MARKET,2018,1.0,3555 VICTORY BOULEVARD STATEN ISLAND NY 10314
6220,41318150,MR. KAM RESTAURANT,2018,3.0,6342 VETERANS AVENUE BROOKLYN NY 11234
6221,41318159,JUNIOR'S SEAFOOD,2018,1.0,700 WEST  180 STREET MANHATTAN NY 10033
6222,41318348,SOCARRAT (PAELLA BAR AND WINE BAR),2018,1.0,259 WEST   19 STREET MANHATTAN NY 10011
6223,41318475,IHOP,2018,1.0,9801 LIBERTY AVENUE QUEENS NY 11417
6225,41318801,BUGIS STREET,2018,1.0,145 WEST 44 STREET MANHATTAN NY 10036
6226,41318993,ADVENTURES AMUSEMENT PARK(food stand),2018,2.0,1824 SHORE PARKWAY BROOKLYN NY 11214
6227,41319055,GRAND SICHUAN EASTERN,2018,1.0,1049 2 AVENUE MANHATTAN NY 10022
6229,41319107,DELUGE RESTAURANT,2018,1.5,13520 39 AVENUE QUEENS NY 11354
6231,41319232,SALUGGI'S,2018,2.5,325 CHURCH STREET MANHATTAN NY 10013
6233,41319308,EUROPA CAFE,2018,1.0,2 PARK AVENUE MANHATTAN NY 10016
6234,41319405,CAFFE RUSTICO,2018,2.0,726 149 STREET QUEENS NY 11357
6235,41319436,DUNKIN' DONUTS,2018,1.0,2092 ROCKAWAY PARKWAY BROOKLYN NY 11236
6237,41319437,IL CORSO RISTORANTE ITALIANO,2018,1.0,54 WEST   55 STREET MANHATTAN NY 10019
6239,41319438,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,1.0,8301 FLATLANDS AVENUE BROOKLYN NY 11236
6240,41319530,PAX,2018,1.0,966 6 AVENUE MANHATTAN NY 10018
6241,41319774,BAR & GRILL 43,2018,1.0,4306 43 STREET QUEENS NY 11104
6243,41320240,THREE BROTHER'S PIZZERIA,2018,1.0,10901 GUY R BREWER BOULEVARD QUEENS NY 11433
6244,41320401,EL MANANTIAL BAKERY,2018,1.0,1220 SAINT NICHOLAS AVE MANHATTAN NY 10032
6245,41320866,WO HOP 17,2018,1.0,17 MOTT STREET MANHATTAN NY 10013
6246,41320919,PANERA BREAD,2018,1.0,7325 WOODHAVEN BOULEVARD QUEENS NY 11385
6248,41320925,PANERA BREAD,2018,2.0,25441 HORACE HARDING EXPRESSWAY QUEENS NY 11362
6249,41320931,RICH VILLAGE RESTAURANT,2018,1.5,6009 7 AVENUE BROOKLYN NY 11220
6250,41321209,GIULIANA RISTORANTE,2018,2.0,4105 HYLAN BOULEVARD STATEN ISLAND NY 10308
6252,41321617,JULIANO'S ESPRESSO BAR,2018,2.0,1378 LEXINGTON AVENUE MANHATTAN NY 10128
6253,41321731,SHALEL,2018,2.0,65 WEST   70 STREET MANHATTAN NY 10023
6254,41322032,MAXIN BAKERY,2018,1.0,3701 MAIN STREET QUEENS NY 11354
6255,41322152,1 2 3 BURGER SHOT BEER,2018,3.0,738 10 AVENUE MANHATTAN NY 10019
6256,41322330,DUNKIN' DONUTS/ BASKIN ROBBINS,2018,1.5,11611 LIBERTY AVENUE QUEENS NY 11419
6258,41322332,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,3.0,9405 ROCKAWAY BOULEVARD QUEENS NY 11417
6260,41322342,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,2.0,8413 JAMAICA AVE QUEENS NY 11421
6262,41322345,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,2.0,9217 JAMAICA AVENUE QUEENS NY 11421
6264,41322554,RMR CAFE (BOWLING ALLEY),2018,1.0,6161 STRICKLAND AVENUE BROOKLYN NY 11234
6265,41322562,MARGARITA'S RESTAURANT & SPORT BAR,2018,1.0,8322 37 AVENUE QUEENS NY 11372
6266,41322588,COLD STONE CREAMERY,2018,1.0,2341 RICHMOND AVENUE STATEN ISLAND NY 10314
6267,41322705,FISHERMAN'S COVE,2018,1.6666666666666667,4 NEWKIRK PLAZA BROOKLYN NY 11226
6269,41322772,NANO BILLIARD CAFE,2018,1.0,185 EAST  167 STREET BRONX NY 10456
6271,41322801,DAVIS FAMILY ESTABLISHMENT,2018,1.0,10905 UNION HALL STREET QUEENS NY 11433
6272,41322812,ROCKY'S PIZZERIA & RESTAURANT II,2018,2.0,607 2 AVENUE MANHATTAN NY 10016
6273,41323299,BROOKLYN ICE HOUSE,2018,2.0,318 VAN BRUNT STREET BROOKLYN NY 11231
6274,41323665,CONEY ISLAND TASTE,2018,1.6666666666666667,2580 CONEY ISLAND AVENUE BROOKLYN NY 11223
6275,41324345,NEW SUN HING KITCHEN,2018,1.5,2018 BEDFORD AVENUE BROOKLYN NY 11226
6276,41324451,TASTE & SEE,2018,1.0,9040 160 STREET QUEENS NY 11432
6277,41324599,PHILLIP MORRIS INTERNATIONAL,2018,1.0,120 PARK AVENUE MANHATTAN NY 10017
6278,41324657,BUFF PATTY RESTAURANT & BAKERY,2018,2.5,376 MYRTLE AVENUE BROOKLYN NY 11205
6279,41325319,CHIPOTLE MEXICAN GRILL,2018,2.0,269 AMSTERDAM AVENUE MANHATTAN NY 10023
6281,41325638,TRIBECA BAGELS,2018,2.0,374 CANAL STREET MANHATTAN NY 10013
6283,41325719,SHANGHAI LEE,2018,1.0,157 FRANKLIN STREET BROOKLYN NY 11222
6284,41325827,COMPASS GROUP,2018,1.0,1 BRYANT PARK MANHATTAN NY 10036
6285,41325913,MIGDALIA PLACE,2018,1.0,190 THROOP AVENUE BROOKLYN NY 11206
6286,41325953,33 Gourmet,2018,1.5,157 WEST   33 STREET MANHATTAN NY 10001
6288,41326097,LA ESTRELLA RESTAURANT,2018,1.0,2104 GRAND CONCOURSE BRONX NY 10457
6289,41326189,ST JAMES GATE,2018,2.0,441 AMSTERDAM AVENUE MANHATTAN NY 10024
6291,41326216,NONNA'S OLD FASHIONED PIZZERIA,2018,1.0,27 BROWER COURT STATEN ISLAND NY 10308
6292,41326289,TEN JAPANESE CUISINE,2018,1.0,440 7 AVENUE BROOKLYN NY 11215
6293,41326351,BRASSERIE COGNAC,2018,3.0,1740 BROADWAY MANHATTAN NY 10019
6295,41326368,EET,2018,1.5,75 VARICK STREET MANHATTAN NY 10013
6296,41327047,GOLDEN RING,2018,1.3333333333333333,595 BEDFORD AVENUE BROOKLYN NY 11211
6299,41327349,VEGETARIAN DIM SUM HOUSE,2018,2.0,24 PELL STREET MANHATTAN NY 10013
6300,41327412,RADIANCE TEA HOUSE & BOOKS,2018,1.0,158 WEST   55 STREET MANHATTAN NY 10019
6302,41327462,AMERICA GOURMET FOOD,2018,2.0,831 6 AVENUE MANHATTAN NY 10001
6304,41327743,BOMBAY'S,2018,1.5,60 PEARL STREET MANHATTAN NY 10004
6305,41328070,VILLABATE-ALBA PASTICCERIA,2018,1.0,7001 18 AVENUE BROOKLYN NY 11204
6307,41328141,SEASIDE,2018,1.0,124 OCEAN AVENUE STATEN ISLAND NY 10305
6308,41328516,SUTTON BAR ROOM,2018,1.0,1074 1 AVENUE MANHATTAN NY 10022
6311,41328998,SEVA INDIAN CUISINE,2018,1.0,3007 34 STREET QUEENS NY 11103
6313,41329496,DUNKIN' DONUTS,2018,1.0,407 AVENUE P BROOKLYN NY 11223
6314,41329499,PEACHES,2018,1.5,393-403 LEWIS AVENUE BROOKLYN NY 11233
6315,41329576,FRANKLIN PARK/DUTCH BOY BURGER,2018,2.0,618 ST JOHNS PLACE BROOKLYN NY 11238
6316,41329667,WAH KWOON KITCHEN,2018,2.0,146 NASSAU AVENUE BROOKLYN NY 11222
6317,41330043,PASTICCERIA BRUNO BAKERY & RESTAURANT,2018,2.5,676 FOREST AVENUE STATEN ISLAND NY 10310
6318,41330089,NEW HUNAN WOK,2018,1.0,1974 86 STREET BROOKLYN NY 11214
6319,41330156,STADIUM DELI,2018,1.0,12701 34 AVENUE QUEENS NY 11368
6320,41330275,SABOR LATINO RESTAURANT,2018,2.0,9535 40 ROAD QUEENS NY 11373
6321,41330366,SUBWAY,2018,1.0,1567 FLATBUSH AVENUE BROOKLYN NY 11210
6322,41330376,JAKE'S SALOON,2018,2.0,202 9 AVENUE MANHATTAN NY 10011
6324,41330566,CARLYLE GREEN  POOL STAND,2018,2.0,145 CARLYLE GREEN POOL STATEN ISLAND NY 10312
6325,41330647,MISS FAVELA,2018,2.0,57 SOUTH  5 STREET BROOKLYN NY 11249
6326,41330799,MIKE'S ISLAND GRILL RESTAURANT,2018,3.0,326 EAST 98 STREET BROOKLYN NY 11212
6328,41330867,POPEYES LOUISIANA KITCHEN,2018,1.0,47 WEST   14 STREET MANHATTAN NY 10011
6330,41330933,D & S BAKERY,2018,2.0,6302 NEW UTRECHT AVENUE BROOKLYN NY 11219
6332,41331156,ROOM MATE GRACE HOTEL,2018,1.0,125 WEST   45 STREET MANHATTAN NY 10036
6333,41331446,CAFE JONNY'S LOUNGE,2018,1.0,38 AVENUE O BROOKLYN NY 11204
6334,41331720,RONALD PITUSA BAKERY,2018,2.0,1812 WHITE PLAINS ROAD BRONX NY 10462
6336,41331750,THE CEILI HOUSE,2018,1.5,6956 GRAND AVENUE QUEENS NY 11378
6338,41331752,DON GIOVANNI,2018,1.0,358 WEST   44 STREET MANHATTAN NY 10036
6339,41331777,STARBUCKS COFFEE,2018,1.0,2195 FREDERICK DOUGLAS BOULEVARD MANHATTAN NY 10026
6341,41331780,STARBUCKS,2018,2.0,229 SEVENTH AVENUE MANHATTAN NY 10011
6343,41331796,STARBUCKS,2018,2.0,201 WEST  125 STREET MANHATTAN NY 10027
6345,41331839,CITIGROUP EXECUTIVE DINING ROOM,2018,1.0,388 GREENWICH STREET MANHATTAN NY 10013
6347,41332205,DUNKIN' DONUTS,2018,1.0,1080 MCDONALD AVENUE BROOKLYN NY 11230
6349,41332375,GROM,2018,1.0,233 BLEECKER STREET MANHATTAN NY 10014
6350,41332853,MARIO'S SNACK SHOP,2018,1.0,1160 TELLER AVENUE BRONX NY 10456
6351,41332873,BEN & JERRY'S,2018,1.0,2720 BROADWAY MANHATTAN NY 10025
6352,41333188,VIVI BUBBLE TEA,2018,1.0,49 BAYARD STREET MANHATTAN NY 10013
6354,41333314,IL CAFFE LATTE,2018,2.0,189 LENOX AVENUE MANHATTAN NY 10026
6358,41333637,DOWNS RIVER RESTAURANT,2018,2.0,517 STANLEY AVENUE BROOKLYN NY 11207
6360,41333749,BRISAS DEL MAR RESTAURANT,2018,1.0,9902 ROCKAWAY BEACH BOULEVARD QUEENS NY 11694
6361,41333910,VARIETY,2018,1.0,368 GRAHAM AVENUE BROOKLYN NY 11211
6363,41334037,TRIPLE A DINER,2018,2.0,2061 2 AVENUE MANHATTAN NY 10029
6364,41334625,DESTINY/NORTH RIVER LOBSTER,2018,1.0,PIER 83 @ WEST 43 STREET MANHATTAN NY 10036
6365,41334681,ZA ZABOROM,2018,1.0,3701 MERMAID AVENUE BROOKLYN NY 11224
6366,41334692,PANCHO VILLA RESTAURANT,2018,1.0,2274 JEROME AVENUE BRONX NY 10453
6369,41334817,MONTAUK CLUB,2018,2.0,25 8 AVENUE BROOKLYN NY 11217
6370,41335133,MAMA EATERY,2018,2.0,46 MULBERRY STREET MANHATTAN NY 10013
6372,41335337,LOBSTER BOX,2018,1.0,34 CITY ISLAND AVE BRONX NY 10464
6373,41335375,COPPOLA'S PIZZERIA,2018,1.0,13212 14 AVENUE QUEENS NY 11356
6375,41335396,REGAL CINEMAS,2018,1.0,3907 SHORE PARKWAY BROOKLYN NY 11235
6376,41335405,RADISSON JFK - CONNECTIONS,2018,1.0,13530 140 STREET QUEENS NY 11436
6378,41335678,DUNKIN' DONUTS,2018,1.0,980 EAST  233 STREET BRONX NY 10466
6379,41335679,DUNKIN' DONUTS,2018,1.0,1791 WESTCHESTER AVENUE BRONX NY 10472
6381,41335681,JOHNNY'S PIZZA,2018,1.0,5806 5 AVENUE BROOKLYN NY 11220
6383,41335700,DUNKIN' DONUTS,2018,1.0,712 EAST  233 STREET BRONX NY 10466
6384,41336336,SOPHIE'S,2018,1.0,507 EAST    5 STREET MANHATTAN NY 10009
6386,41336459,CAFE RUBIO,2018,1.0,9805 NORTHERN BOULEVARD QUEENS NY 11368
6388,41336495,MAMA SUSHI,2018,1.0,237 DYCKMAN STREET MANHATTAN NY 10034
6389,41336510,G & L Cajun Grill,2018,2.0,9040 160 STREET QUEENS NY 11432
6391,41336596,BROTHER JIMMY'S BBQ,2018,1.0,181 LEXINGTON AVENUE MANHATTAN NY 10016
6392,41336628,BENOIT BISTRO,2018,1.0,60 WEST   55 STREET MANHATTAN NY 10019
6393,41336841,#1 SABOR LATINO RESTAURANT,2018,1.5,4120 WHITE PLAINS ROAD BRONX NY 10466
6394,41337035,VALENCIA COFFEE ROOM,2018,1.0,801 EDGEWATER ROAD BRONX NY 10474
6395,41337043,CARVEL ICE CREAM,2018,2.0,2744 CONEY ISLAND AVENUE BROOKLYN NY 11235
6398,41337205,SUBWAY,2018,1.0,37 7 AVENUE MANHATTAN NY 10011
6399,41337363,1617-A NATIONAL BAKERY,2018,2.0,1617 WESTCHESTER AVENUE BRONX NY 10472
6400,41337371,VINA DEL MAR RESTAURANT,2018,1.0,8952 146 STREET QUEENS NY 11435
6401,41337465,CAFE SELECT,2018,1.5,212 LAFAYETTE STREET MANHATTAN NY 10012
6403,41337481,PAPA MIKES BRICK OVEN PIZZA,2018,1.5,7416 20 AVENUE BROOKLYN NY 11204
6404,41337492,ROSA'S PIZZA & PASTA,2018,1.0,6265 FRESH POND ROAD QUEENS NY 11385
6405,41337501,MANDATO MEXICAN RESTAURANT,2018,2.0,7218 3 AVENUE BROOKLYN NY 11209
6407,41337592,SIGNATURE CATERERS,2018,1.0,835 FOREST HILL ROAD STATEN ISLAND NY 10314
6408,41337645,ICE HOUSE CAFE,2018,2.0,140 REYNOLDS AVENUE BRONX NY 10465
6409,41337871,L'ENCANTO D'LOLA,2018,1.5,57 LENOX AVENUE MANHATTAN NY 10026
6410,41337907,GOOD HOPE RESTAURANT,2018,2.0,1683 FLATBUSH AVENUE BROOKLYN NY 11210
6413,41338149,PRET A MANGER,2018,3.0,1020 6 AVENUE MANHATTAN NY 10018
6415,41338254,BURGER KING,2018,2.0,400 EAST TREMONT AVENUE BRONX NY 10457
6417,41338303,CAFE BRAVO/ POMODORO PIZZA/PLANET GYRO,2018,2.0,94 GREENWICH STREET MANHATTAN NY 10006
6419,41338312,KING GARDEN RESTAURANT,2018,1.0,4316 BROADWAY MANHATTAN NY 10033
6420,41338348,DROP OFF SERVICE,2018,1.0,211 AVENUE A MANHATTAN NY 10009
6421,41338411,CARLOS & GABBY'S,2018,1.0,1376 CONEY ISLAND AVENUE BROOKLYN NY 11230
6423,41338439,CLAUDIA'S COFFEE SHOP,2018,1.0,125 BROAD STREET MANHATTAN NY 10004
6424,41338538,NEW LI HING RESTAURANT,2018,3.0,181 34 STREET BROOKLYN NY 11232
6426,41339359,TAZZINI,2018,1.0,72 CLARK STREET BROOKLYN NY 11201
6428,41339471,INDIAN ROAD CAFE,2018,2.0,600 WEST  218 STREET MANHATTAN NY 10034
6429,41339476,LANGQI SEAFOOD RESTAURANT,2018,2.0,5701 7 AVENUE BROOKLYN NY 11220
6430,41339607,SEVILLE MANOR,2018,1.0,5602 11 AVENUE BROOKLYN NY 11219
6431,41339622,DUNKIN' DONUTS,2018,1.0,24501 FRANCIS LEWIS BOULEVARD QUEENS NY 11422
6432,41340002,HAPPY FAMILY,2018,2.0,500 WEST   43 STREET MANHATTAN NY 10036
6434,41340016,KAFANA,2018,2.0,116 AVENUE C MANHATTAN NY 10009
6435,41340129,TACOS EL PAISANITO RESTAURANT,2018,1.0,202 WEST FORDHAM ROAD BRONX NY 10468
6437,41340437,ROMA BAR & GRILL,2018,2.0,2001 STILLWELL AVENUE BROOKLYN NY 11223
6439,41341123,VILLA FRESH ITALIAN KITCHEN,2018,1.0,625 8 AVENUE MANHATTAN NY 10018
6440,41341336,MIRACALI BAKERY #1,2018,1.0,4558 46 STREET QUEENS NY 11377
6441,41341359,FRANKLIN PIZZA,2018,2.0,109 FRANKLIN STREET BROOKLYN NY 11222
6442,41341734,CHINA VILLAGE RESTAURANT,2018,1.0,94 BAXTER STREET MANHATTAN NY 10013
6443,41341837,BARTOLINO'S FINE ITALIAN CUISINE,2018,1.0,3415 BROADWAY QUEENS NY 11106
6444,41341959,JERRY'S PIZZA,2018,1.0,3430 BOSTON ROAD BRONX NY 10469
6445,41341978,GOLDEN KITCHEN,2018,3.0,2921 ASTORIA BOULEVARD QUEENS NY 11102
6446,41342321,CITY CAFE,2018,1.0,5603 8 AVENUE BROOKLYN NY 11220
6447,41342422,DON PICHON RESTAURANT,2018,1.0,359 SOUTHERN BOULEVARD BRONX NY 10454
6448,41342560,CAFE OMAR/PATTY PALACE,2018,3.0,1744 NOSTRAND AVENUE BROOKLYN NY 11226
6451,41343370,LA SUPERIOR,2018,1.0,295 BERRY STREET BROOKLYN NY 11249
6452,41343666,LA BERGAMOTE,2018,1.0,515 WEST   52 STREET MANHATTAN NY 10019
6454,41343720,LA MINITA RESTAURANT,2018,1.0,3855 10 AVENUE MANHATTAN NY 10034
6456,41343921,KOUROS BAY DINER,2018,1.0,3861 NOSTRAND AVENUE BROOKLYN NY 11235
6458,41343933,ASIA PALACE,2018,1.0,4813 NEW UTRECHT AVE BROOKLYN NY 11219
6459,41343991,LITTLE SAIGON CUISINE,2018,1.0,25309 NORTHERN BOULEVARD QUEENS NY 11362
6460,41344026,GANEY ORLY,2018,1.0,6537 99 STREET QUEENS NY 11374
6462,41344075,SONNIER & CASTLE,2018,2.0,554 WEST   48 STREET MANHATTAN NY 10036
6464,41344229,GRACE PIZZA,2018,1.0,7005 MYRTLE AVENUE QUEENS NY 11385
6466,41344235,ISLAND PRIDE RESTAURANT,2018,2.0,5403 CHURCH AVENUE BROOKLYN NY 11203
6468,41344566,MAY LUCK KITCHEN,2018,2.0,14911 JAMAICA AVENUE QUEENS NY 11435
6469,41344828,EAST MARKET DINER,2018,1.0,2592 ATLANTIC AVENUE BROOKLYN NY 11207
6470,41344869,SANDWICH HOUSE ITALIAN RESTAURANT,2018,2.0,17 ANN STREET MANHATTAN NY 10038
6472,41345052,BROADWAY GOURMET,2018,1.5,584 BROADWAY MANHATTAN NY 10012
6473,41345068,MIRRORS ON GRAND,2018,1.0,284 GRAND AVENUE BROOKLYN NY 11238
6474,41345086,BAKERY RZESZOWSKA,2018,3.0,948 MANHATTAN AVENUE BROOKLYN NY 11222
6475,41345371,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,1.0,11420 SUTPHIN BOULEVARD QUEENS NY 11434
6476,41345374,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,1.0,13328 SPRINGFIELD BOULEVARD QUEENS NY 11413
6477,41345406,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,2.0,13850 JAMAICA AVENUE QUEENS NY 11435
6479,41345732,JOE: THE ART OF COFFEE,2018,1.0,405 WEST   23 STREET MANHATTAN NY 10011
6481,41345931,PETE'S RESTAURANT & PIZZERIA,2018,3.0,3926 BELL BOULEVARD QUEENS NY 11361
6483,41346103,LA MAISON DU MACARON,2018,2.0,132 WEST   23 STREET MANHATTAN NY 10011
6485,41346158,CASA NINO,2018,1.0,1757 ARTHUR KILL ROAD STATEN ISLAND NY 10312
6487,41346350,FATOOSH PITZA & BBQ,2018,2.0,330 HICKS STREET BROOKLYN NY 11201
6488,41346413,THE CHOCOLATE ROOM,2018,1.0,269 COURT STREET BROOKLYN NY 11231
6490,41346539,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,1.0,1213 LIBERTY AVE BROOKLYN NY 11208
6491,41346781,16 HANDLES,2018,2.0,153 2 AVENUE MANHATTAN NY 10003
6492,41346788,PRET A MANGER,2018,1.0,757 3 AVENUE MANHATTAN NY 10017
6493,41347039,E.J. MICHAEL'S,2018,2.0,137 BARNARD AVENUE STATEN ISLAND NY 10307
6494,41347045,HIBERNIA,2018,2.0,401 WEST   50 STREET MANHATTAN NY 10019
6496,41347101,COLADOR CAFE,2018,3.0,1000 BEDFORD AVENUE BROOKLYN NY 11205
6497,41347358,LUGO CAFFE,2018,1.0,1 PENN PLAZA MANHATTAN NY 10119
6499,41347614,SHAKE SHACK,2018,2.0,366 COLUMBUS AVENUE MANHATTAN NY 10024
6500,41347625,EAT & GO ISTANBUL/NEW YORK,2018,1.0,0 JFK AIRPORT QUEENS NY 11430
6501,41347636,NEW APOLLO DINER,2018,3.0,159 LIVINGSTON STREET BROOKLYN NY 11201
6503,41347936,RALPH'S FAMOUS ITALIAN ICES,2018,1.0,890 HUGUENOT AVENUE STATEN ISLAND NY 10312
6504,41347991,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,1.0,53 WEST  116 STREET MANHATTAN NY 10026
6506,41348054,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,2018,1.0,3818 DYRE AVENUE BRONX NY 10466
6507,41348060,RUSS PIZZA,2018,1.5,745 MANHATTAN AVENUE BROOKLYN NY 11222
6509,41348061,"DUNKIN' DONUTS, BASKIN ROBBINS",2018,1.0,1225 1 AVENUE MANHATTAN NY 10065
6510,41348065,DUNKIN' DONUTS,2018,1.0,2605 FRANCIS LEWIS BOULEVARD QUEENS NY 11358
6511,41348161,DELICATESSEN MACBAR,2018,1.0,54 PRINCE STREET MANHATTAN NY 10012
6513,41348322,YUMMY TACO BROOKLYN,2018,1.0,3606 CLARENDON ROAD BROOKLYN NY 11203
6515,41348358,STARBUCKS COFFEE,2018,1.0,350 5 AVENUE MANHATTAN NY 10118
6517,41348372,LE PAIN QUOTIDIEN,2018,1.0,81 WEST BROADWAY MANHATTAN NY 10007
6519,41348416,JAYSE CATERING,2018,1.0,261 HURON STREET BROOKLYN NY 11222
6522,41348662,SUBWAY,2018,1.0,786 PORT RICHMOND AVENUE STATEN ISLAND NY 10302
6523,41348682,SOPHIE'S CUBAN CUISINE,2018,1.3333333333333333,28 EAST   23 STREET MANHATTAN NY 10010
6524,41348712,THE CORE CLUB,2018,2.0,60 EAST   55 STREET MANHATTAN NY 10022
6526,41348744,POINT BRAZIL,2018,1.0,3801 31 AVENUE QUEENS NY 11103
6527,41348754,GRILL ON LEE,2018,2.0,108 LEE AVENUE BROOKLYN NY 11211
6529,41348755,FUH WAH RESTAURANT,2018,1.5,764A EAST  149 STREET BRONX NY 10455
6531,41348986,LA CUCINA MEXICAN GRILL AND CANTINA BAR,2018,1.5,4503 5 AVENUE BROOKLYN NY 11220
6532,41349101,JOE'S PIZZA,2018,1.5,259 PROSPECT PARK WEST BROOKLYN NY 11215
6533,41349247,CRUNCH PIT STOP,2018,1.0,1109 2 AVENUE MANHATTAN NY 10022
6534,41349544,JERRY'S PIZZA,2018,2.0,2094 STARLING AVENUE BRONX NY 10462
6536,41349574,BURGER KING,2018,1.5,5718 MYRTLE AVENUE QUEENS NY 11385
6538,41349736,THE GRISLY PEAR,2018,1.0,107 MACDOUGAL STREET MANHATTAN NY 10012
6540,41349905,NEW ASIAN RESTAURANT,2018,1.0,4124 162 STREET QUEENS NY 11358
6541,41349911,CAFE COLONIAL RESTAURANT & GRILL,2018,2.0,2070 WHITE PLAINS ROAD BRONX NY 10462
6542,41350160,POPEYES LOUISIANA KITCHEN,2018,2.0,1905 STORY AVENUE BRONX NY 10473
6544,41350171,BURGER KING / POPEYES LOUISIANA KITCHEN,2018,1.0,16417 UNION TURNPIKE QUEENS NY 11366
6546,41350310,MAMMA'S FAMOUS PIZZA & BURGERS,2018,1.0,2345 BROADWAY MANHATTAN NY 10024
6548,41350332,TOSCA MARQUEE,2018,3.0,4034 EAST TREMONT AVENUE BRONX NY 10465
6550,41350559,"BURGER KING, POPEYES LOUISIANA KITCHEN",2018,1.0,60 METROPOLITAN OVAL BRONX NY 10462
6552,41350583,AJISEN RAMEN,2018,1.5,13620 38 AVENUE QUEENS NY 11354
6554,41350661,FAMOUS ANTHONY'S PIZZA,2018,1.0,171 WEST  167 STREET BRONX NY 10452
6556,41350747,CHIPOTLE MEXICAN GRILL,2018,1.0,320 PARK AVENUE MANHATTAN NY 10022
6558,41350752,CHIPOTLE MEXICAN GRILL,2018,2.0,25 WEST   45 STREET MANHATTAN NY 10036
6560,41350893,BBQ CHICKEN,2018,1.0,15823 NORTHERN BLVD QUEENS NY 11358
6561,41350902,SPA CASTLE CAFE,2018,3.0,1111 131 STREET QUEENS NY 11356
6563,41350965,MOTHER PUGS SALOON,2018,2.0,1371 FOREST AVENUE STATEN ISLAND NY 10302
6564,41350966,THE BELL HOUSE,2018,2.0,149 7 STREET BROOKLYN NY 11215
6567,41351040,HUDSON VIEW RESTAURANT,2018,1.3333333333333333,770 WEST  181 STREET MANHATTAN NY 10033
6568,41351226,HUGHES TAVERN,2018,1.0,1682 1 AVENUE MANHATTAN NY 10128
6569,41351354,TXIKITO,2018,1.0,240 9 AVENUE MANHATTAN NY 10001
6570,41351524,CLUB A STEAKHOUSE,2018,1.0,240 EAST   58 STREET MANHATTAN NY 10022
6571,41351549,67 ORANGE STREET,2018,2.5,2082 FREDERICK DOUGLAS BOULEVARD MANHATTAN NY 10026
6572,41351700,CARVEL ICE CREAM,2018,2.0,2045 WILLIAMSBRIDGE RD BRONX NY 10461
6575,41351748,SUBWAY,2018,2.0,2703 WHITE PLAINS ROAD BRONX NY 10467
6576,41351756,MUSTANG THAKALI KITCHEN,2018,1.5,7414 37 AVENUE QUEENS NY 11372
