,ID,RESTAURANT NAME,INSPECTION YEAR,NUMBER OF NON-CRITICAL VIOLATIONS,ADDRESS
25125,50074064,LYNX KITCHEN,2018,2.0,1 W 137TH ST MANHATTAN NY 10037
25126,50074067,SUNSET BAGELS,2018,3.0,8624 5TH AVE BROOKLYN NY 11209
25127,50074068,CAFE METRO,2018,1.0,240 W 35TH ST MANHATTAN NY 10001
25129,50074069,CRAFT BEER BAR,2018,1.0,234 STARR ST BROOKLYN NY 11237
25131,50074075,KOTEN'S CARRIBEAN & AMERICAN RESTAURANT,2018,1.0,537 PORT RICHMOND AVE STATEN ISLAND NY 10302
25133,50074093,RESTAURANT AT HGU,2018,2.0,34 E 32ND ST MANHATTAN NY 10016
25135,50074096,UNCLE LOUIE G ITALIAN ICES AND ICE CREAM,2018,1.0,9214 ROCKAWAY BEACH BLVD QUEENS NY 11693
25136,50074098,KING WOK,2018,1.0,3510 NOSTRAND AVE BROOKLYN NY 11229
25137,50074099,FIVE GUYS BURGERS AND FRIES,2018,1.0,2750A HYLAN BLVD STATEN ISLAND NY 10306
25138,50074103,EL SANCHO MEXICAN TORTERIA,2018,2.5,142 AVENUE U BROOKLYN NY 11223
25139,50074104,VIP COFFEE II,2018,1.5,2214 86TH ST BROOKLYN NY 11214
25140,50074107,ZAIQA RESTAURANT,2018,1.0,2031 BATH AVE BROOKLYN NY 11214
25142,50074116,NUMBER 1 TASTE OF CHINA,2018,1.0,1853 NOSTRAND AVE BROOKLYN NY 11226
25144,50074118,ROBERTA'S PIZZA,2018,2.0,570 LEXINGTON AVE MANHATTAN NY 10022
25146,50074124,MAKITO,2018,1.0,353 W 14TH ST MANHATTAN NY 10014
25147,50074125,SONG SONG FOOD,2018,2.0,16220 NORTHERN BLVD QUEENS NY 11358
25149,50074135,PICCANTE,2018,1.0,7214 3RD AVE BROOKLYN NY 11209
25150,50074137,BARCLAYS - 1301,2018,1.0,1301 6TH AVE MANHATTAN NY 10019
25151,50074138,CORNERSTONE CAFE,2018,2.0,6015 WOODSIDE AVE QUEENS NY 11377
25152,50074140,MATIGY,2018,1.0,2501 STEINWAY ST QUEENS NY 11103
25153,50074142,SUBWAY,2018,1.0,228 W HOUSTON ST MANHATTAN NY 10014
25154,50074145,SPIGA TO GO,2018,1.0,57 W 84TH ST MANHATTAN NY 10024
25155,50074147,BRODO BROTH CO,2018,1.0,63 SPRING ST MANHATTAN NY 10012
25156,50074148,JUICE GENERATION INC,2018,1.0,4 ASTOR PL MANHATTAN NY 10003
25157,50074152,KHALIL BIRYANI HOUSE & HALAL CHINESE,2018,1.0,2062 MCGRAW AVE BRONX NY 10462
25158,50074163,CONVENE,2018,1.0,101 GREENWICH ST MANHATTAN NY 10006
25159,50074164,IRVING FARMS,2018,1.0,NKA JFK INTERNATIONAL AIRPORT QUEENS NY 11430
25161,50074192,EL PATRON BAR AND GRILL,2018,1.0,748 LIBERTY AVE BROOKLYN NY 11208
25163,50074193,ESTRELLA BRONX RESTAURANT,2018,1.0,2051 WEBSTER AVE BRONX NY 10457
25165,50074195,NOCHES MEXICANAS,2018,1.0,524 BROOK AVE BRONX NY 10455
25168,50074204,MR. MARIO,2018,3.0,1804 COLLEGE POINT BLVD QUEENS NY 11356
25171,50074211,HI FOOD CAFE,2018,1.0,3078 CONEY ISLAND AVE BROOKLYN NY 11235
25172,50074215,FILAMENT,2018,1.0,220 36TH ST BROOKLYN NY 11232
25175,50074225,FOREST HILLS DINER,2018,1.0,6860 AUSTIN ST QUEENS NY 11375
25177,50074237,WORLD CUP CAFE,2018,1.0,956 LEXINGTON AVE MANHATTAN NY 10021
25178,50074239,HAKATA ZEN,2018,2.0,31 SAINT MARKS PL MANHATTAN NY 10003
25179,50074241,DADAM,2018,1.0,15224 NORTHERN BLVD QUEENS NY 11354
25181,50074243,16 HANDLES,2018,2.0,139 North 7th Street BROOKLYN NY 11249
25182,50074248,BAKE CULTURE,2018,1.0,48 BOWERY MANHATTAN NY 10013
25184,50074250,DAEGA RESTAURANT,2018,2.0,3532 UNION ST QUEENS NY 11354
25186,50074254,OKI JAPANESE RESTAURANT,2018,1.0,4511 QUEENS BLVD QUEENS NY 11104
25188,50074273,POT PA HOTPOT,2018,1.0,5914 MAIN ST QUEENS NY 11355
25189,50074275,NORDSTROM COFFEE BAR/CLUBHOUSE,2018,1.0,235 W 57TH ST MANHATTAN NY 10019
25190,50074276,TEXAS CHICKEN AND BURGERS,2018,2.0,12020 QUEENS BLVD QUEENS NY 11415
25193,50074287,MAXIN BAKERY,2018,1.0,4235 MAIN ST QUEENS NY 11355
25195,50074299,CAFE 125,2018,1.0,125 W END AVE MANHATTAN NY 10023
25197,50074303,Julieta Restaurant,2018,2.0,3763 81ST ST QUEENS NY 11372
25198,50074304,THE PORTERHOUSE,2018,1.0,66 PEARL ST MANHATTAN NY 10004
25201,50074319,ESPRESSO MATTO,2018,2.0,3495 BROADWAY MANHATTAN NY 10031
25203,50074331,KOME WAZA,2018,2.0,1275 1ST AVE MANHATTAN NY 10065
25204,50074332,JUPIOCA,2018,1.0,155 CHAMBERS ST MANHATTAN NY 10007
25205,50074334,KAI FISH MARKET,2018,1.0,10223 HORACE HARDING EXPY QUEENS NY 11368
25207,50074341,AUGUSTINE,2018,1.0,5 BEEKMAN ST MANHATTAN NY 10038
25208,50074342,DORADO TACOS,2018,1.0,570 LEXINGTON AVE MANHATTAN NY 10022
25209,50074343,STOP & ENJOY,2018,1.0,3812 20TH AVE QUEENS NY 11105
25211,50074348,STARBUCKS COFFEE #50622,2018,3.0,774 BROADWAY BROOKLYN NY 11206
25212,50074355,GOOD DAY PLAY CAFE,2018,1.0,591 5TH AVE BROOKLYN NY 11215
25213,50074363,TAQUERIA MI MARIACHI,2018,2.5,1201 FLUSHING AVE BROOKLYN NY 11237
25214,50074365,YURA,2018,1.5,1350 MADISON AVE MANHATTAN NY 10128
25215,50074370,LA ESQUINA DE NAGUA,2018,2.0,2244 AMSTERDAM AVE MANHATTAN NY 10032
25216,50074371,EL BURN GUSTO REST,2018,2.0,5201 4TH AVE BROOKLYN NY 11220
25218,50074376,BELLOZINO,2018,3.0,7211 ROOSEVELT AVE QUEENS NY 11372
25222,50074387,ROCKAWAY CLAM BAR,2018,2.0,570 LEXINGTON AVE MANHATTAN NY 10022
25223,50074392,SAN MIGUEL PIZZA,2018,1.0,760 CONEY ISLAND AVE BROOKLYN NY 11218
25226,50074403,CHAMPION COFFEE,2018,1.0,210 E 67TH ST MANHATTAN NY 10065
25227,50074424,AMERICAN WING COMPANY,2018,2.0,159 E 116TH ST MANHATTAN NY 10029
25228,50074430,GREEN YARD CAFE,2018,1.0,4131 BROADWAY MANHATTAN NY 10033
25229,50074432,LEGENDARY BAR & GRILL,2018,1.0,3513 E TREMONT AVE BRONX NY 10465
25231,50074433,VISTAMAR RESTAURANT,2018,2.0,565 CITY ISLAND AVE BRONX NY 10464
25232,50074437,MIKKELLER NYC,2018,2.0,123-01 ROOSEVELT AVE QUEENS NY 11368
25234,50074444,LIQUITERIA,2018,1.0,570 LEXINGTON AVE MANHATTAN NY 10022
25235,50074448,BAI LI CHINESE RESTAURANT,2018,2.0,2728 CHURCH AVE BROOKLYN NY 11226
25237,50074456,LAHI,2018,1.0,5124 VAN LOON ST QUEENS NY 11373
25238,50074462,SULYN'S RESTAURANT,2018,2.0,11916 ROCKAWAY BLVD QUEENS NY 11420
25239,50074464,POKE N' ROLL,2018,1.0,441 E 9TH ST MANHATTAN NY 10009
25240,50074465,SOUVLAKI GR KOUZINA,2018,1.0,231 E 53RD ST MANHATTAN NY 10022
25241,50074468,PRONTO RESTAURANT,2018,2.0,5203 METROPOLITAN AVE QUEENS NY 11385
25242,50074469,AU BON PAIN,2018,1.5,1121 SAINT NICHOLAS AVE MANHATTAN NY 10032
25243,50074474,NOSTRAND EXPRESS,2018,2.0,2184 NOSTRAND AVE BROOKLYN NY 11210
25244,50074476,MOMO'S KITCHEN,2018,1.0,23603 BRADDOCK AVE QUEENS NY 11426
25245,50074478,ISLANDERS SEAFOOD RESTAURANT,2018,1.0,7921 QUEENS BLVD QUEENS NY 11373
25248,50074487,PHO BAR,2018,1.0,82 W 3RD ST MANHATTAN NY 10012
25250,50074493,PINKY'S SPACE,2018,1.0,70 E 1ST ST MANHATTAN NY 10003
25251,50074496,CAFE BISTRO,2018,2.0,312 W 34TH ST MANHATTAN NY 10001
25252,50074510,TACO BELL CANTINA,2018,1.0,1359 BROADWAY BROOKLYN NY 11221
25255,50074512,DEMI-MONDE,2018,1.0,257 VARET ST BROOKLYN NY 11206
25257,50074516,THE SHIP,2018,1.0,158 LAFAYETTE ST MANHATTAN NY 10013
25259,50074517,MIA PIZZERIA,2018,1.0,2136 WILLIAMSBRIDGE RD BRONX NY 10461
25261,50074520,EL POLLO INKA PERU,2018,2.0,8920 101ST AVE QUEENS NY 11416
25263,50074524,CAFE 77,2018,1.0,77 W 66TH ST MANHATTAN NY 10023
25264,50074525,CARVEL,2018,2.0,5612 METROPOLITAN AVE QUEENS NY 11385
25266,50074528,CHINA TASTE,2018,2.0,1812 HYLAN BLVD STATEN ISLAND NY 10305
25268,50074530,HOT KITCHEN,2018,1.0,251 E 53RD ST MANHATTAN NY 10022
25269,50074533,THE LEIF BAR,2018,2.0,6725 5TH AVE BROOKLYN NY 11220
25270,50074534,TAKUMI TACO,2018,2.0,570 LEXINGTON AVE MANHATTAN NY 10022
25271,50074538,LA ABUNDANCIA,2018,2.0,6314 BROADWAY QUEENS NY 11377
25272,50074551,DAA! DUMPLINGS,2018,1.0,1000S 8TH AVE MANHATTAN NY 10019
25273,50074557,FISH VILLAGE,2018,1.0,2007 127TH ST QUEENS NY 11356
25274,50074560,LONG CHENG RESTAURANT,2018,1.0,2977 FULTON ST BROOKLYN NY 11208
25276,50074561,AVOCADO SUSHI II,2018,3.0,1919 HYLAN BLVD STATEN ISLAND NY 10305
25277,50074564,GARLIC BBQ BAKERY,2018,1.0,1419 FOREST AVE STATEN ISLAND NY 10302
25278,50074566,ASIA GRILL,2018,2.0,888 GRAND CONCOURSE BRONX NY 10451
25280,50074586,MIKE JR'S RICHMOND DINER,2018,2.0,3954 RICHMOND AVE STATEN ISLAND NY 10312
25281,50074588,EL VALLE RESTAURANT,2018,1.0,3535 JEROME AVE BRONX NY 10467
25282,50074590,NEW TEXAS FRIED CHICKEN,2018,2.0,803 CYPRESS AVE QUEENS NY 11385
25283,50074594,MOKBAR,2018,2.0,212 FLATBUSH AVE BROOKLYN NY 11217
25284,50074596,YUMMY TORTILLAS KING,2018,1.0,2238 86TH ST BROOKLYN NY 11214
25286,50074601,CHICK-FIL-A AT GRAND CENTRAL,2018,1.0,50 E 42ND ST MANHATTAN NY 10017
25287,50074602,TORTILLAS KING,2018,1.0,7103 18TH AVE BROOKLYN NY 11204
25288,50074603,CHICK-FIL-A AT FULTON STREET,2018,1.0,144 FULTON ST MANHATTAN NY 10038
25290,50074620,CACHAPA CACHAPA 2,2018,3.0,1805 WESTCHESTER AVE BRONX NY 10472
25292,50074621,HANG HOT POT,2018,1.0,13335 ROOSEVELT AVE QUEENS NY 11354
25294,50074643,BURGER KING,2018,1.5,1380 JEROME AVE BRONX NY 10452
25295,50074650,CUMIN INDIAN CUISINE,2018,2.0,3549 JOHNSON AVE BRONX NY 10463
25296,50074653,MADISON LEE'S CAKES,2018,1.0,336 W 37TH ST MANHATTAN NY 10018
25297,50074659,CEDARS SWEET,2018,2.0,7204 5TH AVE BROOKLYN NY 11209
25298,50074660,POKEBAB,2018,2.0,80 BROAD ST MANHATTAN NY 10004
25300,50074674,CHINA THAI NY,2018,2.0,867 FLATBUSH AVE BROOKLYN NY 11226
25301,50074677,SAKE JAPANESE CUISINE,2018,2.0,324 CHURCH AVE BROOKLYN NY 11218
25302,50074685,SITA THAI,2018,4.0,3609A BROADWAY MANHATTAN NY 10031
25303,50074686,AMORE JUICE BAR,2018,2.0,106 E 165TH ST BRONX NY 10452
25305,50074689,Keki Modern Cakes,2018,1.0,315 5TH AVE MANHATTAN NY 10016
25306,50074692,THE ATLANTIC BOAT CLUB,2018,1.0,990 ATLANTIC AVE BROOKLYN NY 11238
25310,50074721,SEAMORE'S,2018,2.0,66 WATER ST BROOKLYN NY 11201
25311,50074726,BEETLE HOUSE,2018,2.0,308 E 6TH ST MANHATTAN NY 10003
25312,50074731,CORNER 28,2018,1.0,13524 40TH RD QUEENS NY 11354
25313,50074734,THE YEERO JOINT,2018,2.0,264 W 40TH ST MANHATTAN NY 10018
25314,50074739,NARGILA,2018,1.0,1599 YORK AVE MANHATTAN NY 10028
25315,50074741,CLINTON HALL,2018,1.0,247 METROPOLITAN AVE BROOKLYN NY 11211
25316,50074742,TAQUERIA GRAMERCY,2018,1.0,218 3RD AVE MANHATTAN NY 10003
25317,50074743,BRISAS TROPICALES RESTAURANT,2018,2.0,1360 WHITE PLAINS RD BRONX NY 10462
25318,50074749,OVENLY,2018,1.0,43 N 5TH ST BROOKLYN NY 11249
25319,50074753,THE STONEBRIDGE,2018,1.0,14504 14TH AVE QUEENS NY 11357
25321,50074754,AFGHAN CHAI KHANA,2018,1.3333333333333333,2310 31ST ST QUEENS NY 11105
25323,50074755,LITTLE CAESARS PIZZA,2018,2.0,4202 5TH AVE BROOKLYN NY 11232
25326,50074779,EL MANABA,2018,2.0,341 SAINT NICHOLAS AVE QUEENS NY 11385
25329,50074784,PASTARIFIC PIZZA AND RESTAURANT,2018,1.0,301 E 181ST ST BRONX NY 10457
25330,50074791,KURO-OBI,2018,1.0,570 LEXINGTON AVE MANHATTAN NY 10022
25331,50074792,MABAT STEAKHOUSE,2018,1.0,1809 E 7TH ST BROOKLYN NY 11223
25332,50074793,EAT TO THE BONE RESTURANT,2018,1.0,1764 PITKIN AVE BROOKLYN NY 11212
25333,50074795,MANHATTANVILLE COFFEE,2018,1.0,142 EDGECOMBE AVE MANHATTAN NY 10030
25334,50074796,POPEYES,2018,2.0,1380 JEROME AVE BRONX NY 10452
25336,50074797,NUEVOS TACOS AL SUADERO,2018,2.0,9722 ROOSEVELT AVE QUEENS NY 11368
25338,50074799,SERGIMMO,2018,1.0,462 AVENUE OF THE AMERICAS MANHATTAN NY 10011
25339,50074800,Thelma's Kitchen,2018,3.0,282 E 174TH ST BRONX NY 10457
25340,50074801,OUTRO,2018,1.0,816 BROADWAY MANHATTAN NY 10003
25341,50074803,SAFIR BAKERY & CAFE,2018,3.0,1803 KINGS HWY BROOKLYN NY 11229
25342,50074809,MOONSTRUCK EATERY,2018,1.0,250 E 58TH ST MANHATTAN NY 10022
25344,50074812,The Bistro at the COURTYARD BY MARRIOTT,2018,2.0,18315 HORACE HARDING EXPY QUEENS NY 11365
25345,50074814,ST NICHOLAS FOOD & CAFE,2018,1.0,285 SAINT NICHOLAS AVE MANHATTAN NY 10027
25346,50074820,PALETERIA LOS MICHOACANOS,2018,1.0,10106 43RD AVE QUEENS NY 11368
25348,50074839,IKINARI STEAK,2018,1.0,455 PARK AVE S MANHATTAN NY 10016
25349,50074844,NEW CHINA MEE,2018,1.0,3017 CHURCH AVE BROOKLYN NY 11226
25350,50074845,IKINARI STEAK,2018,2.0,205 BLEECKER ST MANHATTAN NY 10012
25351,50074846,STAR MOUNTAIN CAFE,2018,1.0,9040 160TH ST QUEENS NY 11432
25352,50074855,JUST SALAD,2018,2.0,2 E 39TH ST MANHATTAN NY 10016
25354,50074861,PARIS SANDWICH,2018,1.0,217 GRAND ST MANHATTAN NY 10013
25356,50074862,GREAT WOK 7,2018,1.0,2238 7TH AVE MANHATTAN NY 10027
25357,50074863,CROWN FRIED CHICKEN,2018,1.0,7438 JAMAICA AVE QUEENS NY 11421
25359,50074869,NEW KAMBOAT BAKERY & CAFE,2018,2.0,111 BOWERY MANHATTAN NY 10002
25360,50074871,CHEESY KOSHER PIZZA,2018,1.0,314-316 MARCY AVE BROOKLYN NY 11211
25361,50074873,DAVELLE,2018,2.0,102 SUFFOLK ST MANHATTAN NY 10002
25362,50074877,LA PASTORA BAKERY,2018,1.5,726 E 152ND ST BRONX NY 10455
25363,50074879,TACOS AL SUADERO,2018,1.0,3757 90TH ST QUEENS NY 11372
25365,50074889,JOE & THE JUICE,2018,2.0,300 PARK AVE MANHATTAN NY 10022
25366,50074901,BUSHNIWA,2018,1.0,250 VARET ST BROOKLYN NY 11206
25367,50074903,O CAFE ON 7TH,2018,1.0,65 W 11TH ST MANHATTAN NY 10011
25368,50074904,414 HOTEL,2018,1.0,414 W 46TH ST MANHATTAN NY 10036
25369,50074925,ROLLY KIMBAB,2018,1.0,16316 NORTHERN BLVD QUEENS NY 11358
25370,50074926,SIX HAPPINESS,2018,1.0,1413 2ND AVE MANHATTAN NY 10021
25372,50074933,NYC HEALTH BAR,2018,1.5,1319 2ND AVE MANHATTAN NY 10021
25373,50074936,SABAI,2018,1.0,432 PARK AVE S MANHATTAN NY 10016
25374,50074942,146 NO. 1 YUMMY TACO,2018,1.0,14615 ROCKAWAY BLVD QUEENS NY 11436
25375,50074947,FAIRFIELD INN & SUITES,2018,2.0,18331 HORACE HARDING EXPY QUEENS NY 11365
25376,50074948,UNIQUE BAKERY,2018,1.0,6816 4TH AVE BROOKLYN NY 11220
25378,50074957,SEAFOOD HEAVEN,2018,1.0,12707 MERRICK BLVD QUEENS NY 11434
25379,50074960,MONK MCGINNS,2018,2.0,57 MURRAY ST MANHATTAN NY 10007
25381,50074970,PG PIZZA,2018,1.0,231 E 167TH ST BRONX NY 10456
25382,50074976,PG PIZZA,2018,1.0,904 MORRIS AVE BRONX NY 10451
25384,50074977,WOKUNI,2018,2.0,327 LEXINGTON AVE MANHATTAN NY 10016
25385,50074978,KENNEDY CHICKEN & PIZZA,2018,1.0,1926 CROSS BRONX EXPY BRONX NY 10472
25387,50074981,ELSA CAFE AND RESTAURANT,2018,1.0,903 COLUMBUS AVE MANHATTAN NY 10025
25389,50074992,HOOD RESTAURANT LLC,2018,2.0,11814 LIBERTY AVE QUEENS NY 11419
25391,50075001,BEST WINGERS,2018,1.0,174 DELANCEY ST MANHATTAN NY 10002
25392,50075006,TAIM,2018,1.0,570 LEXINGTON AVE MANHATTAN NY 10022
25393,50075009,#1 GARDEN CHINESE RESTAURANT,2018,1.0,221 PROSPECT PARK W BROOKLYN NY 11215
25394,50075014,SKYLINE BILLIARD CLUB,2018,1.0,2515 MCDONALD AVE BROOKLYN NY 11223
25396,50075050,SMILE TO GO,2018,1.0,23 LEXINGTON AVE MANHATTAN NY 10010
25397,50075052,KING RIVER CHEN CHINESE RESTAURANT,2018,2.0,8018 31ST AVE QUEENS NY 11370
25399,50075059,FALAFIX,2018,1.0,96 STANTON ST MANHATTAN NY 10002
25401,50075077,TU TIPICO DOMINICANO,2018,1.0,1195 CASTLETON AVE STATEN ISLAND NY 10310
25403,50075079,FRATILLI'S PIZZA & CAFE,2018,1.0,404 HUNTS POINT AVE BRONX NY 10474
25405,50075085,BOTICARIOS,2018,4.0,58 E 1ST ST MANHATTAN NY 10003
25407,50075093,LING HU CHUN,2018,1.5,5523 7TH AVE BROOKLYN NY 11220
25408,50075103,PQR,2018,1.0,1631 2ND AVE MANHATTAN NY 10028
25409,50075105,NUCHAS,2018,1.0,233 JORALEMON ST BROOKLYN NY 11201
25410,50075106,US FRIED CHICKEN,2018,1.5,860 GERARD AVE BRONX NY 10451
25411,50075108,CREAM COFFEE SHOP,2018,1.0,7210 3RD AVE BROOKLYN NY 11209
25413,50075115,BANG CHENGDU STREET KITCHEN,2018,2.0,158 W 23RD ST MANHATTAN NY 10011
25414,50075118,CON SABOR A MEXICO,2018,1.0,711 W 181ST ST MANHATTAN NY 10033
25416,50075119,BOLIVIAN LLAMA PARTY,2018,1.0,590 FULTON ST BROOKLYN NY 11217
25418,50075131,CHAU DOWN,2018,2.0,80 DEKALB AVE BROOKLYN NY 11201
25421,50075147,BRISA DOMINICANA,2018,2.0,1764 AMSTERDAM AVE MANHATTAN NY 10031
25423,50075155,AREPA FACTORY,2018,1.0,147 AVENUE A MANHATTAN NY 10009
25425,50075157,SHI MIAODAO,2018,1.0,33 SAINT MARKS PL MANHATTAN NY 10003
25427,50075158,POKE ZEST,2018,3.0,629 MANHATTAN AVE BROOKLYN NY 11222
25429,50075161,YUPDDUK,2018,1.0,15722 NORTHERN BLVD QUEENS NY 11354
25430,50075164,AVALON NEW YORK,2018,1.0,106 MACDOUGAL ST MANHATTAN NY 10012
25431,50075170,NEW KIM WEI KITCHEN,2018,2.0,4201 8TH AVE BROOKLYN NY 11232
25433,50075173,SOBOL STATEN ISLAND,2018,2.0,480 FOREST AVE STATEN ISLAND NY 10310
25434,50075174,HONG KONG,2018,2.0,6297 FOREST AVE QUEENS NY 11385
25435,50075176,MATCHA N' MORE,2018,1.0,177 HESTER ST MANHATTAN NY 10013
25436,50075178,COMPADRES 77 MEXICAN RESTAURANT,2018,2.0,11518 QUEENS BLVD QUEENS NY 11375
25437,50075182,NEW YORK CITY BAGEL COFFEE HOUSE,2018,1.0,3310 30TH AVE QUEENS NY 11103
25439,50075191,EL MONUMENTO RESTAURANT BAR & LOUNGE,2018,1.5,1185 BROADWAY BROOKLYN NY 11221
25440,50075193,FUEL,2018,2.0,379 3RD AVE MANHATTAN NY 10016
25442,50075195,CHAMPION PIZZA,2018,1.0,3112 BROADWAY QUEENS NY 11106
25445,50075214,PICCOLO PINOS PIZZERIA,2018,1.0,275 PORT RICHMOND AVE STATEN ISLAND NY 10302
25448,50075218,NUMERO 28,2018,1.0,10712 70TH RD QUEENS NY 11375
25449,50075223,MANGIPASTA,2018,2.0,608 E 187TH ST BRONX NY 10458
25450,50075224,SWEET CHICK,2018,2.0,4642 VERNON BLVD QUEENS NY 11101
25451,50075225,JIN DYNASTY,2018,1.0,15702 45TH AVE QUEENS NY 11355
25453,50075238,QUEENS COMFORT,2018,2.0,3618 30TH AVE QUEENS NY 11103
25454,50075239,EAST PALACE,2018,2.0,819 2ND AVE MANHATTAN NY 10017
25456,50075241,BEVERLY HILL MANOR,2018,3.0,1700 JEROME AVE BRONX NY 10453
25458,50075244,THAT LATIN SPOT,2018,2.0,7204 3RD AVE BROOKLYN NY 11209
25459,50075247,MARIOS HOMEMADE CUISINE,2018,1.5,699 E 187TH ST BRONX NY 10458
25460,50075248,PLANTSHED,2018,1.0,555 COLUMBUS AVE MANHATTAN NY 10024
25462,50075251,THE GRAHAM,2018,1.0,151 MESEROLE ST BROOKLYN NY 11206
25463,50075252,ASIAN WOK,2018,1.0,88 FULTON ST MANHATTAN NY 10038
25465,50075253,SWEET HAUS CAFE,2018,1.0,14301 45TH AVE QUEENS NY 11355
25466,50075258,ENERGIA Y FIGURA,2018,1.0,3262 86TH ST QUEENS NY 11369
25467,50075268,ORIGINAL PITA GRILL,2018,2.0,441 3RD AVE MANHATTAN NY 10016
25469,50075270,NEW TONY'S DRAGON 1,2018,2.0,10718 LIBERTY AVE QUEENS NY 11417
25472,50075286,Jr's Pizza & Brew Corp,2018,1.0,95 MACDOUGAL ST MANHATTAN NY 10012
25473,50075290,OTTO'S TACOS,2018,1.0,1568 3RD AVE MANHATTAN NY 10128
25475,50075296,ABOUT TIME SOUL FOOD,2018,2.0,8902 165TH ST QUEENS NY 11432
25476,50075297,EIGHT BEAUTITUDES KOREAN RESTAURANT #18,2018,2.0,13620 ROOSEVELT AVE QUEENS NY 11354
25477,50075314,MARIO'S PIZZA,2018,3.0,14929 GUY R BREWER BLVD QUEENS NY 11434
25480,50075318,OMAKASA,2018,1.0,31 W 52ND ST MANHATTAN NY 10019
25481,50075322,MASALA KING,2018,1.0,64 E 34TH ST MANHATTAN NY 10016
25482,50075323,HUNGRY BURRITO TACOS,2018,1.0,811 SENECA AVE QUEENS NY 11385
25483,50075329,KUNG FU STEAMER,2018,1.0,6415 11TH AVE BROOKLYN NY 11219
25485,50075330,MIGHTY BOWL,2018,2.0,1109 LEXINGTON AVE MANHATTAN NY 10075
25487,50075331,N.Y. TIMES GRAB & GO,2018,2.0,620 8TH AVE MANHATTAN NY 10018
25488,50075332,SONY HALL,2018,1.0,235 W 46TH ST MANHATTAN NY 10036
25489,50075334,LEMONGRASS GRILL,2018,1.0,156 COURT ST BROOKLYN NY 11201
25490,50075336,DAVID'S BRISKET HOUSE,2018,1.5,533 NOSTRAND AVE BROOKLYN NY 11216
25491,50075346,FRESH KITCHEN,2018,3.0,270 MADISON AVE MANHATTAN NY 10016
25494,50075349,KAY'S BOUTIQUE CAFE,2018,1.0,240 MULBERRY ST MANHATTAN NY 10012
25495,50075350,PRIK THAI KITHCEN,2018,1.0,4716 30TH AVE QUEENS NY 11103
25497,50075369,THE FREAKIN RICAN RESTAURANT,2018,1.0,4306 34TH AVE QUEENS NY 11101
25499,50075375,ATOMIC WINGS,2018,2.0,2090 FREDERICK DOUGLASS BLVD MANHATTAN NY 10026
25501,50075379,BATTLE HILL TAVERN,2018,1.0,686 6TH AVE BROOKLYN NY 11215
25502,50075382,ANGEL'S CAFE,2018,1.0,743 E 187TH ST BRONX NY 10458
25504,50075395,PARIS THEATER,2018,3.0,4 W 58TH ST MANHATTAN NY 10019
25505,50075403,NEW CAFE SUGAR AND SPICE,2018,1.0,9327 JAMAICA AVE QUEENS NY 11421
25506,50075406,BOWL AND BLADE,2018,1.0,169 5TH AVE BROOKLYN NY 11217
25507,50075407,JUICE PRESS,2018,2.0,350 5TH AVE MANHATTAN NY 10118
25508,50075409,EAT'S KHAO MAN GAI,2018,1.0,518 E 6TH ST MANHATTAN NY 10009
25511,50075413,PERIZIA PIZZA,2018,1.0,1387 CONEY ISLAND AVE BROOKLYN NY 11230
25513,50075415,INDAY GO-GO,2018,1.0,570 LEXINGTON AVE MANHATTAN NY 10022
25514,50075425,New Star Restaurant,2018,1.0,17216 46TH AVE QUEENS NY 11358
25516,50075428,FINGER LAKES BURGERS & WINGS,2018,2.0,990 BROADWAY BROOKLYN NY 11221
25517,50075432,CROWN FRIED CHICKEN,2018,2.0,10619 LIBERTY AVE QUEENS NY 11417
25518,50075441,GOFISH SUSHI BOX,2018,1.0,570 LEXINGTON AVE MANHATTAN NY 10022
25519,50075442,SABOR PERUANO II,2018,1.0,9513 ROOSEVELT AVE QUEENS NY 11372
25521,50075448,LITTLE COLLINS,2018,1.0,570 LEXINGTON AVE MANHATTAN NY 10022
25522,50075450,NO.1 CALLE 191 PESCADERIA,2018,2.0,1609 SAINT NICHOLAS AVE MANHATTAN NY 10040
25523,50075456,DUN HUANG,2018,1.0,300 E 12TH ST MANHATTAN NY 10003
25524,50075458,DOMINO'S PIZZA #3321,2018,2.0,220 E 161ST ST BRONX NY 10451
25525,50075461,POPEYES,2018,2.0,2300 ADAM CLAYTON POWELL JR BLVD MANHATTAN NY 10030
25526,50075462,DRAGON'S LAB,2018,1.5,9015 QUEENS BLVD QUEENS NY 11373
25527,50075470,BLANK SLATE TEA,2018,2.0,121 MADISON AVE MANHATTAN NY 10016
25528,50075485,PEARL STREET HAMPTON INN,2018,1.0,32 PEARL ST MANHATTAN NY 10004
25530,50075491,DELICIOUS SHAWARMA,2018,1.0,2005 VICTORY BLVD STATEN ISLAND NY 10314
25531,50075492,CROWN FRIED CHICKEN,2018,1.5,6 SUTTER AVE BROOKLYN NY 11212
25532,50075496,S.I.M VINTAGE MUSIC PARLOR,2018,1.0,2172 FLATBUSH AVE BROOKLYN NY 11234
25533,50075512,MILK & CREAM BAR,2018,1.0,353 W 14TH ST MANHATTAN NY 10014
25534,50075516,NO. 1  RESTAURANT,2018,1.0,197 KNICKERBOCKER AVE BROOKLYN NY 11237
25535,50075519,D HACK'S HALAL,2018,2.0,10725 LIBERTY AVE QUEENS NY 11417
